Target	BaitCovg	in100nt	in300nt	in500nt
WeinellEntry5538	1	1	1	1
WeinellEntry5539	1	1	1	1
WeinellEntry5540	0.7096	0.8196	1	1
WeinellEntry5541	1	1	1	1
WeinellEntry5542	0.8075	1	1	1
WeinellEntry5543	1	1	1	1
WeinellEntry5544	0.9818	1	1	1
WeinellEntry5545	0.908	1	1	1
WeinellEntry5546	0.9244	1	1	1
WeinellEntry5547	0.9149	1	1	1
WeinellEntry5548	0.7871	1	1	1
WeinellEntry5549	0.933	1	1	1
WeinellEntry5550	0.9237	1	1	1
WeinellEntry5551	0.8642	1	1	1
WeinellEntry5552	0.922	1	1	1
WeinellEntry5553	0.872	0.9778	1	1
WeinellEntry5554	0.9189	1	1	1
WeinellEntry5555	0.8539	1	1	1
WeinellEntry5556	0.92	1	1	1
WeinellEntry5557	0.7299	1	1	1
WeinellEntry5558	0.9382	1	1	1
WeinellEntry5559	1	1	1	1
WeinellEntry5560	1	1	1	1
WeinellEntry5561	0.8564	0.9704	1	1
WeinellEntry5562	0.8004	0.9044	1	1
WeinellEntry5563	1	1	1	1
WeinellEntry5564	0.9915	1	1	1
WeinellEntry5565	0.8683	1	1	1
WeinellEntry5566	0.9202	1	1	1
WeinellEntry5567	1	1	1	1
WeinellEntry5568	1	1	1	1
WeinellEntry5569	0.9281	1	1	1
WeinellEntry5570	0.7426	0.9469	1	1
WeinellEntry5571	0.9363	1	1	1
WeinellEntry5572	0.6549	0.9044	1	1
WeinellEntry5573	0.7158	0.967	1	1
WeinellEntry5574	0.6836	0.8519	1	1
WeinellEntry5575	1	1	1	1
WeinellEntry5576	0.8511	1	1	1
WeinellEntry5577	0.9831	1	1	1
WeinellEntry5578	0.6871	0.9195	1	1
WeinellEntry5579	0.8729	0.9788	1	1
WeinellEntry5580	0.8539	0.9687	1	1
WeinellEntry5581	0.9286	1	1	1
WeinellEntry5582	0.6603	0.9081	1	1
WeinellEntry5583	1	1	1	1
WeinellEntry5584	0.8077	1	1	1
WeinellEntry5585	1	1	1	1
WeinellEntry5586	0.8565	1	1	1
WeinellEntry5587	1	1	1	1
WeinellEntry5588	0.8607	0.9763	1	1
WeinellEntry5589	1	1	1	1
WeinellEntry5590	0.9877	1	1	1
WeinellEntry5591	0.9916	1	1	1
WeinellEntry5592	0.7169	0.8318	1	1
WeinellEntry5593	0.8555	0.9702	1	1
WeinellEntry5594	1	1	1	1
WeinellEntry5595	0.8655	0.974	1	1
WeinellEntry5596	0.9327	1	1	1
WeinellEntry5597	0.8606	1	1	1
WeinellEntry5598	0.9253	1	1	1
WeinellEntry5599	0.8692	0.9747	1	1
WeinellEntry5600	0.9286	1	1	1
WeinellEntry5601	0.6369	1	1	1
WeinellEntry5602	0.9896	1	1	1
WeinellEntry5603	1	1	1	1
WeinellEntry5604	1	1	1	1
WeinellEntry5605	0.8513	1	1	1
WeinellEntry5606	1	1	1	1
WeinellEntry5607	0.7697	0.989	1	1
WeinellEntry5608	0.8066	0.91	1	1
WeinellEntry5609	1	1	1	1
WeinellEntry5610	0.8483	1	1	1
WeinellEntry5611	1	1	1	1
WeinellEntry5612	0.7974	1	1	1
WeinellEntry5613	0.8385	1	1	1
WeinellEntry5614	0.9321	1	1	1
WeinellEntry5615	0.7884	0.9015	1	1
WeinellEntry5616	0.9957	1	1	1
WeinellEntry5617	0.9191	1	1	1
WeinellEntry5618	0.7022	0.9214	1	1
WeinellEntry5619	0.8614	1	1	1
WeinellEntry5620	0.7974	0.9046	1	1
WeinellEntry5621	1	1	1	1
WeinellEntry5622	0.6145	0.7209	0.9217	1
WeinellEntry5623	0.6932	0.7941	0.996	1
WeinellEntry5624	0.7389	0.845	1	1
WeinellEntry5625	0.4444	0.696	0.9057	1
WeinellEntry5626	0.8517	0.967	1	1
WeinellEntry5627	0.9256	1	1	1
WeinellEntry5628	0.9939	1	1	1
WeinellEntry5629	0.9936	1	1	1
WeinellEntry5630	0.8593	1	1	1
WeinellEntry5631	0.8273	1	1	1
WeinellEntry5632	0.7958	0.9778	1	1
WeinellEntry5633	0.9237	1	1	1
WeinellEntry5634	0.9868	1	1	1
WeinellEntry5635	0.9076	1	1	1
WeinellEntry5636	0.92	1	1	1
WeinellEntry5637	0.9145	1	1	1
WeinellEntry5638	0.8467	0.9702	1	1
WeinellEntry5639	0.7188	0.9271	1	1
WeinellEntry5640	0.8421	1	1	1
WeinellEntry5641	0.7262	0.977	1	1
WeinellEntry5642	0.8731	1	1	1
WeinellEntry5643	1	1	1	1
WeinellEntry5644	1	1	1	1
WeinellEntry5645	0.4225	0.7746	1	1
WeinellEntry5646	0.9735	1	1	1
WeinellEntry5647	0.8282	1	1	1
WeinellEntry5648	0.8477	0.9713	1	1
WeinellEntry5649	0.9236	1	1	1
WeinellEntry5650	0.983	1	1	1
WeinellEntry5651	1	1	1	1
WeinellEntry5652	0.9895	1	1	1
WeinellEntry5653	1	1	1	1
WeinellEntry5654	0.9242	1	1	1
WeinellEntry5655	0.858	1	1	1
WeinellEntry5656	1	1	1	1
WeinellEntry5657	0.8644	0.9703	1	1
WeinellEntry5658	0.5175	0.8441	1	1
WeinellEntry5659	1	1	1	1
WeinellEntry5660	0.5612	0.849	1	1
WeinellEntry5661	0.8722	1	1	1
WeinellEntry5662	0.7315	0.9721	1	1
WeinellEntry5663	0.9303	1	1	1
WeinellEntry5664	0.9279	1	1	1
WeinellEntry5665	0.999	1	1	1
WeinellEntry5666	0.9832	1	1	1
WeinellEntry5667	1	1	1	1
WeinellEntry5668	0.5889	0.7698	0.9839	1
WeinellEntry5669	0.8513	1	1	1
WeinellEntry5670	0.9959	1	1	1
WeinellEntry5671	0.9241	1	1	1
WeinellEntry5672	0.6496	0.8588	1	1
WeinellEntry5673	0.9004	1	1	1
WeinellEntry5674	0.8404	1	1	1
WeinellEntry5675	0.8521	1	1	1
WeinellEntry5676	1	1	1	1
WeinellEntry5677	0.7842	0.9897	1	1
WeinellEntry5678	0.9322	1	1	1
WeinellEntry5679	1	1	1	1
WeinellEntry5680	0.9754	1	1	1
WeinellEntry5681	1	1	1	1
WeinellEntry5682	0.9872	1	1	1
WeinellEntry5683	0.7948	1	1	1
WeinellEntry5684	1	1	1	1
WeinellEntry5685	0.8135	1	1	1
WeinellEntry5686	0.6417	0.8192	1	1
WeinellEntry5687	0.7892	0.9709	1	1
WeinellEntry5688	0.9915	1	1	1
WeinellEntry5689	0.9284	1	1	1
WeinellEntry5690	0.8675	1	1	1
WeinellEntry5691	0.6709	0.8805	1	1
WeinellEntry5692	0.6718	0.8386	1	1
WeinellEntry5693	0.725	0.9062	1	1
WeinellEntry5694	0.7869	0.9016	1	1
WeinellEntry5695	0.9008	1	1	1
WeinellEntry5696	0.8643	0.9687	1	1
WeinellEntry5697	0.9216	1	1	1
WeinellEntry5698	0.976	1	1	1
WeinellEntry5699	1	1	1	1
WeinellEntry5700	0.8409	1	1	1
WeinellEntry5701	0.9289	1	1	1
WeinellEntry5702	0.8465	0.9743	1	1
WeinellEntry5703	0.7918	0.9753	1	1
WeinellEntry5704	1	1	1	1
WeinellEntry5705	0.6061	0.8249	1	1
WeinellEntry5706	0.8034	1	1	1
WeinellEntry5707	0.8473	1	1	1
WeinellEntry5708	0.9279	1	1	1
WeinellEntry5709	1	1	1	1
WeinellEntry5710	0.8421	1	1	1
WeinellEntry5711	0.8444	1	1	1
WeinellEntry5712	1	1	1	1
WeinellEntry5713	0.9895	1	1	1
WeinellEntry5714	0.9194	1	1	1
WeinellEntry5715	0.8665	0.9716	1	1
WeinellEntry5716	0.487	0.8257	1	1
WeinellEntry5717	0.6088	0.989	1	1
WeinellEntry5718	0.6525	0.9733	1	1
WeinellEntry5719	0.7923	0.9723	1	1
WeinellEntry5720	0.7566	1	1	1
WeinellEntry5721	1	1	1	1
WeinellEntry5722	0.8558	1	1	1
WeinellEntry5723	0.852	1	1	1
WeinellEntry5724	0.9915	1	1	1
WeinellEntry5725	0.9939	1	1	1
WeinellEntry5726	0.983	1	1	1
WeinellEntry5727	0.7756	0.9948	1	1
WeinellEntry5728	0.9957	1	1	1
WeinellEntry5729	0.8591	1	1	1
WeinellEntry5730	0.6519	1	1	1
WeinellEntry5731	0.8118	0.9807	1	1
WeinellEntry5732	0.9077	1	1	1
WeinellEntry5733	0.9243	1	1	1
WeinellEntry5734	0.9223	1	1	1
WeinellEntry5735	0.9736	1	1	1
