locus.name	type	includes.genes	locus.altname1	locus.altname2	locus.altname3	Weinell2024.alignments
locus340	REE	LOC106556320	WeinellEntry458	REE_334	sample66_0000000969	TRUE
locus341	REE	FAM222A	WeinellEntry459	REE_335	sample66_0000000970	TRUE
locus342	REE	LOC106554537	WeinellEntry460	REE_336	sample66_0000000971	TRUE
locus343	REE	TTC19	WeinellEntry461	REE_337	sample66_0000000975	TRUE
locus344	REE	RGS12	WeinellEntry463	REE_338	sample66_0000000977	TRUE
locus345	REE	LOC106538676	WeinellEntry464	REE_339	sample66_0000000985	TRUE
locus346	REE	ERCC5	WeinellEntry465	REE_340	sample66_0000000986	TRUE
locus347	REE	LOC106540589	WeinellEntry466	REE_341	sample66_0000000987	TRUE
locus348	REE	ASB13	WeinellEntry467	REE_342	sample66_0000000989	TRUE
locus349	REE	LOC106556245	WeinellEntry468	REE_343	sample66_0000000991	TRUE
locus350	REE	SART3	WeinellEntry469	REE_344	sample66_0000000993	TRUE
locus351	REE	LOC106544555	WeinellEntry470	REE_345	sample66_0000000994	TRUE
locus352	REE	LOC106538138	WeinellEntry471	REE_346	sample66_0000000996	TRUE
locus353	REE	LOC106542358	WeinellEntry472	REE_347	sample66_0000000997	TRUE
locus354	REE	PDPK1	WeinellEntry473	REE_348	sample66_0000000998	TRUE
locus355	REE	MAGI3	WeinellEntry475	REE_349	sample66_0000001000	TRUE
locus356	REE	SPG20	WeinellEntry476	REE_350	sample66_0000001001	TRUE
locus357	REE	LOC106539760	WeinellEntry477	REE_351	sample66_0000001005	TRUE
locus358	REE	MTHFSD	WeinellEntry478	REE_352	sample66_0000001008	TRUE
locus359	REE	LOC106540946	WeinellEntry480	REE_353	sample66_0000001009	TRUE
locus360	REE	LOC106539034	WeinellEntry481	REE_354	sample66_0000001012	TRUE
locus361	REE	ERI2	WeinellEntry482	REE_355	sample66_0000001013	TRUE
locus362	REE	RIF1	WeinellEntry483	REE_356	sample66_0000001016	TRUE
locus363	REE	LOC106549560	WeinellEntry484	REE_357	sample66_0000001017	TRUE
locus364	REE	NCOA5	WeinellEntry485	REE_358	sample66_0000001019	TRUE
locus365	REE	AQP11	WeinellEntry486	REE_359	sample66_0000001021	TRUE
locus366	REE	LOC106544271	WeinellEntry488	REE_360	sample66_0000001023	TRUE
locus367	REE	RNASEL	WeinellEntry490	REE_361	sample66_0000001024	TRUE
locus368	REE	LOC106557184	WeinellEntry491	REE_362	sample66_0000001025	TRUE
locus369	REE	TTLL10	WeinellEntry492	REE_363	sample66_0000001028	TRUE
locus370	REE	LOC106542017	WeinellEntry493	REE_364	sample66_0000001030	TRUE
locus371	REE	LOC106550733	WeinellEntry494	REE_365	sample66_0000001033	TRUE
locus372	REE	LOC106539417	WeinellEntry495	REE_366	sample66_0000001034	TRUE
locus373	REE	LOC106548424	WeinellEntry498	REE_367	sample66_0000001038	TRUE
locus374	REE	LOC106553568	WeinellEntry499	REE_368	sample66_0000001039	TRUE
locus375	REE	FMN1	WeinellEntry500	REE_369	sample66_0000001041	TRUE
locus377	REE	LOC106548764	WeinellEntry502	REE_370	sample66_0000001051	TRUE
locus378	REE	LOC106539350	WeinellEntry504	REE_371	sample66_0000001052	TRUE
locus379	REE	NUFIP1	WeinellEntry505	REE_372	sample66_0000001053	TRUE
locus380	REE	MYO3A	WeinellEntry506	REE_373	sample66_0000001056	TRUE
locus381	REE	BCL3	WeinellEntry507	REE_374	sample66_0000001057	TRUE
locus382	REE	LOC106553935;LOC106553937	WeinellEntry508	REE_375	sample66_0000001061	TRUE
locus383	REE	LOC106548229	WeinellEntry509	REE_376	sample66_0000001062	TRUE
locus384	REE	LOC106553537	WeinellEntry510	REE_377	sample66_0000001072	TRUE
locus385	REE	LOC106554729	WeinellEntry511	REE_378	sample66_0000001073	TRUE
locus386	REE	CEP126	WeinellEntry512	REE_379	sample66_0000001074	TRUE
locus387	REE	LOC106552536	WeinellEntry513	REE_380	sample66_0000001076	TRUE
locus388	REE	LOC106543669	WeinellEntry514	REE_381	sample66_0000001077	TRUE
locus389	REE	LOC106537671	WeinellEntry515	REE_382	sample66_0000001078	TRUE
locus391	REE	LOC106548272	WeinellEntry517	REE_383	sample66_0000001082	TRUE
locus392	REE	MANSC4	WeinellEntry519	REE_384	sample66_0000001084	TRUE
locus393	REE	LOC106540343	WeinellEntry520	REE_385	sample66_0000001088	TRUE
locus394	REE	NPC1L1	WeinellEntry522	REE_386	sample66_0000001090	TRUE
locus395	REE	WNK3	WeinellEntry523	REE_387	sample66_0000001091	TRUE
locus396	REE	LSS	WeinellEntry524	REE_388	sample66_0000001092	TRUE
locus397	REE	LRP10	WeinellEntry525	REE_389	sample66_0000001094	TRUE
locus398	REE	LOC106548077	WeinellEntry526	REE_390	sample66_0000001096	TRUE
locus399	REE	LOC106539744	WeinellEntry527	REE_391	sample66_0000001098	TRUE
locus400	REE	N4BP2L2	WeinellEntry528	REE_392	sample66_0000001099	TRUE
locus401	REE	RSPH3	WeinellEntry530	REE_393	sample66_0000001106	TRUE
locus402	REE	IGFN1	WeinellEntry531	REE_394	sample66_0000001107	TRUE
locus403	REE	KIF9	WeinellEntry532	REE_395	sample66_0000001108	TRUE
locus404	REE	GP1BA	WeinellEntry533	REE_396	sample66_0000001114	TRUE
locus405	REE	TAF1D	WeinellEntry535	REE_397	sample66_0000001120	TRUE
locus406	REE	LOC106543780	WeinellEntry536	REE_398	sample66_0000001121	TRUE
locus407	REE	ANKRD65	WeinellEntry537	REE_399	sample66_0000001130	TRUE
locus408	REE	LOC106545250	WeinellEntry538	REE_400	sample66_0000001132	TRUE
locus409	REE	LOC106548239	WeinellEntry539	REE_401	sample66_0000001136	TRUE
locus410	REE	LOC106546789	WeinellEntry540	REE_402	sample66_0000001138	TRUE
locus411	REE	LOC106547284	WeinellEntry541	REE_403	sample66_0000001145	TRUE
locus412	REE	LOC106553678	WeinellEntry542	REE_404	sample66_0000001146	TRUE
locus413	REE	LOC106542826	WeinellEntry543	REE_405	sample66_0000001147	TRUE
locus414	REE	LOC106545578	WeinellEntry544	REE_406	sample66_0000001148	TRUE
locus415	REE	LOC106551909	WeinellEntry545	REE_407	sample66_0000001150	TRUE
locus416	REE	LOC106555328	WeinellEntry547	REE_408	sample66_0000001154	TRUE
locus417	REE	PROSER2	WeinellEntry549	REE_409	sample66_0000001159	TRUE
locus418	REE	LOC106551537	WeinellEntry551	REE_410	sample66_0000001160	TRUE
locus419	REE	CASC5	WeinellEntry552	REE_411	sample66_0000001161	TRUE
locus420	REE	LOC106555777	WeinellEntry553	REE_412	sample66_0000001166	TRUE
locus421	REE	LOC106543653	WeinellEntry554	REE_413	sample66_0000001170	TRUE
locus422	REE	CECR1	WeinellEntry555	REE_414	sample66_0000001171	TRUE
locus423	REE	SHISA5	WeinellEntry556	REE_415	sample66_0000001172	TRUE
locus424	REE	LOC106547215	WeinellEntry557	REE_416	sample66_0000001173	TRUE
locus425	REE	TMEM186	WeinellEntry558	REE_417	sample66_0000001180	TRUE
locus426	REE	LOC106539702	WeinellEntry559	REE_418	sample66_0000001181	TRUE
locus427	REE	LOC106550127	WeinellEntry560	REE_419	sample66_0000001184	TRUE
locus428	REE	LOC106549516	WeinellEntry561	REE_420	sample66_0000001186	TRUE
locus429	REE	LOC106557323	WeinellEntry562	REE_421	sample66_0000001192	TRUE
locus430	REE	SEMA7A	WeinellEntry563	REE_422	sample66_0000001194	TRUE
locus431	REE	LOC106543994	WeinellEntry564	REE_423	sample66_0000001201	TRUE
locus432	REE	SPG11	WeinellEntry565	REE_424	sample66_0000001203	TRUE
locus433	REE	LVRN	WeinellEntry566	REE_425	sample66_0000001206	TRUE
locus434	REE	LOC106543440	WeinellEntry567	REE_426	sample66_0000001207	TRUE
locus435	REE	LOC106555891	WeinellEntry568	REE_427	sample66_0000001208	TRUE
locus436	REE	LOC106549874	WeinellEntry569	REE_428	sample66_0000001209	TRUE
locus437	REE	LOC106553540	WeinellEntry570	REE_429	sample66_0000001211	TRUE
locus438	REE	LOC106547728	WeinellEntry571	REE_430	sample66_0000001214	TRUE
locus439	REE	LOC106544436	WeinellEntry572	REE_431	sample66_0000001215	TRUE
locus440	REE	CEP164	WeinellEntry573	REE_432	sample66_0000001220	TRUE
locus441	REE	GNL2	WeinellEntry575	REE_433	sample66_0000001222	TRUE
locus442	REE	PTCHD3	WeinellEntry577	REE_434	sample66_0000001225	TRUE
locus443	REE	LOC106554014	WeinellEntry578	REE_435	sample66_0000001227	TRUE
locus444	REE	LOC106556777	WeinellEntry579	REE_436	sample66_0000001229	TRUE
locus445	REE	LOC106556175	WeinellEntry581	REE_437	sample66_0000001234	TRUE
locus447	REE	LOC106538661	WeinellEntry584	REE_438	sample66_0000001239	TRUE
locus448	REE	BORA	WeinellEntry586	REE_439	sample66_0000001240	TRUE
locus449	REE	LOC106553773	WeinellEntry587	REE_440	sample66_0000001241	TRUE
locus450	REE	LOC106537793	WeinellEntry588	REE_441	sample66_0000001242	TRUE
locus451	REE	LOC106554337	WeinellEntry593	REE_442	sample66_0000001243	TRUE
locus452	REE	LOC106555171	WeinellEntry594	REE_443	sample66_0000001247	TRUE
locus453	REE	CFAP97	WeinellEntry595	REE_444	sample66_0000001250	TRUE
locus454	REE	LOC106537690	WeinellEntry596	REE_445	sample66_0000001253	TRUE
locus455	REE	LOC106544713	WeinellEntry597	REE_446	sample66_0000001254	TRUE
locus456	REE	SH3TC1	WeinellEntry598	REE_447	sample66_0000001258	TRUE
locus457	REE	IL7R	WeinellEntry599	REE_448	sample66_0000001259	TRUE
locus458	REE	LOC106551719	WeinellEntry601	REE_449	sample66_0000001260	TRUE
locus459	REE	LOC106548215	WeinellEntry602	REE_450	sample66_0000001263	TRUE
locus460	REE	LOC106542395	WeinellEntry603	REE_451	sample66_0000001266	TRUE
locus461	REE	LOC106552807	WeinellEntry604	REE_452	sample66_0000001268	TRUE
locus462	REE	LOC106546909	WeinellEntry605	REE_453	sample66_0000001270	TRUE
locus463	REE	LOC106548425	WeinellEntry606	REE_454	sample66_0000001272	TRUE
locus464	REE	LOC106555890	WeinellEntry607	REE_455	sample66_0000001277	TRUE
locus465	REE	LOC106542555	WeinellEntry608	REE_456	sample66_0000001279	TRUE
locus466	REE	LOC106549574	WeinellEntry609	REE_457	sample66_0000001280	TRUE
locus467	REE	LOC106546029	WeinellEntry613	REE_458	sample66_0000001282	TRUE
locus468	REE	LOC106551935	WeinellEntry614	REE_459	sample66_0000001284	TRUE
locus469	REE	EPHB4	WeinellEntry615	REE_460	sample66_0000001286	TRUE
locus470	REE	LOC106547408	WeinellEntry616	REE_461	sample66_0000001289	TRUE
locus471	REE	LOC106552417	WeinellEntry617	REE_462	sample66_0000001292	TRUE
locus472	REE	RECQL4	WeinellEntry618	REE_463	sample66_0000001294	TRUE
locus473	REE	LOC106544817	WeinellEntry619	REE_464	sample66_0000001295	TRUE
locus474	REE	LOC106555605	WeinellEntry621	REE_465	sample66_0000001296	TRUE
locus475	REE	LOC106553753	WeinellEntry622	REE_466	sample66_0000001298	TRUE
locus476	REE	LOC106552821	WeinellEntry623	REE_467	sample66_0000001299	TRUE
locus477	REE	LOC106544218	WeinellEntry624	REE_468	sample66_0000001302	TRUE
locus478	REE	LOC106538334	WeinellEntry627	REE_469	sample66_0000001309	TRUE
locus479	REE	ATP13A4	WeinellEntry628	REE_470	sample66_0000001310	TRUE
locus480	REE	PLA2G3	WeinellEntry629	REE_471	sample66_0000001311	TRUE
locus481	REE	CDHR5	WeinellEntry630	REE_472	sample66_0000001314	TRUE
locus482	REE	PPIL1	WeinellEntry631	REE_473	sample66_0000001319	TRUE
locus483	REE	RHOBTB1	WeinellEntry632	REE_474	sample66_0000001324	TRUE
locus484	REE	LOC106548111	WeinellEntry633	REE_475	sample66_0000001325	TRUE
locus486	REE	LOC106544831	WeinellEntry636	REE_476	sample66_0000001327	TRUE
locus487	REE	SVEP1	WeinellEntry637	REE_477	sample66_0000001330	TRUE
locus488	REE	SLC5A8	WeinellEntry638	REE_478	sample66_0000001331	TRUE
locus489	REE	LOC106547704	WeinellEntry639	REE_479	sample66_0000001332	TRUE
locus490	REE	LOC106548174	WeinellEntry640	REE_480	sample66_0000001338	TRUE
locus491	REE	LOC106541102	WeinellEntry642	REE_481	sample66_0000001341	TRUE
locus492	REE	LOC106551428	WeinellEntry643	REE_482	sample66_0000001343	TRUE
locus493	REE	LOC106550738	WeinellEntry644	REE_483	sample66_0000001344	TRUE
locus494	REE	TBC1D30	WeinellEntry645	REE_484	sample66_0000001346	TRUE
locus495	REE	WDR87	WeinellEntry646	REE_485	sample66_0000001347	TRUE
locus496	REE	LOC106541010	WeinellEntry648	REE_486	sample66_0000001350	TRUE
locus497	REE	LOC106547042	WeinellEntry649	REE_487	sample66_0000001352	TRUE
locus498	REE	LOC106556750	WeinellEntry650	REE_488	sample66_0000001354	TRUE
locus499	REE	LOC106549883	WeinellEntry651	REE_489	sample66_0000001356	TRUE
locus500	REE	TEP1	WeinellEntry653	REE_490	sample66_0000001357	TRUE
locus501	REE	SMC6	WeinellEntry654	REE_491	sample66_0000001361	TRUE
locus502	REE	LRRFIP1	WeinellEntry655	REE_492	sample66_0000001362	TRUE
locus503	REE	CD47	WeinellEntry656	REE_493	sample66_0000001365	TRUE
locus504	REE	LOC106546983	WeinellEntry657	REE_494	sample66_0000001367	TRUE
locus505	REE	P2RX4	WeinellEntry658	REE_495	sample66_0000001368	TRUE
locus506	REE	LOC106553217	WeinellEntry659	REE_496	sample66_0000001369	TRUE
locus507	REE	LOC106553623	WeinellEntry660	REE_497	sample66_0000001370	TRUE
locus508	REE	BRCA2	WeinellEntry661	REE_498	sample66_0000001372	TRUE
locus509	REE	CCPG1	WeinellEntry662	REE_499	sample66_0000001375	TRUE
locus510	REE	LOC106539643	WeinellEntry663	REE_500	sample66_0000001376	TRUE
locus511	REE	LOC106544843	WeinellEntry664	REE_501	sample66_0000001378	TRUE
locus512	REE	LOC106551249	WeinellEntry666	REE_502	sample66_0000001380	TRUE
locus513	REE	A2ML1	WeinellEntry667	REE_503	sample66_0000001382	TRUE
locus514	REE	NOP14	WeinellEntry668	REE_504	sample66_0000001383	TRUE
locus515	REE	LOC106551364	WeinellEntry669	REE_505	sample66_0000001386	TRUE
locus516	REE	TTI1	WeinellEntry670	REE_506	sample66_0000001387	TRUE
locus517	REE	LOC106545779	WeinellEntry671	REE_507	sample66_0000001393	TRUE
locus518	REE	LOC106545968	WeinellEntry672	REE_508	sample66_0000001394	TRUE
locus519	REE	ZNF79	WeinellEntry673	REE_509	sample66_0000001395	TRUE
locus520	REE	LOC106547258	WeinellEntry674	REE_510	sample66_0000001397	TRUE
locus521	REE	CD40	WeinellEntry675	REE_511	sample66_0000001399	TRUE
locus522	REE	LOC106553137	WeinellEntry676	REE_512	sample66_0000001401	TRUE
locus523	REE	OTP	WeinellEntry677	REE_513	sample66_0000001402	TRUE
locus524	REE	LOC106543328	WeinellEntry678	REE_514	sample66_0000001403	TRUE
locus525	REE	STS	WeinellEntry679	REE_515	sample66_0000001404	TRUE
locus526	REE	CD200	WeinellEntry680	REE_516	sample66_0000001405	TRUE
locus527	REE	LOC106542357	WeinellEntry681	REE_517	sample66_0000001406	TRUE
locus528	REE	GGT5	WeinellEntry682	REE_518	sample66_0000001409	TRUE
locus529	REE	LOC106550600	WeinellEntry683	REE_519	sample66_0000001414	TRUE
locus530	REE	SIPA1L3	WeinellEntry684	REE_520	sample66_0000001415	TRUE
locus531	REE	LOC106554428	WeinellEntry685	REE_521	sample66_0000001420	TRUE
locus532	REE	KIAA1462	WeinellEntry686	REE_522	sample66_0000001422	TRUE
locus533	REE	LOC106548681	WeinellEntry687	REE_523	sample66_0000001424	TRUE
locus534	REE	LOC106550519	WeinellEntry688	REE_524	sample66_0000001429	TRUE
locus535	REE	LOC106544718	WeinellEntry689	REE_525	sample66_0000001432	TRUE
locus536	REE	LOC106551198	WeinellEntry690	REE_526	sample66_0000001433	TRUE
locus537	REE	LOC106540038	WeinellEntry691	REE_527	sample66_0000001436	TRUE
locus538	REE	IQCD	WeinellEntry692	REE_528	sample66_0000001440	TRUE
locus539	REE	NUFIP2	WeinellEntry693	REE_529	sample66_0000001447	TRUE
locus540	REE	SLC9A1	WeinellEntry694	REE_530	sample66_0000001450	TRUE
locus541	REE	LOC106553152	WeinellEntry695	REE_531	sample66_0000001451	TRUE
locus542	REE	LOC106543122	WeinellEntry696	REE_532	sample66_0000001456	TRUE
locus543	REE	TIGAR	WeinellEntry697	REE_533	sample66_0000001457	TRUE
locus544	REE	LOC106541188	WeinellEntry698	REE_534	sample66_0000001459	TRUE
locus545	REE	LACTBL1	WeinellEntry699	REE_535	sample66_0000001461	TRUE
locus546	REE	LOC106546639	WeinellEntry700	REE_536	sample66_0000001465	TRUE
locus547	REE	LOC106555038	WeinellEntry701	REE_537	sample66_0000001466	TRUE
locus548	REE	LOC106546088	WeinellEntry703	REE_538	sample66_0000001468	TRUE
locus549	REE	LOC106550910	WeinellEntry704	REE_539	sample66_0000001469	TRUE
locus550	REE	CSF2RB	WeinellEntry705	REE_540	sample66_0000001471	TRUE
locus551	REE	IL17RE	WeinellEntry706	REE_541	sample66_0000001474	TRUE
locus552	REE	BAAT	WeinellEntry708	REE_542	sample66_0000001478	TRUE
locus553	REE	LOC106550835	WeinellEntry709	REE_543	sample66_0000001479	TRUE
locus554	REE	CASC1	WeinellEntry710	REE_544	sample66_0000001481	TRUE
locus555	REE	LOC106549111	WeinellEntry712	REE_545	sample66_0000001483	TRUE
locus556	REE	LOC106546773	WeinellEntry713	REE_546	sample66_0000001487	TRUE
locus557	REE	LOC106544039	WeinellEntry714	REE_547	sample66_0000001489	TRUE
locus558	REE	B4GALNT3	WeinellEntry715	REE_548	sample66_0000001490	TRUE
locus559	REE	TYMP	WeinellEntry716	REE_549	sample66_0000001491	TRUE
locus560	REE	HGFAC	WeinellEntry717	REE_550	sample66_0000001492	TRUE
locus561	REE	LYPD3	WeinellEntry718	REE_551	sample66_0000001494	TRUE
locus562	REE	LOC106544087	WeinellEntry719	REE_552	sample66_0000001499	TRUE
locus563	REE	LOC106550540	WeinellEntry720	REE_553	sample66_0000001501	TRUE
locus564	REE	CDHR2	WeinellEntry721	REE_554	sample66_0000001503	TRUE
locus565	REE	LOC106539887	WeinellEntry722	REE_555	sample66_0000001504	TRUE
locus566	REE	PRR14	WeinellEntry724	REE_556	sample66_0000001505	TRUE
locus567	REE	LOC106556803	WeinellEntry725	REE_557	sample66_0000001517	TRUE
locus568	REE	KIAA1551	WeinellEntry726	REE_558	sample66_0000001518	TRUE
locus570	REE	LOC106555388	WeinellEntry728	REE_559	sample66_0000001524	TRUE
locus571	REE	SOD3	WeinellEntry729	REE_560	sample66_0000001527	TRUE
locus572	REE	LOC106556146	WeinellEntry730	REE_561	sample66_0000001535	TRUE
locus573	REE	LOC106548802	WeinellEntry732	REE_562	sample66_0000001536	TRUE
locus574	REE	UBAP1L	WeinellEntry733	REE_563	sample66_0000001537	TRUE
locus575	REE	LOC106544412	WeinellEntry734	REE_564	sample66_0000001539	TRUE
locus576	REE	CD8A	WeinellEntry735	REE_565	sample66_0000001541	TRUE
locus577	REE	LOC106550011	WeinellEntry736	REE_566	sample66_0000001546	TRUE
locus578	REE	ZNF106	WeinellEntry737	REE_567	sample66_0000001549	TRUE
locus579	REE	LOC106545845	WeinellEntry738	REE_568	sample66_0000001550	TRUE
locus580	REE	LOC106537824	WeinellEntry739	REE_569	sample66_0000001551	TRUE
locus581	REE	EFCAB12	WeinellEntry740	REE_570	sample66_0000001552	TRUE
locus582	REE	LOC106556754	WeinellEntry742	REE_571	sample66_0000001554	TRUE
locus583	REE	LOC106555886	WeinellEntry743	REE_572	sample66_0000001573	TRUE
locus584	REE	LOC106555751	WeinellEntry744	REE_573	sample66_0000001575	TRUE
locus585	REE	LOC106542827	WeinellEntry745	REE_574	sample66_0000001579	TRUE
locus586	REE	LOC106550577	WeinellEntry746	REE_575	sample66_0000001581	TRUE
locus587	REE	LOC106539951	WeinellEntry747	REE_576	sample66_0000001582	TRUE
locus588	REE	LOC106537557	WeinellEntry748	REE_577	sample66_0000001583	TRUE
locus589	REE	LOC106540150	WeinellEntry750	REE_578	sample66_0000001586	TRUE
locus590	REE	LOC106548570	WeinellEntry752	REE_579	sample66_0000001587	TRUE
locus591	REE	LOC106537829	WeinellEntry753	REE_580	sample66_0000001591	TRUE
locus592	REE	PPP1R9A	WeinellEntry755	REE_581	sample66_0000001598	TRUE
locus593	REE	LOC106553801	WeinellEntry756	REE_582	sample66_0000001600	TRUE
locus594	REE	LOC106550382	WeinellEntry757	REE_583	sample66_0000001601	TRUE
locus595	REE	ACOX3	WeinellEntry758	REE_584	sample66_0000001602	TRUE
locus596	REE	LOC106555729	WeinellEntry759	REE_585	sample66_0000001603	TRUE
locus597	REE	LOC106556247	WeinellEntry760	REE_586	sample66_0000001605	TRUE
locus598	REE	TDG	WeinellEntry761	REE_587	sample66_0000001608	TRUE
locus599	REE	LOC106550634	WeinellEntry762	REE_588	sample66_0000001614	TRUE
locus600	REE	ZNF804B	WeinellEntry763	REE_589	sample66_0000001621	TRUE
locus601	REE	LOC106539505	WeinellEntry764	REE_590	sample66_0000001622	TRUE
locus602	REE	ADAR	WeinellEntry765	REE_591	sample66_0000001627	TRUE
locus603	REE	LOC106549396	WeinellEntry766	REE_592	sample66_0000001628	TRUE
locus604	REE	INCENP	WeinellEntry767	REE_593	sample66_0000001629	TRUE
locus605	REE	SSNA1	WeinellEntry768	REE_594	sample66_0000001630	TRUE
locus606	REE	SCNN1D	WeinellEntry769	REE_595	sample66_0000001632	TRUE
locus607	REE	LOC106542698	WeinellEntry770	REE_596	sample66_0000001636	TRUE
locus608	REE	LOC106553072	WeinellEntry771	REE_597	sample66_0000001638	TRUE
locus609	REE	CDCA5	WeinellEntry773	REE_598	sample66_0000001640	TRUE
locus610	REE	LOC106555591	WeinellEntry774	REE_599	sample66_0000001643	TRUE
locus611	REE	LINS1	WeinellEntry775	REE_600	sample66_0000001644	TRUE
locus612	REE	LOC106553150	WeinellEntry776	REE_601	sample66_0000001647	TRUE
locus613	REE	TSC1	WeinellEntry777	REE_602	sample66_0000001649	TRUE
locus614	REE	LOC106544529	WeinellEntry778	REE_603	sample66_0000001650	TRUE
locus615	REE	LOC106554387	WeinellEntry780	REE_604	sample66_0000001653	TRUE
locus616	REE	LOC106553679	WeinellEntry781	REE_605	sample66_0000001654	TRUE
locus617	REE	VSIG10	WeinellEntry782	REE_606	sample66_0000001655	TRUE
locus618	REE	ATF7IP2	WeinellEntry783	REE_607	sample66_0000001656	TRUE
locus619	REE	LOC106544791	WeinellEntry784	REE_608	sample66_0000001657	TRUE
locus620	REE	AHR	WeinellEntry785	REE_609	sample66_0000001662	TRUE
locus621	REE	LOC106550249	WeinellEntry786	REE_610	sample66_0000001663	TRUE
locus622	REE	LOC106552817	WeinellEntry787	REE_611	sample66_0000001664	TRUE
locus623	REE	LOC106548418	WeinellEntry788	REE_612	sample66_0000001667	TRUE
locus624	REE	LOC106542289	WeinellEntry789	REE_613	sample66_0000001668	TRUE
locus625	REE	LOC106537666	WeinellEntry790	REE_614	sample66_0000001669	TRUE
locus626	REE	LOC106551344	WeinellEntry791	REE_615	sample66_0000001672	TRUE
locus627	REE	CEL	WeinellEntry792	REE_616	sample66_0000001673	TRUE
locus628	REE	CORIN	WeinellEntry793	REE_617	sample66_0000001674	TRUE
locus629	REE	LOC106547559	WeinellEntry794	REE_618	sample66_0000001678	TRUE
locus630	REE	LOC106547330	WeinellEntry795	REE_619	sample66_0000001679	TRUE
locus631	REE	CHRDL1	WeinellEntry796	REE_620	sample66_0000001680	TRUE
locus632	REE	LOC106543090	WeinellEntry797	REE_621	sample66_0000001681	TRUE
