locus	genome	seqname	strand	start	end	chromosome
group420	Thamnophis-elegans	NC_045551.1	+	37933395	37940000	11
group421	Thamnophis-elegans	NC_045555.1	+	33020001	33033626	15
group422	Thamnophis-elegans	NA	NA	NA	NA	NA
group423	Thamnophis-elegans	NC_045553.1	+	8820231	8834125	13
group424	Thamnophis-elegans	NC_045554.1	+	11500815	11519052	14
group425	Thamnophis-elegans	NC_045552.1	+	31401956	31419999	12
group426	Thamnophis-elegans	NC_045541.1	-	66485868	66499737	1
group427	Thamnophis-elegans	NC_045554.1	+	29508243	29515616	14
group428	Thamnophis-elegans	NC_045542.1	+	149053885	149059999	2
group429	Thamnophis-elegans	NC_045542.1	+	29765958	29772802	2
group430	Thamnophis-elegans	NC_045544.1	-	135580224	135596652	4
group431	Thamnophis-elegans	NC_045556.1	+	17667383	17680000	16
group432	Thamnophis-elegans	NC_045544.1	+	135748901	135760000	4
group433	Thamnophis-elegans	NA	NA	NA	NA	NA
group434	Thamnophis-elegans	NC_045543.1	-	149964351	149978722	3
group435	Thamnophis-elegans	NC_045543.1	-	16740001	16749229	3
group436	Thamnophis-elegans	NC_045558.1	+	114324566	114339999	Z
group437	Thamnophis-elegans	NC_045547.1	-	74047975	74060000	7
group438	Thamnophis-elegans	NC_045556.1	-	11840664	11859462	16
group439	Thamnophis-elegans	NC_045546.1	+	26429729	26435161	6
group440	Thamnophis-elegans	NC_045543.1	+	75700013	75714202	3
group441	Thamnophis-elegans	NC_045543.1	-	114900001	114910226	3
group442	Thamnophis-elegans	NC_045542.1	-	51506891	51508700	2
group443	Thamnophis-elegans	NC_045558.1	+	86223477	86229558	Z
group444	Thamnophis-elegans	NA	NA	NA	NA	NA
group445	Thamnophis-elegans	NA	NA	NA	NA	NA
group446	Thamnophis-elegans	NC_045555.1	+	24286116	24294982	15
group447	Thamnophis-elegans	NC_045541.1	+	69982851	69997035	1
group448	Thamnophis-elegans	NA	NA	NA	NA	NA
group449	Thamnophis-elegans	NC_045542.1	-	34840001	34857265	2
group450	Thamnophis-elegans	NA	NA	NA	NA	NA
group451	Thamnophis-elegans	NC_045552.1	-	13661140	13677940	12
group452	Thamnophis-elegans	NA	NA	NA	NA	NA
group453	Thamnophis-elegans	NA	NA	NA	NA	NA
group454	Thamnophis-elegans	NC_045558.1	-	1267530	1275102	Z
group455	Thamnophis-elegans	NA	NA	NA	NA	NA
group456	Thamnophis-elegans	NC_045547.1	+	861636	867426	7
group457	Thamnophis-elegans	NA	NA	NA	NA	NA
group458	Thamnophis-elegans	NC_045552.1	-	56000656	56015251	12
group459	Thamnophis-elegans	NC_045558.1	-	341815	356233	Z
group460	Thamnophis-elegans	NC_045542.1	-	3373546	3377908	2
group461	Thamnophis-elegans	NC_045548.1	-	34202830	34220000	8
group462	Thamnophis-elegans	NC_045556.1	+	16050637	16058742	16
group463	Thamnophis-elegans	NA	NA	NA	NA	NA
group464	Thamnophis-elegans	NA	NA	NA	NA	NA
group465	Thamnophis-elegans	NC_045548.1	+	34143661	34159999	8
group466	Thamnophis-elegans	NC_045543.1	+	38160001	38179420	3
group467	Thamnophis-elegans	NC_045543.1	+	85251364	85259911	3
group468	Thamnophis-elegans	NC_045546.1	-	11020366	11032806	6
group469	Thamnophis-elegans	NC_045550.1	-	51140001	51142821	10
group470	Thamnophis-elegans	NC_045542.1	-	163820001	163839998	2
group471	Thamnophis-elegans	NC_045554.1	-	13803436	13819026	14
group472	Thamnophis-elegans	NC_045547.1	-	31073255	31080000	7
group473	Thamnophis-elegans	NC_045557.1	+	4635779	4639976	17
group474	Thamnophis-elegans	NC_045554.1	+	49285981	49295689	14
group475	Thamnophis-elegans	NC_045557.1	-	1025810	1034508	17
group476	Thamnophis-elegans	NA	NA	NA	NA	NA
group477	Thamnophis-elegans	NC_045558.1	+	144104013	144119468	Z
group478	Thamnophis-elegans	NC_045548.1	+	36420544	36424830	8
group479	Thamnophis-elegans	NC_045558.1	+	129540001	129554092	Z
group480	Thamnophis-elegans	NC_045541.1	-	32995354	33000000	1
group481	Thamnophis-elegans	NC_045555.1	-	10167386	10179705	15
group482	Thamnophis-elegans	NA	NA	NA	NA	NA
group483	Thamnophis-elegans	NC_045542.1	+	166542249	166552406	2
group484	Thamnophis-elegans	NC_045556.1	-	37580001	37585960	16
group485	Thamnophis-elegans	NC_045558.1	-	7504603	7517457	Z
group486	Thamnophis-elegans	NC_045552.1	-	54620149	54632411	12
group487	Thamnophis-elegans	NC_045551.1	-	8184124	8197694	11
group488	Thamnophis-elegans	NC_045545.1	+	416699	420000	5
group489	Thamnophis-elegans	NC_045554.1	+	49140001	49149098	14
group490	Thamnophis-elegans	NC_045557.1	+	8340340	8359998	17
group491	Thamnophis-elegans	NC_045541.1	-	139591185	139592561	1
group492	Thamnophis-elegans	NC_045553.1	+	12984728	12995099	13
group493	Thamnophis-elegans	NC_045546.1	-	389273	393737	6
group494	Thamnophis-elegans	NC_045541.1	-	180760204	180767909	1
group495	Thamnophis-elegans	NA	NA	NA	NA	NA
group496	Thamnophis-elegans	NW_022473689.1	-	1239	14494	na
group497	Thamnophis-elegans	NC_045543.1	+	127061737	127069336	3
group498	Thamnophis-elegans	NC_045543.1	-	80220146	80227203	3
group499	Thamnophis-elegans	NC_045558.1	+	98842187	98850200	Z
group500	Thamnophis-elegans	NC_045542.1	-	98180312	98190561	2
group501	Thamnophis-elegans	NC_045544.1	-	136180947	136197579	4
group502	Thamnophis-elegans	NC_045541.1	+	37463210	37478874	1
group503	Thamnophis-elegans	NC_045558.1	-	1949512	1959999	Z
group504	Thamnophis-elegans	NA	NA	NA	NA	NA
group505	Thamnophis-elegans	NA	NA	NA	NA	NA
group506	Thamnophis-elegans	NC_045541.1	+	88428803	88439997	1
group507	Thamnophis-elegans	NA	NA	NA	NA	NA
group508	Thamnophis-elegans	NC_045545.1	+	47700680	47705901	5
group509	Thamnophis-elegans	NC_045541.1	-	66602609	66604298	1
group510	Thamnophis-elegans	NC_045558.1	-	102740001	102746921	Z
group511	Thamnophis-elegans	NA	NA	NA	NA	NA
group512	Thamnophis-elegans	NC_045544.1	-	114643311	114647935	4
group513	Thamnophis-elegans	NC_045549.1	+	8700008	8707259	9
group514	Thamnophis-elegans	NC_045547.1	-	30207206	30216156	7
group515	Thamnophis-elegans	NC_045558.1	+	104261046	104275842	Z
group516	Thamnophis-elegans	NA	NA	NA	NA	NA
group517	Thamnophis-elegans	NC_045558.1	-	105921593	105932217	Z
group518	Thamnophis-elegans	NC_045542.1	-	166423430	166435264	2
group519	Thamnophis-elegans	NC_045542.1	-	160604559	160619505	2
group520	Thamnophis-elegans	NA	NA	NA	NA	NA
group521	Thamnophis-elegans	NA	NA	NA	NA	NA
group522	Thamnophis-elegans	NC_045543.1	-	53184964	53196889	3
group523	Thamnophis-elegans	NC_045558.1	+	74568659	74574527	Z
group524	Thamnophis-elegans	NC_045546.1	+	53340001	53353683	6
group525	Thamnophis-elegans	NA	NA	NA	NA	NA
group526	Thamnophis-elegans	NC_045554.1	-	1317390	1320000	14
group527	Thamnophis-elegans	NC_045557.1	-	12902753	12914266	17
group528	Thamnophis-elegans	NC_045553.1	+	22264996	22278767	13
group529	Thamnophis-elegans	NC_045541.1	-	67463174	67479999	1
group530	Thamnophis-elegans	NC_045554.1	-	245729	251051	14
group531	Thamnophis-elegans	NC_045554.1	-	6895915	6899684	14
group532	Thamnophis-elegans	NC_045549.1	+	80009	94713	9
group533	Thamnophis-elegans	NA	NA	NA	NA	NA
group534	Thamnophis-elegans	NC_045541.1	+	150763733	150780000	1
group535	Thamnophis-elegans	NC_045558.1	+	27180002	27199740	Z
group536	Thamnophis-elegans	NC_045556.1	-	664455	667082	16
group537	Thamnophis-elegans	NC_045552.1	+	56031400	56039999	12
group538	Thamnophis-elegans	NC_045558.1	+	122443755	122456440	Z
group539	Thamnophis-elegans	NC_045552.1	+	120002	127688	12
group540	Thamnophis-elegans	NA	NA	NA	NA	NA
group541	Thamnophis-elegans	NC_045558.1	+	75420001	75428825	Z
group542	Thamnophis-elegans	NC_045555.1	+	7960001	7966913	15
group543	Thamnophis-elegans	NC_045544.1	+	53140848	53160000	4
group544	Thamnophis-elegans	NC_045543.1	-	33060897	33079598	3
group545	Thamnophis-elegans	NC_045552.1	+	35980788	35992777	12
group546	Thamnophis-elegans	NA	NA	NA	NA	NA
group547	Thamnophis-elegans	NC_045543.1	-	43660001	43667996	3
group548	Thamnophis-elegans	NC_045555.1	+	213564	215275	15
group549	Thamnophis-elegans	NC_045542.1	-	2546602	2556051	2
group550	Thamnophis-elegans	NC_045547.1	-	15480330	15494170	7
group551	Thamnophis-elegans	NC_045555.1	+	7921055	7928758	15
group552	Thamnophis-elegans	NC_045542.1	+	160482230	160498945	2
group553	Thamnophis-elegans	NA	NA	NA	NA	NA
group554	Thamnophis-elegans	NC_045545.1	+	7961129	7978981	5
group555	Thamnophis-elegans	NC_045542.1	+	46760059	46770570	2
group556	Thamnophis-elegans	NC_045541.1	-	63640272	63650700	1
group557	Thamnophis-elegans	NC_045554.1	-	23183558	23185013	14
group558	Thamnophis-elegans	NC_045552.1	-	11000001	11017182	12
group559	Thamnophis-elegans	NA	NA	NA	NA	NA
group560	Thamnophis-elegans	NC_045554.1	-	6820681	6838383	14
group561	Thamnophis-elegans	NC_045544.1	+	36190531	36200000	4
group562	Thamnophis-elegans	NC_045552.1	+	20580001	20587207	12
group563	Thamnophis-elegans	NA	NA	NA	NA	NA
group564	Thamnophis-elegans	NC_045545.1	-	90202730	90216424	5
group565	Thamnophis-elegans	NC_045553.1	-	722416	725998	13
group566	Thamnophis-elegans	NC_045554.1	-	36329	40000	14
group567	Thamnophis-elegans	NC_045544.1	+	124387950	124393715	4
group568	Thamnophis-elegans	NC_045542.1	+	156246903	156259832	2
group569	Thamnophis-elegans	NA	NA	NA	NA	NA
group570	Thamnophis-elegans	NC_045555.1	+	7380211	7397287	15
group571	Thamnophis-elegans	NC_045542.1	-	400403	419907	2
group572	Thamnophis-elegans	NC_045552.1	-	18703315	18720000	12
group573	Thamnophis-elegans	NC_045541.1	+	178680001	178685320	1
group574	Thamnophis-elegans	NC_045554.1	+	10184838	10198501	14
group575	Thamnophis-elegans	NC_045542.1	-	171100005	171111137	2
group576	Thamnophis-elegans	NC_045542.1	+	169614250	169619999	2
group577	Thamnophis-elegans	NA	NA	NA	NA	NA
group578	Thamnophis-elegans	NA	NA	NA	NA	NA
group579	Thamnophis-elegans	NC_045542.1	-	170226440	170234173	2
group580	Thamnophis-elegans	NC_045542.1	-	168106183	168118436	2
group581	Thamnophis-elegans	NA	NA	NA	NA	NA
group582	Thamnophis-elegans	NA	NA	NA	NA	NA
group583	Thamnophis-elegans	NC_045547.1	-	48200002	48217713	7
group584	Thamnophis-elegans	NC_045549.1	-	7500459	7514960	9
group585	Thamnophis-elegans	NC_045542.1	+	7354244	7360000	2
group586	Thamnophis-elegans	NC_045556.1	+	13184231	13199999	16
group587	Thamnophis-elegans	NC_045552.1	-	21932740	21940000	12
group588	Thamnophis-elegans	NC_045545.1	+	65823825	65839999	5
group589	Thamnophis-elegans	NA	NA	NA	NA	NA
group590	Thamnophis-elegans	NC_045556.1	-	17029929	17040000	16
group591	Thamnophis-elegans	NA	NA	NA	NA	NA
group592	Thamnophis-elegans	NC_045542.1	+	104440001	104446803	2
group593	Thamnophis-elegans	NC_045541.1	+	115420001	115432137	1
group594	Thamnophis-elegans	NC_045541.1	-	26049662	26057893	1
group595	Thamnophis-elegans	NA	NA	NA	NA	NA
group596	Thamnophis-elegans	NC_045553.1	-	27280144	27295911	13
group597	Thamnophis-elegans	NA	NA	NA	NA	NA
group598	Thamnophis-elegans	NC_045550.1	+	63060126	63079815	10
group599	Thamnophis-elegans	NC_045558.1	-	142421067	142440000	Z
group600	Thamnophis-elegans	NC_045553.1	+	50327907	50332250	13
group601	Thamnophis-elegans	NA	NA	NA	NA	NA
group602	Thamnophis-elegans	NC_045549.1	-	73485895	73487898	9
group603	Thamnophis-elegans	NC_045550.1	+	32674564	32679999	10
group604	Thamnophis-elegans	NC_045556.1	+	29381290	29392041	16
group605	Thamnophis-elegans	NC_045553.1	-	21160001	21168762	13
group606	Thamnophis-elegans	NC_045548.1	-	2943173	2959852	8
group607	Thamnophis-elegans	NC_045557.1	-	5040001	5050429	17
group608	Thamnophis-elegans	NC_045543.1	+	19160897	19179372	3
group609	Thamnophis-elegans	NC_045542.1	-	99802372	99811084	2
group610	Thamnophis-elegans	NC_045542.1	-	145460001	145475923	2
group611	Thamnophis-elegans	NC_045552.1	-	38100001	38108359	12
group612	Thamnophis-elegans	NC_045556.1	-	36380001	36399505	16
group613	Thamnophis-elegans	NC_045554.1	-	21229347	21240000	14
group614	Thamnophis-elegans	NC_045556.1	+	25645486	25659481	16
group615	Thamnophis-elegans	NC_045554.1	-	71279	73235	14
group616	Thamnophis-elegans	NC_045548.1	+	53430943	53435586	8
group617	Thamnophis-elegans	NC_045545.1	+	15501513	15515090	5
group618	Thamnophis-elegans	NC_045544.1	-	490513	498417	4
group619	Thamnophis-elegans	NC_045546.1	-	50255724	50260000	6
group620	Thamnophis-elegans	NC_045545.1	+	25280001	25287520	5
group621	Thamnophis-elegans	NC_045547.1	+	77224720	77238133	7
group622	Thamnophis-elegans	NC_045542.1	-	159222273	159238009	2
group623	Thamnophis-elegans	NC_045553.1	-	1500001	1511219	13
group624	Thamnophis-elegans	NC_045558.1	-	200876	206598	Z
group625	Thamnophis-elegans	NC_045542.1	-	172620001	172631800	2
group626	Thamnophis-elegans	NC_045553.1	+	337672	339999	13
group627	Thamnophis-elegans	NA	NA	NA	NA	NA
group628	Thamnophis-elegans	NC_045558.1	+	144348881	144355545	Z
group629	Thamnophis-elegans	NA	NA	NA	NA	NA
group630	Thamnophis-elegans	NC_045553.1	+	47864435	47878465	13
group631	Thamnophis-elegans	NC_045541.1	-	126861450	126863138	1
group632	Thamnophis-elegans	NC_045548.1	+	52802541	52815865	8
group633	Thamnophis-elegans	NC_045544.1	-	96047354	96060000	4
group634	Thamnophis-elegans	NC_045544.1	-	26663211	26670475	4
group635	Thamnophis-elegans	NC_045543.1	-	26649287	26659916	3
group636	Thamnophis-elegans	NC_045547.1	-	67533805	67539994	7
group637	Thamnophis-elegans	NC_045545.1	+	28006097	28020000	5
group638	Thamnophis-elegans	NC_045543.1	+	124555840	124559412	3
group639	Thamnophis-elegans	NA	NA	NA	NA	NA
group640	Thamnophis-elegans	NC_045550.1	+	2300002	2310316	10
group641	Thamnophis-elegans	NC_045548.1	-	16802330	16812339	8
group642	Thamnophis-elegans	NC_045555.1	+	23220456	23234712	15
group643	Thamnophis-elegans	NC_045548.1	+	6862895	6865168	8
group644	Thamnophis-elegans	NC_045550.1	-	15403078	15412063	10
group645	Thamnophis-elegans	NC_045550.1	+	2248566	2259999	10
group646	Thamnophis-elegans	NC_045544.1	+	24783036	24800000	4
group647	Thamnophis-elegans	NC_045548.1	+	34975243	34980000	8
group648	Thamnophis-elegans	NC_045543.1	-	18703881	18717987	3
group649	Thamnophis-elegans	NC_045541.1	+	92455143	92456559	1
group650	Thamnophis-elegans	NC_045543.1	+	69048077	69058732	3
group651	Thamnophis-elegans	NA	NA	NA	NA	NA
group652	Thamnophis-elegans	NC_045554.1	+	2140521	2155438	14
group653	Thamnophis-elegans	NC_045544.1	-	89335270	89336726	4
group654	Thamnophis-elegans	NC_045544.1	-	90821307	90837551	4
group655	Thamnophis-elegans	NC_045543.1	-	82807413	82808898	3
group656	Thamnophis-elegans	NA	NA	NA	NA	NA
group657	Thamnophis-elegans	NC_045550.1	-	2140090	2146301	10
group658	Thamnophis-elegans	NC_045545.1	+	41900458	41913853	5
group659	Thamnophis-elegans	NC_045554.1	+	38590411	38599598	14
group660	Thamnophis-elegans	NC_045541.1	+	121200001	121204359	1
group661	Thamnophis-elegans	NC_045541.1	+	122441927	122445699	1
group662	Thamnophis-elegans	NC_045543.1	+	81648152	81654868	3
group663	Thamnophis-elegans	NC_045548.1	+	52597229	52599239	8
group664	Thamnophis-elegans	NC_045541.1	+	35089078	35091385	1
group665	Thamnophis-elegans	NC_045554.1	+	39487580	39498387	14
group666	Thamnophis-elegans	NC_045544.1	-	26293682	26295198	4
group667	Thamnophis-elegans	NC_045554.1	-	39335119	39339851	14
group668	Thamnophis-elegans	NC_045548.1	-	41544925	41552962	8
group669	Thamnophis-elegans	NC_045541.1	+	41009723	41020000	1
group670	Thamnophis-elegans	NC_045545.1	+	13207776	13209588	5
group671	Thamnophis-elegans	NC_045541.1	-	122412024	122420000	1
group672	Thamnophis-elegans	NC_045541.1	+	168456	180000	1
group673	Thamnophis-elegans	NA	NA	NA	NA	NA
group674	Thamnophis-elegans	NC_045549.1	+	11760010	11772358	9
group675	Thamnophis-elegans	NA	NA	NA	NA	NA
group676	Thamnophis-elegans	NC_045545.1	-	42148820	42160000	5
group677	Thamnophis-elegans	NC_045542.1	+	95397272	95400000	2
group678	Thamnophis-elegans	NC_045541.1	+	85720002	85728614	1
group679	Thamnophis-elegans	NC_045558.1	-	45411010	45419956	Z
group680	Thamnophis-elegans	NC_045558.1	-	42026888	42039999	Z
group681	Thamnophis-elegans	NC_045541.1	-	23430336	23437284	1
group682	Thamnophis-elegans	NC_045542.1	-	132002988	132013215	2
group683	Thamnophis-elegans	NC_045544.1	-	26698484	26700000	4
group684	Thamnophis-elegans	NC_045546.1	+	46185186	46198307	6
group685	Thamnophis-elegans	NC_045541.1	+	121288078	121297739	1
group686	Thamnophis-elegans	NC_045548.1	-	40368517	40370114	8
group687	Thamnophis-elegans	NC_045558.1	+	71449132	71455393	Z
group688	Thamnophis-elegans	NC_045544.1	+	107095170	107096807	4
group689	Thamnophis-elegans	NC_045551.1	-	58406238	58411368	11
group690	Thamnophis-elegans	NC_045546.1	+	51358825	51360000	6
group691	Thamnophis-elegans	NC_045558.1	-	39323183	39330700	Z
group692	Thamnophis-elegans	NC_045544.1	+	56161543	56163349	4
group693	Thamnophis-elegans	NC_045548.1	-	11604442	11618619	8
group694	Thamnophis-elegans	NC_045548.1	-	63163962	63180000	8
group695	Thamnophis-elegans	NC_045544.1	+	89943487	89954778	4
group696	Thamnophis-elegans	NC_045550.1	-	61460106	61461771	10
group697	Thamnophis-elegans	NC_045554.1	+	2173307	2179641	14
group698	Thamnophis-elegans	NC_045548.1	+	11914085	11920000	8
group699	Thamnophis-elegans	NC_045545.1	+	9848262	9857243	5
group700	Thamnophis-elegans	NC_045544.1	-	107911807	107918890	4
group701	Thamnophis-elegans	NC_045543.1	-	106125516	106129347	3
group702	Thamnophis-elegans	NC_045545.1	-	81480001	81488960	5
group703	Thamnophis-elegans	NC_045545.1	+	28600001	28606796	5
group704	Thamnophis-elegans	NA	NA	NA	NA	NA
group705	Thamnophis-elegans	NC_045541.1	-	42183385	42187187	1
group706	Thamnophis-elegans	NC_045548.1	+	34892661	34893925	8
group707	Thamnophis-elegans	NC_045548.1	+	58060001	58070618	8
group708	Thamnophis-elegans	NC_045556.1	-	17075536	17079751	16
group709	Thamnophis-elegans	NA	NA	NA	NA	NA
group710	Thamnophis-elegans	NC_045549.1	-	59720001	59720925	9
group711	Thamnophis-elegans	NC_045541.1	+	35078048	35079533	1
group712	Thamnophis-elegans	NA	NA	NA	NA	NA
group713	Thamnophis-elegans	NC_045554.1	+	38300070	38315737	14
group714	Thamnophis-elegans	NC_045544.1	-	96160001	96165154	4
group715	Thamnophis-elegans	NC_045550.1	-	53775808	53780000	10
group716	Thamnophis-elegans	NC_045550.1	-	2121381	2127702	10
group717	Thamnophis-elegans	NC_045546.1	+	76180001	76186885	6
group718	Thamnophis-elegans	NC_045550.1	-	3656760	3658351	10
group719	Thamnophis-elegans	NC_045544.1	-	89580001	89585425	4
group720	Thamnophis-elegans	NC_045542.1	-	131865808	131878773	2
group721	Thamnophis-elegans	NC_045548.1	+	47585859	47587579	8
group722	Thamnophis-elegans	NC_045547.1	-	57222088	57229648	7
group723	Thamnophis-elegans	NC_045541.1	-	30380001	30383838	1
group724	Thamnophis-elegans	NC_045541.1	+	40581690	40588519	1
group725	Thamnophis-elegans	NC_045543.1	+	26000176	26006084	3
group726	Thamnophis-elegans	NC_045543.1	-	105860001	105871512	3
group727	Thamnophis-elegans	NC_045541.1	-	128721954	128731053	1
group728	Thamnophis-elegans	NC_045546.1	-	72745977	72751599	6
group729	Thamnophis-elegans	NC_045543.1	+	81401583	81413683	3
group730	Thamnophis-elegans	NC_045548.1	+	47805049	47806829	8
group731	Thamnophis-elegans	NC_045548.1	-	15567201	15571440	8
group732	Thamnophis-elegans	NC_045541.1	+	30093510	30100000	1
group733	Thamnophis-elegans	NC_045544.1	-	58651066	58655616	4
group734	Thamnophis-elegans	NC_045550.1	-	15492744	15494643	10
group735	Thamnophis-elegans	NC_045548.1	+	17472469	17475392	8
group736	Thamnophis-elegans	NA	NA	NA	NA	NA
group737	Thamnophis-elegans	NC_045543.1	+	28736619	28739915	3
group738	Thamnophis-elegans	NC_045558.1	-	41932468	41937844	Z
group739	Thamnophis-elegans	NC_045541.1	-	33370176	33379810	1
group740	Thamnophis-elegans	NA	NA	NA	NA	NA
group741	Thamnophis-elegans	NC_045547.1	+	47561464	47563298	7
group742	Thamnophis-elegans	NA	NA	NA	NA	NA
group743	Thamnophis-elegans	NC_045547.1	+	80581068	80600000	7
group744	Thamnophis-elegans	NC_045550.1	-	7593003	7600000	10
group745	Thamnophis-elegans	NC_045548.1	+	34982199	34984970	8
group746	Thamnophis-elegans	NC_045543.1	-	29578085	29580000	3
group747	Thamnophis-elegans	NC_045541.1	+	143292517	143299452	1
group748	Thamnophis-elegans	NC_045550.1	-	12030846	12038591	10
group749	Thamnophis-elegans	NC_045546.1	-	46258716	46260000	6
group750	Thamnophis-elegans	NC_045541.1	+	121384490	121398733	1
group751	Thamnophis-elegans	NC_045546.1	-	60083141	60095384	6
group752	Thamnophis-elegans	NC_045543.1	-	115371611	115379949	3
group753	Thamnophis-elegans	NC_045545.1	+	27180376	27192054	5
group754	Thamnophis-elegans	NC_045541.1	+	121524470	121527931	1
group755	Thamnophis-elegans	NC_045547.1	+	57660001	57678771	7
group756	Thamnophis-elegans	NC_045544.1	-	89828429	89839999	4
group757	Thamnophis-elegans	NC_045545.1	+	27254397	27256484	5
group758	Thamnophis-elegans	NC_045543.1	+	92274441	92280000	3
group759	Thamnophis-elegans	NA	NA	NA	NA	NA
group760	Thamnophis-elegans	NC_045548.1	+	17461490	17470640	8
group761	Thamnophis-elegans	NC_045549.1	+	30136340	30139997	9
