locus	species	contig	sense	start	end	chr	chr.id2	locus.id2
group1528	Naja-naja	CM019154.1	+	44981782	44990818	7	7	C7L41
group339	Naja-naja	CM019154.1	+	45126378	45137642	7	7	C7L42
group3070	Naja-naja	CM019154.1	+	45283943	45293987	7	7	C7L43
group2016	Naja-naja	CM019154.1	-	47268063	47279999	7	7	C7L44
group3072	Naja-naja	CM019154.1	+	49549374	49559228	7	7	C7L45
group1971	Naja-naja	CM019154.1	+	51380261	51387557	7	7	C7L46
group2733	Naja-naja	CM019154.1	-	52223131	52240000	7	7	C7L47
group2058	Naja-naja	CM019154.1	-	52295107	52300000	7	7	C7L48
group2575	Naja-naja	CM019154.1	-	52360003	52371584	7	7	C7L49
group1930	Naja-naja	CM019154.1	-	52462129	52473865	7	7	C7L50
group2411	Naja-naja	CM019154.1	-	52694513	52700000	7	7	C7L51
group456	Naja-naja	CM019154.1	-	52704626	52712268	7	7	C7L52
group1619	Naja-naja	CM019154.1	-	53067012	53069769	7	7	C7L53
group40	Naja-naja	CM019154.1	-	53093728	53099270	7	7	C7L54
group65	Naja-naja	CM019154.1	-	53660453	53675292	7	7	C7L55
group2410	Naja-naja	CM019154.1	+	53720001	53738603	7	7	C7L56
group2453	Naja-naja	CM019156.1	-	660730	669596	m1	8	C8L1
group2946	Naja-naja	CM019156.1	+	722051	729286	m1	8	C8L2
group2511	Naja-naja	CM019156.1	+	724529	726779	m1	8	C8L3
group2188	Naja-naja	CM019156.1	+	733398	740000	m1	8	C8L4
group1986	Naja-naja	CM019156.1	-	936857	940000	m1	8	C8L5
group2388	Naja-naja	CM019156.1	-	960091	961278	m1	8	C8L6
group117	Naja-naja	CM019156.1	-	1033571	1040000	m1	8	C8L7
group89	Naja-naja	CM019156.1	-	1450255	1460000	m1	8	C8L8
group2396	Naja-naja	CM019156.1	+	1880001	1885279	m1	8	C8L9
group368	Naja-naja	CM019156.1	+	2282902	2289234	m1	8	C8L10
group3065	Naja-naja	CM019156.1	-	2543631	2556899	m1	8	C8L11
group2759	Naja-naja	CM019156.1	-	2562355	2569680	m1	8	C8L12
group528	Naja-naja	CM019156.1	+	2614774	2619999	m1	8	C8L13
group2355	Naja-naja	CM019156.1	-	2640286	2644749	m1	8	C8L14
group76	Naja-naja	CM019156.1	-	2976700	2980000	m1	8	C8L15
group2918	Naja-naja	CM019156.1	-	5580001	5589291	m1	8	C8L16
group313	Naja-naja	CM019156.1	+	7001916	7018960	m1	8	C8L17
group596	Naja-naja	CM019156.1	-	7147511	7159988	m1	8	C8L18
group3077	Naja-naja	CM019156.1	-	8082752	8089049	m1	8	C8L19
group2535	Naja-naja	CM019156.1	-	8546326	8551555	m1	8	C8L20
group1089	Naja-naja	CM019156.1	+	13022593	13039593	m1	8	C8L21
group2682	Naja-naja	CM019156.1	+	15323867	15340000	m1	8	C8L22
group2933	Naja-naja	CM019156.1	-	16921734	16931092	m1	8	C8L23
group1669	Naja-naja	CM019156.1	+	18051422	18059853	m1	8	C8L24
group1773	Naja-naja	CM019156.1	-	20000001	20014160	m1	8	C8L25
group1734	Naja-naja	CM019156.1	+	21520001	21530426	m1	8	C8L26
group2736	Naja-naja	CM019156.1	+	22930268	22940000	m1	8	C8L27
group2365	Naja-naja	CM019156.1	-	29380442	29390744	m1	8	C8L28
group2311	Naja-naja	CM019156.1	-	29440001	29450363	m1	8	C8L29
group630	Naja-naja	CM019156.1	+	29585514	29595258	m1	8	C8L30
group1571	Naja-naja	CM019156.1	-	29640032	29645163	m1	8	C8L31
group404	Naja-naja	CM019156.1	-	29701925	29718197	m1	8	C8L32
group453	Naja-naja	CM019156.1	-	30289198	30299681	m1	8	C8L33
group385	Naja-naja	CM019156.1	-	30301939	30312597	m1	8	C8L34
group2061	Naja-naja	CM019156.1	+	30460302	30464805	m1	8	C8L35
group2809	Naja-naja	CM019156.1	+	30540001	30545339	m1	8	C8L36
group1818	Naja-naja	CM019156.1	+	30982968	30995368	m1	8	C8L37
group131	Naja-naja	CM019156.1	+	31400002	31403745	m1	8	C8L38
group1960	Naja-naja	CM019156.1	+	31424265	31427007	m1	8	C8L39
group600	Naja-naja	CM019156.1	+	31720642	31724281	m1	8	C8L40
group1649	Naja-naja	CM019156.1	-	31733386	31739929	m1	8	C8L41
group2869	Naja-naja	CM019156.1	+	31767055	31774374	m1	8	C8L42
group1770	Naja-naja	CM019156.1	+	31943313	31953782	m1	8	C8L43
group1932	Naja-naja	CM019159.1	-	269232	276386	m2	9	C9L1
group2321	Naja-naja	CM019159.1	-	1501302	1520000	m2	9	C9L2
group2999	Naja-naja	CM019159.1	-	2042333	2058516	m2	9	C9L3
group743	Naja-naja	CM019159.1	-	5169909	5176998	m2	9	C9L4
group2223	Naja-naja	CM019159.1	+	5388849	5399026	m2	9	C9L5
group2447	Naja-naja	CM019159.1	-	5580001	5588416	m2	9	C9L6
group2259	Naja-naja	CM019159.1	-	5784314	5792430	m2	9	C9L7
group2343	Naja-naja	CM019159.1	+	6388246	6400000	m2	9	C9L8
group86	Naja-naja	CM019159.1	+	6421197	6432386	m2	9	C9L9
group2597	Naja-naja	CM019159.1	+	7906875	7918721	m2	9	C9L10
group3068	Naja-naja	CM019159.1	-	8120003	8124451	m2	9	C9L11
group171	Naja-naja	CM019159.1	-	8200001	8203362	m2	9	C9L12
group1804	Naja-naja	CM019159.1	+	9343588	9360000	m2	9	C9L13
group2124	Naja-naja	CM019159.1	+	9861575	9877255	m2	9	C9L14
group1984	Naja-naja	CM019159.1	-	10964447	10979999	m2	9	C9L15
group437	Naja-naja	CM019159.1	+	11966747	11980000	m2	9	C9L16
group636	Naja-naja	CM019159.1	+	18340068	18346402	m2	9	C9L17
group1073	Naja-naja	CM019159.1	+	19150388	19155245	m2	9	C9L18
group2747	Naja-naja	CM019159.1	+	23200676	23211134	m2	9	C9L19
group2285	Naja-naja	CM019159.1	-	23506757	23520000	m2	9	C9L20
group206	Naja-naja	CM019159.1	-	24001611	24005124	m2	9	C9L21
group1654	Naja-naja	CM019159.1	-	27107385	27113751	m2	9	C9L22
group852	Naja-naja	CM019159.1	-	27820001	27824240	m2	9	C9L23
group845	Naja-naja	CM019159.1	-	27853986	27855653	m2	9	C9L24
group799	Naja-naja	CM019159.1	+	27911631	27913202	m2	9	C9L25
group1314	Naja-naja	CM019159.1	+	27925799	27937218	m2	9	C9L26
group1278	Naja-naja	CM019159.1	+	27960002	27960928	m2	9	C9L27
group1030	Naja-naja	CM019159.1	+	27961031	27963256	m2	9	C9L28
group722	Naja-naja	CM019159.1	+	28081136	28089084	m2	9	C9L29
group967	Naja-naja	CM019159.1	-	28334441	28340000	m2	9	C9L30
group873	Naja-naja	CM019159.1	-	28400002	28401196	m2	9	C9L31
group848	Naja-naja	CM019159.1	-	28420003	28431115	m2	9	C9L32
group1038	Naja-naja	CM019159.1	-	28440822	28451112	m2	9	C9L33
group2330	Naja-naja	CM019159.1	-	28520001	28526074	m2	9	C9L34
group964	Naja-naja	CM019159.1	-	28573698	28579034	m2	9	C9L35
group979	Naja-naja	CM019159.1	-	28713526	28716617	m2	9	C9L36
group2435	Naja-naja	CM019159.1	+	30200508	30211738	m2	9	C9L37
group2499	Naja-naja	CM019160.1	-	620188	625437	m3	10	C10L1
group425	Naja-naja	CM019160.1	-	627888	640000	m3	10	C10L2
group1612	Naja-naja	CM019160.1	+	930444	940000	m3	10	C10L3
group203	Naja-naja	CM019160.1	+	1380001	1393333	m3	10	C10L4
group1694	Naja-naja	CM019160.1	-	1560001	1569580	m3	10	C10L5
group2115	Naja-naja	CM019160.1	+	2615026	2619996	m3	10	C10L6
group80	Naja-naja	CM019160.1	-	3047681	3057176	m3	10	C10L7
group66	Naja-naja	CM019160.1	+	7245757	7258256	m3	10	C10L8
group587	Naja-naja	CM019160.1	+	7720002	7735095	m3	10	C10L9
group1346	Naja-naja	CM019160.1	+	7875278	7880000	m3	10	C10L10
group1904	Naja-naja	CM019160.1	-	8380002	8394924	m3	10	C10L11
group1952	Naja-naja	CM019160.1	-	8660106	8677208	m3	10	C10L12
group562	Naja-naja	CM019160.1	-	9046819	9059351	m3	10	C10L13
group346	Naja-naja	CM019160.1	-	10162756	10172779	m3	10	C10L14
group2260	Naja-naja	CM019160.1	-	10269972	10280000	m3	10	C10L15
group1744	Naja-naja	CM019160.1	+	10740232	10755219	m3	10	C10L16
group572	Naja-naja	CM019160.1	+	10860187	10880000	m3	10	C10L17
group2012	Naja-naja	CM019160.1	+	11707960	11720000	m3	10	C10L18
group2638	Naja-naja	CM019160.1	+	11947701	11955001	m3	10	C10L19
group367	Naja-naja	CM019160.1	-	13660403	13676374	m3	10	C10L20
group1679	Naja-naja	CM019160.1	+	14044588	14060000	m3	10	C10L21
group451	Naja-naja	CM019160.1	+	16452948	16459999	m3	10	C10L22
group379	Naja-naja	CM019160.1	-	16700064	16707089	m3	10	C10L23
group591	Naja-naja	CM019160.1	+	18467687	18480000	m3	10	C10L24
group2552	Naja-naja	CM019160.1	+	19260002	19275037	m3	10	C10L25
group2830	Naja-naja	CM019160.1	+	19278522	19280000	m3	10	C10L26
group558	Naja-naja	CM019160.1	+	19303932	19319947	m3	10	C10L27
group2647	Naja-naja	CM019160.1	-	19380001	19399838	m3	10	C10L28
group192	Naja-naja	CM019160.1	-	19520001	19537351	m3	10	C10L29
group74	Naja-naja	CM019160.1	-	19840001	19852796	m3	10	C10L30
group1919	Naja-naja	CM019160.1	-	19840002	19855000	m3	10	C10L31
group2322	Naja-naja	CM019160.1	-	21700001	21713632	m3	10	C10L32
group1537	Naja-naja	CM019160.1	+	22013741	22020000	m3	10	C10L33
group1766	Naja-naja	CM019160.1	+	22486454	22500000	m3	10	C10L34
group406	Naja-naja	CM019160.1	+	23047132	23059928	m3	10	C10L35
group2246	Naja-naja	CM019160.1	-	23180001	23192986	m3	10	C10L36
group1866	Naja-naja	CM019160.1	-	23200369	23218876	m3	10	C10L37
group326	Naja-naja	CM019160.1	-	23500001	23506222	m3	10	C10L38
group172	Naja-naja	CM019160.1	-	23504196	23511505	m3	10	C10L39
group2380	Naja-naja	CM019160.1	+	23940081	23949028	m3	10	C10L40
group2	Naja-naja	CM019160.1	+	24801962	24819999	m3	10	C10L41
group256	Naja-naja	CM019160.1	+	25062402	25070628	m3	10	C10L42
group2489	Naja-naja	CM019160.1	+	25080001	25098816	m3	10	C10L43
group2770	Naja-naja	CM019160.1	+	25148833	25159745	m3	10	C10L44
group109	Naja-naja	CM019160.1	+	25300193	25310264	m3	10	C10L45
group1974	Naja-naja	CM019160.1	+	25622827	25638119	m3	10	C10L46
group546	Naja-naja	CM019160.1	-	25763124	25770895	m3	10	C10L47
group1966	Naja-naja	CM019160.1	+	25800001	25813070	m3	10	C10L48
group1809	Naja-naja	CM019160.1	+	25853005	25858822	m3	10	C10L49
group1938	Naja-naja	CM019160.1	+	26500001	26518042	m3	10	C10L50
group563	Naja-naja	CM019160.1	-	27387608	27397437	m3	10	C10L51
group1666	Naja-naja	CM019160.1	+	27729735	27739999	m3	10	C10L52
group1981	Naja-naja	CM019160.1	-	27885950	27891899	m3	10	C10L53
group504	Naja-naja	CM019160.1	-	28044169	28059650	m3	10	C10L54
group2944	Naja-naja	CM019160.1	-	28383955	28396082	m3	10	C10L55
group2231	Naja-naja	CM019160.1	+	29120170	29130947	m3	10	C10L56
group2106	Naja-naja	CM019160.1	+	29168192	29178083	m3	10	C10L57
group2028	Naja-naja	CM019160.1	+	29274648	29278568	m3	10	C10L58
group2937	Naja-naja	CM019160.1	-	29420007	29427124	m3	10	C10L59
group2418	Naja-naja	CM019160.1	-	29453743	29455384	m3	10	C10L60
group151	Naja-naja	CM019160.1	-	29455744	29458602	m3	10	C10L61
group2149	Naja-naja	CM019160.1	-	29493528	29497651	m3	10	C10L62
group539	Naja-naja	CM019160.1	-	29608013	29617526	m3	10	C10L63
group2344	Naja-naja	CM019160.1	-	29660012	29665029	m3	10	C10L64
group2063	Naja-naja	CM019160.1	+	29676041	29679999	m3	10	C10L65
group108	Naja-naja	CM019160.1	-	29808912	29811912	m3	10	C10L66
group2971	Naja-naja	CM019161.1	+	814045	820000	m4	11	C11L1
group557	Naja-naja	CM019161.1	-	854923	856287	m4	11	C11L2
group1661	Naja-naja	CM019161.1	+	877350	880000	m4	11	C11L3
group2034	Naja-naja	CM019161.1	+	934794	940000	m4	11	C11L4
group1944	Naja-naja	CM019161.1	+	983677	999533	m4	11	C11L5
group2991	Naja-naja	CM019161.1	-	1220656	1234174	m4	11	C11L6
group2242	Naja-naja	CM019161.1	-	1240004	1242889	m4	11	C11L7
group1570	Naja-naja	CM019161.1	+	1384483	1400000	m4	11	C11L8
group2265	Naja-naja	CM019161.1	-	3300367	3318088	m4	11	C11L9
group387	Naja-naja	CM019161.1	+	3403285	3420000	m4	11	C11L10
group2506	Naja-naja	CM019161.1	+	3746384	3759999	m4	11	C11L11
group57	Naja-naja	CM019161.1	+	4935083	4939999	m4	11	C11L12
group342	Naja-naja	CM019161.1	+	5061846	5080000	m4	11	C11L13
group2979	Naja-naja	CM019161.1	+	5929129	5935553	m4	11	C11L14
group3022	Naja-naja	CM019161.1	+	5983300	5996077	m4	11	C11L15
group2921	Naja-naja	CM019161.1	-	6047321	6060000	m4	11	C11L16
group380	Naja-naja	CM019161.1	-	6200264	6219670	m4	11	C11L17
group427	Naja-naja	CM019161.1	+	6750567	6756841	m4	11	C11L18
group2253	Naja-naja	CM019161.1	+	6948440	6958438	m4	11	C11L19
group612	Naja-naja	CM019161.1	-	7043051	7059998	m4	11	C11L20
group363	Naja-naja	CM019161.1	-	7734509	7739999	m4	11	C11L21
group1045	Naja-naja	CM019161.1	-	9480316	9490427	m4	11	C11L22
group2331	Naja-naja	CM019161.1	-	12727071	12739882	m4	11	C11L23
group46	Naja-naja	CM019161.1	-	13511298	13520000	m4	11	C11L24
group3019	Naja-naja	CM019161.1	-	14005667	14008102	m4	11	C11L25
group2545	Naja-naja	CM019161.1	-	14260001	14274063	m4	11	C11L26
group2589	Naja-naja	CM019161.1	-	14280001	14288083	m4	11	C11L27
group2787	Naja-naja	CM019161.1	-	14306090	14311149	m4	11	C11L28
group1659	Naja-naja	CM019161.1	+	14913789	14920000	m4	11	C11L29
group1832	Naja-naja	CM019161.1	-	15220001	15226557	m4	11	C11L30
group2632	Naja-naja	CM019161.1	-	15254843	15260000	m4	11	C11L31
group790	Naja-naja	CM019161.1	+	15545464	15551511	m4	11	C11L32
group1474	Naja-naja	CM019161.1	+	15560411	15573078	m4	11	C11L33
group713	Naja-naja	CM019161.1	+	15689900	15699999	m4	11	C11L34
group1226	Naja-naja	CM019161.1	+	15806535	15815388	m4	11	C11L35
group890	Naja-naja	CM019161.1	-	15846664	15854166	m4	11	C11L36
group1313	Naja-naja	CM019161.1	+	15927172	15935700	m4	11	C11L37
group905	Naja-naja	CM019161.1	-	15930483	15935681	m4	11	C11L38
group834	Naja-naja	CM019161.1	+	15940001	15947790	m4	11	C11L39
group659	Naja-naja	CM019161.1	+	15947583	15957249	m4	11	C11L40
group797	Naja-naja	CM019161.1	-	16189513	16192290	m4	11	C11L41
group930	Naja-naja	CM019161.1	-	16200002	16212346	m4	11	C11L42
group855	Naja-naja	CM019161.1	-	16362781	16379399	m4	11	C11L43
group2390	Naja-naja	CM019161.1	-	16478549	16480000	m4	11	C11L44
group1418	Naja-naja	CM019161.1	-	16480001	16485796	m4	11	C11L45
group1125	Naja-naja	CM019161.1	-	16583174	16588148	m4	11	C11L46
group667	Naja-naja	CM019161.1	-	16653177	16659999	m4	11	C11L47
group937	Naja-naja	CM019161.1	+	16771743	16779453	m4	11	C11L48
group665	Naja-naja	CM019161.1	+	16797278	16800000	m4	11	C11L49
group1337	Naja-naja	CM019161.1	+	16845979	16859858	m4	11	C11L50
group2727	Naja-naja	CM019161.1	-	18600001	18607660	m4	11	C11L51
group827	Naja-naja	CM019161.1	+	19156551	19159912	m4	11	C11L52
group180	Naja-naja	CM019161.1	+	19463622	19474552	m4	11	C11L53
group2579	Naja-naja	CM019161.1	-	19501247	19519129	m4	11	C11L54
group1032	Naja-naja	CM019161.1	+	19549500	19560000	m4	11	C11L55
group828	Naja-naja	CM019161.1	-	20580678	20588447	m4	11	C11L56
group823	Naja-naja	CM019161.1	+	20792410	20794176	m4	11	C11L57
group2394	Naja-naja	CM019161.1	+	21101209	21106194	m4	11	C11L58
group1018	Naja-naja	CM019161.1	+	21486294	21489240	m4	11	C11L59
group1223	Naja-naja	CM019161.1	+	21608077	21613934	m4	11	C11L60
group2660	Naja-naja	CM019161.1	+	22080002	22092827	m4	11	C11L61
group2087	Naja-naja	CM019161.1	-	23480006	23491438	m4	11	C11L62
group2728	Naja-naja	CM019161.1	+	23724414	23734711	m4	11	C11L63
group2197	Naja-naja	CM019161.1	-	24990993	2.5e+07	m4	11	C11L64
group2853	Naja-naja	CM019161.1	+	25001065	25004194	m4	11	C11L65
group489	Naja-naja	CM019161.1	+	25220180	25232535	m4	11	C11L66
group2883	Naja-naja	CM019161.1	+	25232639	25240000	m4	11	C11L67
group1732	Naja-naja	CM019161.1	-	25303596	25311695	m4	11	C11L68
group474	Naja-naja	CM019161.1	+	25380002	25384253	m4	11	C11L69
group672	Naja-naja	CM019161.1	+	25689110	25700000	m4	11	C11L70
group3012	Naja-naja	CM019161.1	-	25909097	25920000	m4	11	C11L71
group2915	Naja-naja	CM019162.1	+	140061	150198	m5	12	C12L1
group2043	Naja-naja	CM019162.1	-	361623	375907	m5	12	C12L2
group2011	Naja-naja	CM019162.1	-	366701	379998	m5	12	C12L3
group1720	Naja-naja	CM019162.1	-	786665	8e+05	m5	12	C12L4
group1869	Naja-naja	CM019162.1	+	860006	869272	m5	12	C12L5
group419	Naja-naja	CM019162.1	-	982607	1e+06	m5	12	C12L6
group1536	Naja-naja	CM019162.1	-	1080292	1086983	m5	12	C12L7
group2097	Naja-naja	CM019162.1	+	2280001	2295627	m5	12	C12L8
group545	Naja-naja	CM019162.1	+	3372305	3379302	m5	12	C12L9
group327	Naja-naja	CM019162.1	+	3522093	3539998	m5	12	C12L10
group7	Naja-naja	CM019162.1	+	4187527	4191850	m5	12	C12L11
group200	Naja-naja	CM019162.1	+	4723350	4735640	m5	12	C12L12
group2796	Naja-naja	CM019162.1	+	5310471	5320000	m5	12	C12L13
group2201	Naja-naja	CM019162.1	+	6040044	6053111	m5	12	C12L14
group2766	Naja-naja	CM019162.1	-	6120002	6134223	m5	12	C12L15
group169	Naja-naja	CM019162.1	+	9309580	9320000	m5	12	C12L16
group1063	Naja-naja	CM019162.1	-	9755717	9757818	m5	12	C12L17
group1801	Naja-naja	CM019162.1	+	12740002	12755603	m5	12	C12L18
group316	Naja-naja	CM019162.1	+	12767315	12780000	m5	12	C12L19
group2085	Naja-naja	CM019162.1	-	12816540	12819999	m5	12	C12L20
group279	Naja-naja	CM019162.1	+	13620002	13632122	m5	12	C12L21
group1789	Naja-naja	CM019162.1	-	19860001	19877435	m5	12	C12L22
group2828	Naja-naja	CM019162.1	+	20260001	20266519	m5	12	C12L23
group129	Naja-naja	CM019162.1	-	20507919	20519095	m5	12	C12L24
group2902	Naja-naja	CM019162.1	-	20607000	20617522	m5	12	C12L25
group78	Naja-naja	CM019162.1	+	20910027	20920000	m5	12	C12L26
group353	Naja-naja	CM019162.1	+	21160001	21168608	m5	12	C12L27
group1368	Naja-naja	CM019162.1	-	21420001	21435913	m5	12	C12L28
group537	Naja-naja	CM019162.1	-	23900001	23907612	m5	12	C12L29
group2931	Naja-naja	CM019162.1	+	23940002	23955641	m5	12	C12L30
group2916	Naja-naja	CM019162.1	+	24120001	24127463	m5	12	C12L31
group2851	Naja-naja	CM019162.1	-	24140477	24151733	m5	12	C12L32
group2026	Naja-naja	CM019162.1	+	24395017	24399999	m5	12	C12L33
group2556	Naja-naja	CM019162.1	+	24583382	24597672	m5	12	C12L34
group1712	Naja-naja	CM019162.1	+	24726269	24734642	m5	12	C12L35
group1759	Naja-naja	CM019162.1	-	24783025	24792798	m5	12	C12L36
group2475	Naja-naja	CM019162.1	+	24960001	24967250	m5	12	C12L37
group486	Naja-naja	CM019162.1	+	24963840	24975942	m5	12	C12L38
group1914	Naja-naja	CM019163.1	-	80001	90263	m6	13	C13L1
group159	Naja-naja	CM019163.1	-	191850	194979	m6	13	C13L2
group248	Naja-naja	CM019163.1	-	252163	259447	m6	13	C13L3
group2510	Naja-naja	CM019163.1	-	356803	360000	m6	13	C13L4
group2386	Naja-naja	CM019163.1	-	378497	379999	m6	13	C13L5
group2236	Naja-naja	CM019163.1	-	470200	480000	m6	13	C13L6
group2444	Naja-naja	CM019163.1	+	547099	549167	m6	13	C13L7
group2225	Naja-naja	CM019163.1	-	695178	7e+05	m6	13	C13L8
group536	Naja-naja	CM019163.1	-	760010	761682	m6	13	C13L9
group61	Naja-naja	CM019163.1	+	1124101	1139999	m6	13	C13L10
group2120	Naja-naja	CM019163.1	+	1160001	1176311	m6	13	C13L11
group179	Naja-naja	CM019163.1	+	1462972	1471509	m6	13	C13L12
group2363	Naja-naja	CM019163.1	+	1500792	1504764	m6	13	C13L13
group1510	Naja-naja	CM019163.1	+	2342433	2355434	m6	13	C13L14
group1990	Naja-naja	CM019163.1	-	2507284	2510116	m6	13	C13L15
group352	Naja-naja	CM019163.1	+	3146476	3150032	m6	13	C13L16
group1794	Naja-naja	CM019163.1	+	3663303	3679132	m6	13	C13L17
group2738	Naja-naja	CM019163.1	+	3782737	3798456	m6	13	C13L18
group2522	Naja-naja	CM019163.1	-	3820399	3831178	m6	13	C13L19
group1769	Naja-naja	CM019163.1	-	3920018	3931919	m6	13	C13L20
group95	Naja-naja	CM019163.1	-	3992263	3999052	m6	13	C13L21
group271	Naja-naja	CM019163.1	-	4063232	4079950	m6	13	C13L22
group386	Naja-naja	CM019163.1	+	4440076	4455358	m6	13	C13L23
group2426	Naja-naja	CM019163.1	+	5661090	5672595	m6	13	C13L24
group3084	Naja-naja	CM019163.1	-	5804094	5818155	m6	13	C13L25
group3046	Naja-naja	CM019163.1	-	5906405	5920000	m6	13	C13L26
group252	Naja-naja	CM019163.1	+	6092278	6100000	m6	13	C13L27
group1531	Naja-naja	CM019163.1	+	6260001	6271116	m6	13	C13L28
group1413	Naja-naja	CM019163.1	+	8084758	8093336	m6	13	C13L29
group399	Naja-naja	CM019163.1	-	9971281	9974489	m6	13	C13L30
group438	Naja-naja	CM019163.1	-	9980002	9993200	m6	13	C13L31
group249	Naja-naja	CM019163.1	+	10340002	10360000	m6	13	C13L32
group2104	Naja-naja	CM019163.1	+	10880064	10889960	m6	13	C13L33
group586	Naja-naja	CM019163.1	+	11160001	11166707	m6	13	C13L34
group2178	Naja-naja	CM019163.1	+	11535120	11539993	m6	13	C13L35
group1577	Naja-naja	CM019163.1	+	11600429	11620000	m6	13	C13L36
group1747	Naja-naja	CM019163.1	-	13800001	13811996	m6	13	C13L37
group462	Naja-naja	CM019163.1	+	13942039	13947663	m6	13	C13L38
group2324	Naja-naja	CM019163.1	+	14752078	14757279	m6	13	C13L39
group590	Naja-naja	CM019163.1	-	15024833	15039773	m6	13	C13L40
group708	Naja-naja	CM019163.1	-	15073961	15078882	m6	13	C13L41
group1149	Naja-naja	CM019163.1	+	17190984	17200000	m6	13	C13L42
group765	Naja-naja	CM019163.1	-	17480001	17497480	m6	13	C13L43
group1472	Naja-naja	CM019163.1	+	17765052	17779924	m6	13	C13L44
group2611	Naja-naja	CM019163.1	-	18349291	18358297	m6	13	C13L45
group1238	Naja-naja	CM019163.1	-	18423433	18432432	m6	13	C13L46
group1939	Naja-naja	CM019163.1	+	22080002	22084955	m6	13	C13L47
group2431	Naja-naja	CM019163.1	+	22428858	22436517	m6	13	C13L48
group2965	Naja-naja	CM019163.1	-	22581009	22589351	m6	13	C13L49
group416	Naja-naja	CM019164.1	-	140001	153369	m7	14	C14L1
group1698	Naja-naja	CM019164.1	-	580194	597902	m7	14	C14L2
group1865	Naja-naja	CM019164.1	-	641180	643296	m7	14	C14L3
group100	Naja-naja	CM019164.1	-	766784	778264	m7	14	C14L4
group613	Naja-naja	CM019164.1	+	800243	815515	m7	14	C14L5
group1774	Naja-naja	CM019164.1	-	1317354	1320000	m7	14	C14L6
group258	Naja-naja	CM019164.1	-	1360001	1361734	m7	14	C14L7
group1725	Naja-naja	CM019164.1	+	1360846	1365300	m7	14	C14L8
group93	Naja-naja	CM019164.1	-	2166254	2173465	m7	14	C14L9
group269	Naja-naja	CM019164.1	-	2220001	2221297	m7	14	C14L10
group2932	Naja-naja	CM019164.1	-	3140002	3147192	m7	14	C14L11
group2272	Naja-naja	CM019164.1	+	4260001	4267011	m7	14	C14L12
group1202	Naja-naja	CM019164.1	-	5826899	5838561	m7	14	C14L13
group1942	Naja-naja	CM019164.1	+	7402392	7411903	m7	14	C14L14
group471	Naja-naja	CM019164.1	+	7482605	7494450	m7	14	C14L15
group415	Naja-naja	CM019164.1	+	8135378	8137416	m7	14	C14L16
group424	Naja-naja	CM019164.1	-	9708516	9720000	m7	14	C14L17
group2168	Naja-naja	CM019164.1	-	10087630	10093529	m7	14	C14L18
group574	Naja-naja	CM019164.1	-	10870947	10880000	m7	14	C14L19
group1816	Naja-naja	CM019164.1	-	11265982	11280000	m7	14	C14L20
group550	Naja-naja	CM019164.1	+	11351622	11360000	m7	14	C14L21
group1792	Naja-naja	CM019164.1	+	13073264	13079999	m7	14	C14L22
group2298	Naja-naja	CM019164.1	+	13360001	13374775	m7	14	C14L23
group1829	Naja-naja	CM019164.1	+	13440001	13452248	m7	14	C14L24
group531	Naja-naja	CM019164.1	+	13586812	13598224	m7	14	C14L25
group2873	Naja-naja	CM019164.1	+	13623253	13639999	m7	14	C14L26
group3091	Naja-naja	CM019164.1	-	13660001	13665286	m7	14	C14L27
group132	Naja-naja	CM019164.1	+	14146787	14158692	m7	14	C14L28
group1884	Naja-naja	CM019164.1	-	15780001	15787894	m7	14	C14L29
group193	Naja-naja	CM019164.1	-	16224718	16238899	m7	14	C14L30
group2477	Naja-naja	CM019164.1	-	16344575	16354912	m7	14	C14L31
group1879	Naja-naja	CM019164.1	-	17143121	17157993	m7	14	C14L32
group1783	Naja-naja	CM019164.1	-	17340872	17357873	m7	14	C14L33
group2379	Naja-naja	CM019164.1	-	17960033	17971962	m7	14	C14L34
group697	Naja-naja	CM019164.1	-	18070727	18074571	m7	14	C14L35
group652	Naja-naja	CM019164.1	-	18083473	18094420	m7	14	C14L36
group230	Naja-naja	CM019164.1	-	18330799	18340000	m7	14	C14L37
group526	Naja-naja	CM019164.1	+	18750337	18757581	m7	14	C14L38
group2817	Naja-naja	CM019164.1	+	18881906	18887532	m7	14	C14L39
group1901	Naja-naja	CM019164.1	+	18995705	1.9e+07	m7	14	C14L40
group1675	Naja-naja	CM019164.1	+	19230825	19239999	m7	14	C14L41
group2291	Naja-naja	CM019164.1	+	19340001	19345685	m7	14	C14L42
group2568	Naja-naja	CM019164.1	+	19373805	19380000	m7	14	C14L43
group2454	Naja-naja	CM019164.1	+	19518083	19519840	m7	14	C14L44
group530	Naja-naja	CM019164.1	+	19689529	19694845	m7	14	C14L45
group615	Naja-naja	CM019164.1	+	19870211	19872368	m7	14	C14L46
group2593	Naja-naja	CM019164.1	+	19878580	19880000	m7	14	C14L47
group566	Naja-naja	CM019164.1	+	19903247	19914366	m7	14	C14L48
group2504	Naja-naja	CM019165.1	+	43132	60000	m8	15	C15L1
group1858	Naja-naja	CM019165.1	+	122440	128131	m8	15	C15L2
group2184	Naja-naja	CM019165.1	+	280001	280924	m8	15	C15L3
group626	Naja-naja	CM019165.1	+	600001	601851	m8	15	C15L4
group1514	Naja-naja	CM019165.1	-	622392	635866	m8	15	C15L5
