locus	blockname	blockname_genespace
group1713	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group1718	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group1739	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group1798	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group1886	chr7block1	naja_thamnophis_naja_thamnophis_7_7_1_2_0
group1930	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group1971	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group2016	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group2058	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group2170	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group2217	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group2325	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group2401	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group2407	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group2411	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group2525	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group2575	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group2733	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group3070	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group3072	chr7block2	naja_thamnophis_naja_thamnophis_7_7_1_1_0
group76	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group89	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group117	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group131	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group313	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group368	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group385	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group404	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group453	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group528	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group596	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group600	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group630	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group1089	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group1571	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group1649	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group1669	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group1734	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group1770	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group1773	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group1818	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group1960	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group1986	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group2061	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group2188	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group2311	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group2355	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group2365	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group2388	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group2396	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group2453	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group2511	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group2535	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group2682	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group2736	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group2759	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group2809	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group2869	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group2918	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group2933	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group2946	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group3065	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group3077	chrm1block1	naja_thamnophis_naja_thamnophis_m1_13_1_1_0
group18	chrm10block1	naja_thamnophis_naja_thamnophis_m10_16_1_3_0
group226	chrm10block1	naja_thamnophis_naja_thamnophis_m10_16_1_3_0
group228	chrm10block3	naja_thamnophis_naja_thamnophis_m10_16_1_6_0
group291	chrm10block6	naja_thamnophis_naja_thamnophis_m10_16_1_5_0
group293	chrm10block3	naja_thamnophis_naja_thamnophis_m10_16_1_6_0
group305	chrm10block3	naja_thamnophis_naja_thamnophis_m10_16_1_6_0
group340	chrm10block6	naja_thamnophis_naja_thamnophis_m10_16_1_5_0
group408	chrm10block6	naja_thamnophis_naja_thamnophis_m10_16_1_5_0
group484	chrm10block3	naja_thamnophis_naja_thamnophis_m10_16_1_6_0
group604	chrm10block5	naja_thamnophis_naja_thamnophis_m10_16_1_2_0
group614	chrm10block4	naja_thamnophis_naja_thamnophis_m10_16_1_1_0
group1388	chrm10block2	naja_thamnophis_naja_thamnophis_m10_16_1_4_0
group1686	chrm10block1	naja_thamnophis_naja_thamnophis_m10_16_1_3_0
group1776	chrm10block1	naja_thamnophis_naja_thamnophis_m10_16_1_3_0
group1781	chrm10block6	naja_thamnophis_naja_thamnophis_m10_16_1_5_0
group1817	chrm10block2	naja_thamnophis_naja_thamnophis_m10_16_1_4_0
group1864	chrm10block1	naja_thamnophis_naja_thamnophis_m10_16_1_3_0
group1880	chrm10block5	naja_thamnophis_naja_thamnophis_m10_16_1_2_0
group1898	chrm10block1	naja_thamnophis_naja_thamnophis_m10_16_1_3_0
group1908	chrm10block6	naja_thamnophis_naja_thamnophis_m10_16_1_5_0
group1946	chrm10block1	naja_thamnophis_naja_thamnophis_m10_16_1_3_0
group2138	chrm10block3	naja_thamnophis_naja_thamnophis_m10_16_1_6_0
group2189	chrm10block4	naja_thamnophis_naja_thamnophis_m10_16_1_1_0
group2220	chrm10block2	naja_thamnophis_naja_thamnophis_m10_16_1_4_0
group2267	chrm10block2	naja_thamnophis_naja_thamnophis_m10_16_1_4_0
group2303	chrm10block1	naja_thamnophis_naja_thamnophis_m10_16_1_3_0
group2307	chrm10block6	naja_thamnophis_naja_thamnophis_m10_16_1_5_0
group2318	chrm10block4	naja_thamnophis_naja_thamnophis_m10_16_1_1_0
group2424	chrm10block1	naja_thamnophis_naja_thamnophis_m10_16_1_3_0
group2468	chrm10block3	naja_thamnophis_naja_thamnophis_m10_16_1_6_0
group2503	chrm10block3	naja_thamnophis_naja_thamnophis_m10_16_1_6_0
group2520	chrm10block1	naja_thamnophis_naja_thamnophis_m10_16_1_3_0
group2572	chrm10block1	naja_thamnophis_naja_thamnophis_m10_16_1_3_0
group2778	chrm10block1	naja_thamnophis_naja_thamnophis_m10_16_1_3_0
group2795	chrm10block4	naja_thamnophis_naja_thamnophis_m10_16_1_1_0
group2823	chrm10block2	naja_thamnophis_naja_thamnophis_m10_16_1_4_0
group2930	chrm10block4	naja_thamnophis_naja_thamnophis_m10_16_1_1_0
group2976	chrm10block3	naja_thamnophis_naja_thamnophis_m10_16_1_6_0
group2984	chrm10block4	naja_thamnophis_naja_thamnophis_m10_16_1_1_0
group3015	chrm10block6	naja_thamnophis_naja_thamnophis_m10_16_1_5_0
group3026	chrm10block3	naja_thamnophis_naja_thamnophis_m10_16_1_6_0
group150	chrm11block4	naja_thamnophis_naja_thamnophis_m11_15_1_4_0
group194	chrm11block2	naja_thamnophis_naja_thamnophis_m11_15_1_3_0
group315	chrm11block2	naja_thamnophis_naja_thamnophis_m11_15_1_3_0
group373	chrm11block3	naja_thamnophis_naja_thamnophis_m11_15_1_1_0
group481	chrm11block4	naja_thamnophis_naja_thamnophis_m11_15_1_4_0
group542	chrm11block4	naja_thamnophis_naja_thamnophis_m11_15_1_4_0
group548	chrm11block3	naja_thamnophis_naja_thamnophis_m11_15_1_1_0
group551	chrm11block4	naja_thamnophis_naja_thamnophis_m11_15_1_4_0
group601	chrm11block3	naja_thamnophis_naja_thamnophis_m11_15_1_1_0
group1772	chrm11block2	naja_thamnophis_naja_thamnophis_m11_15_1_3_0
group1782	chrm11block2	naja_thamnophis_naja_thamnophis_m11_15_1_3_0
group1905	chrm11block3	naja_thamnophis_naja_thamnophis_m11_15_1_1_0
group1910	chrm11block2	naja_thamnophis_naja_thamnophis_m11_15_1_3_0
group1957	chrm11block2	naja_thamnophis_naja_thamnophis_m11_15_1_3_0
group2216	chrm11block2	naja_thamnophis_naja_thamnophis_m11_15_1_3_0
group2248	chrm11block2	naja_thamnophis_naja_thamnophis_m11_15_1_3_0
group2279	chrm11block2	naja_thamnophis_naja_thamnophis_m11_15_1_3_0
group2451	chrm11block2	naja_thamnophis_naja_thamnophis_m11_15_1_3_0
group2553	chrm11block3	naja_thamnophis_naja_thamnophis_m11_15_1_1_0
group2588	chrm11block2	naja_thamnophis_naja_thamnophis_m11_15_1_3_0
group2744	chrm11block2	naja_thamnophis_naja_thamnophis_m11_15_1_3_0
group2752	chrm11block4	naja_thamnophis_naja_thamnophis_m11_15_1_4_0
group2764	chrm11block3	naja_thamnophis_naja_thamnophis_m11_15_1_1_0
group2806	chrm11block2	naja_thamnophis_naja_thamnophis_m11_15_1_3_0
group2920	chrm11block3	naja_thamnophis_naja_thamnophis_m11_15_1_1_0
group2953	chrm11block2	naja_thamnophis_naja_thamnophis_m11_15_1_3_0
group2956	chrm11block3	naja_thamnophis_naja_thamnophis_m11_15_1_1_0
group2982	chrm11block4	naja_thamnophis_naja_thamnophis_m11_15_1_4_0
group3093	chrm11block1	naja_thamnophis_naja_thamnophis_m11_15_1_2_0
group86	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group171	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group206	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group437	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group636	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group722	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group743	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group799	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group845	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group848	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group852	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group873	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group964	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group967	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group979	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group1030	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group1038	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group1073	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group1278	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group1314	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group1654	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group1804	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group1984	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group2124	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group2223	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group2259	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group2285	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group2321	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group2330	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group2343	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group2447	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group2597	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group2747	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group2999	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group3068	chrm2block1	naja_thamnophis_naja_thamnophis_m2_7_1_1_0
group2	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group66	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group74	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group80	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group109	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group151	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group172	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group192	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group203	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group256	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group326	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group346	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group367	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group379	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group406	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group425	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group451	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group504	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group539	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group546	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group558	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group562	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group563	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group572	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group587	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group591	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group1346	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group1537	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group1612	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group1666	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group1679	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group1694	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group1744	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group1766	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group1809	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group1866	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group1904	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group1919	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group1938	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group1952	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group1966	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group1974	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group1981	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2012	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2028	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2063	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2106	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2115	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2149	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2231	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2246	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2260	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2322	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2344	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2380	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2418	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2489	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2499	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2552	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2638	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2647	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2770	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2830	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2937	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group2944	chrm3block1	naja_thamnophis_naja_thamnophis_m3_12_1_1_0
group46	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group57	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group180	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group342	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group363	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group380	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group387	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group427	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group474	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group489	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group557	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group612	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group659	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group665	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group667	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group672	chrm4block2	naja_thamnophis_naja_thamnophis_m4_1_1_1_0
group713	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group790	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group797	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group823	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group827	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group828	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group834	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group855	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group890	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group905	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group930	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group937	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group1018	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group1032	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group1045	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group1125	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group1223	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group1226	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group1313	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group1337	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group1418	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group1474	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group1570	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group1659	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group1661	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group1732	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group1832	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group1944	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2034	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2087	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2197	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2242	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2253	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2265	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2331	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2390	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2394	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2506	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2545	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2579	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2589	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2632	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2660	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2727	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2728	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2787	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2853	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2883	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2921	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2971	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2979	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group2991	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group3012	chrm4block2	naja_thamnophis_naja_thamnophis_m4_1_1_1_0
group3019	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group3022	chrm4block1	naja_thamnophis_naja_thamnophis_m4_14_1_1_0
group7	chrm5block3	naja_thamnophis_naja_thamnophis_m5_12_1_1_0
group78	chrm5block5	naja_thamnophis_naja_thamnophis_m5_12_1_5_0
group129	chrm5block5	naja_thamnophis_naja_thamnophis_m5_12_1_5_0
group169	chrm5block2	naja_thamnophis_naja_thamnophis_m5_12_1_4_0
group200	chrm5block2	naja_thamnophis_naja_thamnophis_m5_12_1_4_0
group279	chrm5block2	naja_thamnophis_naja_thamnophis_m5_12_1_4_0
group316	chrm5block2	naja_thamnophis_naja_thamnophis_m5_12_1_4_0
group327	chrm5block3	naja_thamnophis_naja_thamnophis_m5_12_1_1_0
group353	chrm5block5	naja_thamnophis_naja_thamnophis_m5_12_1_5_0
group419	chrm5block4	naja_thamnophis_naja_thamnophis_m5_12_1_3_0
group486	chrm5block5	naja_thamnophis_naja_thamnophis_m5_12_1_5_0
group537	chrm5block5	naja_thamnophis_naja_thamnophis_m5_12_1_5_0
group1063	chrm5block2	naja_thamnophis_naja_thamnophis_m5_12_1_4_0
group1368	chrm5block5	naja_thamnophis_naja_thamnophis_m5_12_1_5_0
group1536	chrm5block4	naja_thamnophis_naja_thamnophis_m5_12_1_3_0
group1712	chrm5block5	naja_thamnophis_naja_thamnophis_m5_12_1_5_0
group1720	chrm5block4	naja_thamnophis_naja_thamnophis_m5_12_1_3_0
group1759	chrm5block5	naja_thamnophis_naja_thamnophis_m5_12_1_5_0
group1789	chrm5block5	naja_thamnophis_naja_thamnophis_m5_12_1_5_0
group1801	chrm5block2	naja_thamnophis_naja_thamnophis_m5_12_1_4_0
group1869	chrm5block4	naja_thamnophis_naja_thamnophis_m5_12_1_3_0
group2011	chrm5block4	naja_thamnophis_naja_thamnophis_m5_12_1_3_0
group2026	chrm5block5	naja_thamnophis_naja_thamnophis_m5_12_1_5_0
group2043	chrm5block4	naja_thamnophis_naja_thamnophis_m5_12_1_3_0
group2085	chrm5block2	naja_thamnophis_naja_thamnophis_m5_12_1_4_0
group2097	chrm5block1	naja_thamnophis_naja_thamnophis_m5_12_1_2_0
group2201	chrm5block2	naja_thamnophis_naja_thamnophis_m5_12_1_4_0
group2475	chrm5block5	naja_thamnophis_naja_thamnophis_m5_12_1_5_0
group2556	chrm5block5	naja_thamnophis_naja_thamnophis_m5_12_1_5_0
group2766	chrm5block2	naja_thamnophis_naja_thamnophis_m5_12_1_4_0
group2796	chrm5block2	naja_thamnophis_naja_thamnophis_m5_12_1_4_0
group2828	chrm5block5	naja_thamnophis_naja_thamnophis_m5_12_1_5_0
group2851	chrm5block5	naja_thamnophis_naja_thamnophis_m5_12_1_5_0
group2902	chrm5block5	naja_thamnophis_naja_thamnophis_m5_12_1_5_0
group2915	chrm5block4	naja_thamnophis_naja_thamnophis_m5_12_1_3_0
group2916	chrm5block5	naja_thamnophis_naja_thamnophis_m5_12_1_5_0
group2931	chrm5block5	naja_thamnophis_naja_thamnophis_m5_12_1_5_0
group61	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group95	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group159	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group179	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group248	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group249	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group252	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group271	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group352	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group386	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group399	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group438	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
