Thamnophis_sirtalis.locus	num.Species	CountCover	absolutePIS	percentPIS	mean.pident	pident.Thamnophis_sirtalis	pident.Anolis_carolinensis	pident.Gekko_japonicus	pident.Pogona_vitticeps	pident.Crotalus_horridus	pident.Crotalus_mitchellii	pident.Ophiophagus_hannah	pident.Pantherophis_guttatus	pident.Protobothrops_mucrosquamatus	pident.Python_bivittatus	pident.Vipera_berus	gene.name	locus.length.Thamnophis_sirtalis	mean.variable.sites	min.pident.all	min.pident.subgroup
NW_013661550.1:15123-15485	11	354	120	33.9	75.42	100	60.14	57.25	59.42	84.46	83.53	72.92	72.92	83.19	74.39	81.36	LOC106556236	362	0.25	57.25	72.92
NW_013657837.1:1675934-1676179	11	228	61	26.75	75.45	100	51.96	61.54	53.07	84.31	84.31	82.91	84.44	73.76	71.32	82.35	LOC106538302	245	0.25	51.96	71.32
NW_013659839.1:92868-93041	11	174	71	40.8	75.53	100	44.83	55.35	56.73	85.96	85.06	70.11	87.36	87.36	69.54	88.51	LOC106553034	173	0.24	44.83	69.54
NW_013659291.1:4749-5785	11	957	391	40.86	75.54	100	66.01	70.09	69.83	71.06	71.16	80.28	83.77	76.65	70.32	71.76	LOC106550919	1036	0.24	66.01	70.32
NW_013658574.1:202441-203393	11	858	252	29.37	75.54	100	68.7	68.54	70.24	74.41	74.58	80.65	73.66	76.07	75.68	68.41	LOC106546669	952	0.24	68.41	68.41
NW_013657969.1:886279-888010	11	744	193	25.94	75.54	100	62.2	40.33	39.95	84.17	83.33	89.1	90.78	82.8	76.21	82.12	ZNF541	1731	0.24	39.95	76.21
NW_013657988.1:487792-487924	11	132	68	51.52	75.55	100	58.33	52.27	59.85	86.36	85.61	85.61	72.73	81.06	72.73	76.52	LOC106540733	132	0.24	52.27	72.73
NW_013659237.1:12175-12782	11	606	201	33.17	75.62	100	62.42	59.7	59.94	77.72	77.59	83.17	84.82	78.55	68.52	79.37	LOC106550666	607	0.24	59.7	68.52
NW_013661438.1:28423-30032	11	1602	721	45.01	75.63	100	63.05	62.8	62.32	76.4	75.76	78.38	76.8	80.33	77.15	78.9	LOC106556131	1609	0.24	62.32	75.76
NW_013658631.1:7912-11392	11	1099	146	13.28	75.64	100	35.07	43.4	55.02	82.81	82.06	87.26	88.57	87.3	85.65	84.88	LOC106547067	3480	0.24	35.07	82.06
NW_013660838.1:31230-32012	11	639	255	39.91	75.64	100	58.51	69.64	66.98	75.59	75.12	80.15	79.81	74.96	76.53	74.8	LOC106555308	782	0.24	58.51	74.8
NW_013658825.1:45569-47096	11	1515	627	41.39	75.66	100	71.1	69.17	71.75	72.67	70.28	80.25	76.13	74.67	74.72	71.51	LOC106548390	1527	0.24	69.17	70.28
NW_013658369.1:402556-402772	11	216	78	36.11	75.75	100	68.06	69.01	55.87	75.93	76.39	81.02	81.94	75.93	71.36	77.78	LOC106544881	216	0.24	55.87	71.36
NW_013660879.1:44116-44358	11	240	93	38.75	75.75	100	63.75	67.51	63.29	72.5	80	72.08	75	80.42	78.75	80	LOC106555375	242	0.24	63.29	72.08
NW_013658083.1:642067-642431	11	312	73	23.4	75.77	100	37.24	64.91	68.67	72.3	72.3	93.33	91.23	72.3	88.89	72.3	FAM166A	364	0.24	37.24	72.3
NW_013658150.1:427268-427633	11	363	152	41.87	75.77	100	56.14	58.71	58.68	79.31	80.17	81.54	91.4	78.79	68.6	80.17	LOC106542752	365	0.24	56.14	68.6
NW_013660002.1:9124-9308	11	182	85	46.7	75.78	100	54.64	58.16	60.28	77.59	77.59	88.89	76.5	83.33	77.08	79.49	LOC106553483	184	0.24	54.64	76.5
NW_013658253.1:41980-43381	11	732	159	21.72	75.78	100	33.33	35.29	62.46	85.74	85.74	86.07	90.19	85.65	84.6	84.54	FAM35A	1401	0.24	33.33	84.54
NW_013659807.1:144382-144682	11	288	111	38.54	75.78	100	63.54	56.71	61.81	77.43	79.86	76.39	83.14	80.21	75.69	78.82	LOC106552915	300	0.24	56.71	75.69
NW_013660556.1:78090-79192	11	603	142	23.55	75.78	100	38.27	35.67	37.78	88.56	88.72	91.08	93.24	89.73	83.82	86.73	SLC38A10	1102	0.24	35.67	83.82
NW_013657790.1:543487-544127	11	564	152	26.95	75.79	100	57.58	49.87	61.63	81.45	82.61	81.16	86.67	80.61	69.72	82.41	LOC106557412	640	0.24	49.87	69.72
NW_013658556.1:505704-507963	11	1958	448	22.88	75.82	100	62.48	38.57	62.88	81.32	81.21	86.59	85.79	80.28	75.38	79.49	TLR4	2259	0.24	38.57	75.38
NW_013660993.1:37090-37749	11	245	123	50.2	75.82	100	37.85	39.77	38.1	90.53	91.36	85.16	90.75	90.53	81.25	88.75	ZBTB48	659	0.24	37.85	81.25
NW_013657725.1:1811131-1813525	11	2226	935	42	75.83	100	66.34	69.27	68.56	69.79	67.56	92.6	93.01	67.95	70.17	68.89	LOC106548420	2394	0.24	66.34	67.56
NW_013658630.1:160864-161008	11	141	61	43.26	75.86	100	52.59	26.52	68.09	85.11	86.96	87.23	88.65	86.81	67.42	85.11	LOC106547058	144	0.24	26.52	67.42
NW_013658259.1:498275-498425	11	141	67	47.52	75.87	100	59.09	70.45	62.12	77.78	76.6	70.45	84.03	78.79	75	80.3	LOC106543880	150	0.24	59.09	70.45
NW_013659960.1:56028-56426	11	330	127	38.48	75.88	100	61.67	43.98	54.96	82.42	83.87	71.38	90	82.12	81.18	83.03	CD72	398	0.24	43.98	71.38
NW_013660056.1:125474-127635	11	1758	796	45.28	75.88	100	66.04	68.09	68.49	76.17	72.95	87.1	73.12	75.77	73.94	72.98	LOC106553677	2161	0.24	66.04	72.95
NW_013661391.1:21147-21521	11	213	85	39.91	75.9	100	50.94	54.22	49.4	81.22	80.75	85.92	85.92	82.63	78.26	85.64	LOC106556083	374	0.24	49.4	78.26
NW_013659944.1:95309-96780	11	1470	634	43.13	75.97	100	67.56	67.48	69.26	78.81	70.55	78.57	70.82	78.5	75.39	78.71	LOC106553327	1471	0.24	67.48	70.55
NW_013661095.1:49823-50403	11	579	198	34.2	75.97	100	62.26	63.52	60.36	78.07	77.63	82.21	78.76	78.24	70.16	84.48	LOC106555720	580	0.24	60.36	70.16
NW_013659175.1:85227-87106	11	765	147	19.22	76	100	39.13	39.72	37.5	87.99	88.18	91.5	92.12	88.89	83.14	87.8	USPL1	1879	0.24	37.5	83.14
NW_013661016.1:49076-49335	11	258	110	42.64	76.01	100	57.25	69.02	65.5	77.91	72.48	82.13	82.94	77.13	74.6	77.13	LOC106555608	259	0.24	57.25	72.48
NW_013660683.1:35267-36557	11	607	136	22.41	76.03	100	68.06	37.2	43.23	81.83	81.19	88.16	89.31	82.91	80.63	83.83	FAN1	1290	0.24	37.2	80.63
NW_013658175.1:26900-28234	11	390	125	32.05	76.03	100	39.46	58.89	36.25	86.67	86.41	87.81	90.18	86.15	77.78	86.78	LOC106543035	1334	0.24	36.25	77.78
NW_013658030.1:709811-711191	11	1365	546	40	76.04	100	63.29	62.49	62.37	79.12	79.56	76.19	78.44	79.71	77.95	77.36	LOC106541289	1380	0.24	62.37	76.19
NW_013658480.1:288774-288943	11	168	79	47.02	76.06	100	63.69	56.6	59.75	80.95	80.61	75.76	82.74	81.21	77.38	77.98	LOC106545801	169	0.24	56.6	75.76
NW_013660092.1:112650-112776	11	126	40	31.75	76.12	100	68.25	66.67	64.29	76.19	77.78	78.57	79.37	75.4	73.81	76.98	LOC106553792	126	0.24	64.29	73.81
NW_013658848.1:105251-105498	11	246	73	29.67	76.13	100	68.55	65.41	65.43	78.46	79.27	76.25	75.2	79.57	70.48	78.86	LOC106548543	247	0.24	65.41	70.48
NW_013659493.1:174475-175413	11	897	292	32.55	76.14	100	59.66	61.02	61.65	79.15	74.05	87.63	87.07	74.58	76.3	76.39	LOC106551803	938	0.24	59.66	74.05
NW_013657727.1:96896-97237	11	339	146	43.07	76.15	100	72.86	68.14	75.22	72.57	73.21	75.22	75.3	73.51	76.99	74.63	LOC106548613	341	0.24	68.14	72.57
NW_013658714.1:256464-256673	11	146	61	41.78	76.16	100	59.72	51.85	57.14	82.64	83.33	85.42	85.42	81.56	73.61	77.08	LOC106547693	209	0.24	51.85	73.61
NW_013659012.1:212735-213773	11	1026	456	44.44	76.16	100	60.37	62.73	65.19	79.77	69.52	83.24	80.86	79.38	75.42	81.31	LOC106549519	1038	0.24	60.37	69.52
NW_013657750.1:323291-323547	11	255	64	25.1	76.17	100	60	58.33	57.69	73.94	73.33	85.1	94.12	72.73	75	87.63	LOC106554653	256	0.24	57.69	72.73
NW_013659059.1:5472-5716	11	243	78	32.1	76.17	100	61.21	66.67	64	70.37	76.54	80.25	79.65	81.48	79.11	78.6	LOC106549729	244	0.24	61.21	70.37
NW_013659463.1:52512-52642	11	129	35	27.13	76.18	100	65.87	66.67	64.29	77.52	77.52	79.07	80.16	78.29	72.65	75.97	ADAM28	130	0.24	64.29	72.65
NW_013659190.1:58255-58636	11	330	111	33.64	76.19	100	58.21	59.7	62.69	79.7	80	81.21	81.13	80	74.88	80.61	LOC106550458	381	0.24	58.21	74.88
NW_013660548.1:5547-5967	11	396	143	36.11	76.2	100	62.89	62.54	64.17	72.07	81.39	84.09	87.16	74.17	76.47	73.27	LOC106554815	420	0.24	62.54	72.07
NW_013661016.1:39134-39476	11	339	141	41.59	76.21	100	58.7	75.81	62.24	78.76	75.81	77.58	74.34	75.81	80.53	78.76	LOC106555606	342	0.24	58.7	74.34
NW_013657940.1:1027843-1028055	11	213	90	42.25	76.23	100	58.33	51.57	54.09	84.51	80.75	84.04	84.04	84.76	75.24	81.22	LOC106540003	212	0.24	51.57	75.24
NW_013658029.1:518656-518934	11	273	114	41.76	76.26	100	56.93	57.97	62.59	79.12	78.75	81.68	85.93	78.39	77.66	79.85	LOC106541285	278	0.24	56.93	77.66
NW_013660663.1:53950-55134	11	514	125	24.32	76.29	100	48.06	45.74	65.93	92.88	93.53	72.94	93.56	93.85	66.67	66.03	LOC106555032	1184	0.24	45.74	66.03
NW_013660018.1:14225-15001	11	774	216	27.91	76.29	100	53.99	56.25	62.56	81.56	75.32	85.71	82.65	81.91	76.23	83.01	LOC106553544	776	0.24	53.99	75.32
NW_013659042.1:37689-38664	11	777	202	26	76.3	100	59.84	58.07	50.54	83.01	83.33	85.15	86.81	82.23	68.19	82.13	LOC106549659	975	0.24	50.54	68.19
NW_013659403.1:762-1430	11	309	88	28.48	76.31	100	37.17	62.64	57.81	81.88	81.88	86.14	89.67	82.52	79.69	80	LOC106551432	668	0.24	37.17	79.69
NW_013660098.1:15595-16892	11	837	206	24.61	76.31	100	39.9	40.41	35.71	88.27	88.27	92.06	93.67	83.57	90.62	86.98	LOC106553806	1297	0.24	35.71	83.57
NW_013658053.1:128207-129142	11	732	167	22.81	76.33	100	68.53	64.65	65.43	73.63	77.26	87.66	75.4	75.07	79.47	72.55	LOC106541598	935	0.24	64.65	72.55
NW_013659012.1:305006-307131	11	2064	904	43.8	76.35	100	65.55	66.22	64.87	85.05	65.32	86.48	78.91	84.19	78.13	65.13	LOC106549524	2125	0.24	64.87	65.13
NW_013662026.1:1452-3113	11	1599	728	45.53	76.37	100	62.41	63.04	64.48	74.8	75.41	76.8	94.1	75.98	77.74	75.3	LOC106556544	1661	0.24	62.41	74.8
NW_013657966.1:8258-8536	11	276	112	40.58	76.38	100	66.28	52.17	54.81	80.43	80.43	80.22	81.68	82.05	78.75	83.33	B2M	278	0.24	52.17	78.75
NW_013659554.1:23139-23921	11	783	199	25.42	76.42	100	63.64	54.19	68.52	78.93	79.82	80.9	79.82	80.2	76.54	78.03	LOC106552048	782	0.24	54.19	76.54
NW_013660427.1:8083-8277	11	169	71	42.01	76.43	100	60	60.32	57.04	80.36	82.8	80.86	85.64	83.03	69.7	80.95	LOC106554605	194	0.24	57.04	69.7
NW_013658394.1:203123-203629	11	399	184	46.12	76.45	100	48.22	46.93	47.57	86.09	86.78	86.72	86.99	86.78	78.69	86.21	OASL	506	0.24	46.93	78.69
NW_013659770.1:136790-137194	11	302	72	23.84	76.46	100	59.26	56.48	60.19	78.85	78.21	90.09	86.83	81.41	73.76	76.03	UVSSA	404	0.24	56.48	73.76
NW_013660036.1:30859-33030	11	1209	369	30.52	76.48	100	60.57	56.01	59.29	80.89	80.65	85.05	84.55	80.89	72.34	80.99	LOC106553608	2171	0.24	56.01	72.34
NW_013657787.1:907104-907239	11	135	66	48.89	76.5	100	57.36	58.91	56.59	81.48	80.74	84.44	88.64	81.48	71.85	80	LOC106557336	135	0.23	56.59	71.85
NW_013657769.1:413271-413531	11	105	44	41.9	76.51	100	28.57	36.51	36.51	90.48	92.38	91.43	93.33	90.48	90.48	91.43	FAM199X	260	0.23	28.57	90.48
NW_013659043.1:332450-332578	11	129	43	33.33	76.53	100	67.44	65.89	68.99	75.97	75.19	75.97	79.84	79.84	72.09	80.62	ST3GAL5	128	0.23	65.89	72.09
NW_013657881.1:23059-23480	11	237	89	37.55	76.54	100	34.19	35.2	31.2	91.56	91.56	91.14	94.76	92.41	89.05	90.91	EVA1B	421	0.23	31.2	89.05
NW_013658138.1:668926-669176	11	249	87	34.94	76.54	100	62.92	68.33	71.49	74.3	76.25	72.69	85.04	75.1	78.75	77.11	LOC106542647	250	0.23	62.92	72.69
NW_013660208.1:115663-116221	11	471	101	21.44	76.56	100	70.37	51.9	65.25	82.48	82.48	82.02	88.33	74.79	70.2	74.36	LOC106554077	558	0.23	51.9	70.2
NW_013657692.1:117492-117726	11	225	92	40.89	76.56	100	48.1	58.1	48.81	86.38	84.23	84.19	88.03	85.92	72.51	85.92	LOC106538957	234	0.23	48.1	72.51
NW_013660922.1:41192-41578	11	264	66	25	76.56	100	80.74	81.06	80.74	69.74	65.73	87.57	71.08	68.21	67.19	70.15	TBC1D8B	386	0.23	65.73	65.73
NW_013661765.1:18837-19004	11	168	55	32.74	76.59	100	45.45	69.64	70.24	77.58	76.79	82.14	82.14	77.58	81.21	79.76	LOC106556401	167	0.23	45.45	76.79
NW_013658018.1:902583-902786	11	157	66	42.04	76.6	100	60.87	64.44	62.39	82	72.68	78.26	92.95	71.58	76	81.41	LOC106541147	203	0.23	60.87	71.58
NW_013657697.1:615871-616031	11	159	64	40.25	76.6	100	40.19	40.19	39.39	91.82	90.57	91.82	88.24	91.19	77.36	91.82	LOC106540565	160	0.23	39.39	77.36
NW_013657930.1:148494-148824	11	282	124	43.97	76.66	100	56.52	57.25	53.56	81.91	81.21	85.26	87.23	82.98	76.84	80.5	LOC106539838	330	0.23	53.56	76.84
NW_013657940.1:793184-794008	11	795	272	34.21	76.67	100	65.57	66.67	56.99	75.72	73.64	86.91	88.02	76.48	77.91	75.49	LOC106540002	824	0.23	56.99	73.64
NW_013658050.1:735763-735955	11	192	53	27.6	76.69	100	64.1	70.67	75.64	76.12	76.87	83.33	67.91	75.64	72.52	80.77	DFFA	192	0.23	64.1	67.91
NW_013657828.1:953162-953438	11	276	102	36.96	76.69	100	64.34	65.89	64.75	76.81	76.81	85.14	85.19	76.09	71.74	76.81	LOC106538133	276	0.23	64.34	71.74
NW_013658280.1:38882-39276	11	342	112	32.75	76.71	100	63.68	59.35	64.44	78.65	78.65	82.25	85.67	75.8	74.85	80.41	LOC106544068	394	0.23	59.35	74.85
NW_013658780.1:151604-153330	11	1239	540	43.58	76.71	100	60.4	60.5	63.83	74.16	78.41	90.85	78.13	78.58	81.26	77.72	LOC106548131	1726	0.23	60.4	74.16
NW_013657934.1:853313-856355	11	951	137	14.41	76.74	100	32.1	56.28	60.68	85.59	86.24	88.21	88.97	85.05	76.03	84.94	LOC106539889	3042	0.23	32.1	76.03
NW_013659149.1:128342-129274	11	372	155	41.67	76.76	100	41.55	37.9	34.63	90.05	89.52	90.76	94.35	90.59	85.75	89.25	PARP10	932	0.23	34.63	85.75
NW_013657998.1:91329-91449	11	120	39	32.5	76.77	100	64.04	63.33	71.05	75	75.83	81.58	83.33	75.83	77.5	76.92	SLC34A2	120	0.23	63.33	75
NW_013661659.1:1451-1773	11	309	147	47.57	76.77	100	56.86	54.13	65.02	82.52	81.61	79.68	83.99	82.2	78.76	79.68	LOC106556322	322	0.23	54.13	78.76
NW_013659347.1:66503-67708	11	633	269	42.5	76.78	100	51.57	51.79	52.75	84.36	84.83	88.73	75.96	85.15	83.93	85.47	LOC106551201	1205	0.23	51.57	75.96
NW_013657829.1:1431736-1433535	11	1611	404	25.08	76.78	100	50	55.26	55.43	84.67	84.49	84.91	87.62	84.2	74.61	83.43	LOC106538169	1799	0.23	50	74.61
NW_013659246.1:248496-250253	11	1584	597	37.69	76.79	100	69.98	70.65	69.33	70.06	69.87	70.85	70.69	85.83	82	85.45	LOC106550710	1757	0.23	69.33	69.87
NW_013658204.1:614040-614252	11	213	78	36.62	76.79	100	60.16	54.9	54.9	84.04	84.04	81.69	85.45	83.57	73.81	82.16	LOC106543313	212	0.23	54.9	73.81
NW_013660056.1:98313-99184	11	519	205	39.5	76.8	100	67.75	68.63	69.78	74.89	71.72	87.94	80.26	75.7	75.8	72.29	LOC106553673	871	0.23	67.75	71.72
NW_013659014.1:143197-145416	11	569	245	43.06	76.82	100	44.17	45.31	42.39	91.47	91.86	78.89	79.19	92.83	86.81	92.05	MAPK8IP2	2219	0.23	42.39	78.89
NW_013658661.1:461241-461409	11	168	79	47.02	76.82	100	51.33	62.26	55.36	65.48	86.79	88.27	85.26	86.54	77.38	86.31	LOC106547280	168	0.23	51.33	65.48
NW_013660324.1:99829-100771	11	387	104	26.87	76.83	100	61.35	59.62	64.34	77.91	76.31	83.45	88.59	78.71	76.13	78.74	LOC106554376	942	0.23	59.62	76.13
NW_013659591.1:30232-30423	11	186	70	37.63	76.85	100	65	58.06	69.44	77.96	78.49	80.65	78.49	82.26	77.6	77.42	LOC106552215	191	0.23	58.06	77.42
NW_013658421.1:34028-34462	11	261	57	21.84	76.86	100	82.61	77.08	75.21	70.07	70.75	70.44	88.89	70.07	70.51	69.84	LOC106545315	434	0.23	69.84	69.84
NW_013657988.1:443741-443883	11	141	57	40.43	76.86	100	71.74	67.39	68.79	68.09	83.69	86.52	68.79	82.98	79.43	68.09	LOC106540727	142	0.23	67.39	68.09
NW_013657969.1:617289-617479	11	186	94	50.54	76.87	100	59.44	60.34	58.06	81.41	82.05	82.54	85.71	78.49	78.49	79.03	LOC106540486	190	0.23	58.06	78.49
NW_013661224.1:5275-5430	11	150	53	35.33	76.88	100	69.33	71.33	70.67	76	76.67	77.33	78	75.33	75.33	75.64	TERF2	155	0.23	69.33	75.33
NW_013659287.1:263014-264481	11	1044	392	37.55	76.88	100	69.84	67.72	68.49	75.48	75.29	83.72	78.9	75.57	75.48	75.19	LOC106550897	1467	0.23	67.72	75.19
NW_013659223.1:160846-162174	11	939	120	12.78	76.93	100	35.83	62.1	58.75	83.21	81.71	87.34	90.61	82.44	83.54	80.67	R3HCC1	1328	0.23	35.83	80.67
NW_013658448.1:275467-275742	11	273	108	39.56	76.93	100	60.07	59.93	62.27	80.9	80.9	78.39	85.77	80.9	74.73	82.4	LOC106545552	275	0.23	59.93	74.73
NW_013657718.1:1648804-1649063	11	258	93	36.05	76.96	100	67.06	65.12	60.39	76.36	75.97	88.76	79.86	76.74	79.07	77.19	LOC106546444	259	0.23	60.39	75.97
NW_013658365.1:602772-604237	11	1290	531	41.16	76.96	100	62.76	64.1	63.13	84.25	84	84.33	66.34	84.33	68.73	84.58	LOC106544844	1465	0.23	62.76	66.34
NW_013658766.1:148782-148977	11	195	69	35.38	76.97	100	66.67	63.08	64.1	78.46	78.46	82.05	84.62	78.97	73.33	76.92	LOC106548041	195	0.23	63.08	73.33
NW_013658556.1:94562-94709	11	147	52	35.37	76.98	100	65.83	63.64	60.83	80.95	81.63	86.39	83.67	75.51	67.35	80.95	C9	147	0.23	60.83	67.35
NW_013658100.1:326983-328013	11	996	337	33.84	76.98	100	66.98	64.65	56.28	77.88	77.71	74.97	74.97	86.59	82.88	83.88	LOC106542183	1030	0.23	56.28	74.97
NW_013658582.1:457033-458016	11	483	105	21.74	77	100	47.92	59.56	58.87	83.73	83.73	90.68	89.42	85.07	65.37	82.67	LOC106546723	983	0.23	47.92	65.37
NW_013658655.1:304462-304626	11	162	68	41.98	77.01	100	62.79	61.64	68.75	76.92	76.92	84.85	86.67	76.92	73.46	78.21	LOC106547254	164	0.23	61.64	73.46
NW_013658661.1:60750-61087	11	333	135	40.54	77.01	100	61.26	60.45	60.66	77.78	79.42	85.12	86.61	79.01	79.88	76.95	LOC106547281	337	0.23	60.45	76.95
NW_013658853.1:24558-25915	11	491	94	19.14	77.04	100	51.14	52.97	53.24	85.33	84.89	85.81	86.3	84	80.45	83.33	LOC106548569	1357	0.23	51.14	80.45
NW_013660270.1:239454-239720	11	171	64	37.43	77.04	100	60.38	64.91	69.59	79.53	76.61	77.38	88.26	78.36	72.35	80.12	LOC106554243	266	0.23	60.38	72.35
NW_013659807.1:162649-162940	11	291	106	36.43	77.05	100	64.93	54.43	68.06	81.1	79.38	77.66	83.51	81.1	78.01	79.38	LOC106552917	291	0.23	54.43	77.66
NW_013661049.1:24219-24621	11	220	48	21.82	77.06	100	66.67	65.45	33.33	78.79	78.18	91.67	92.98	80	82.14	78.4	GOLGB1	402	0.23	33.33	78.18
NW_013658896.1:150726-150902	11	177	60	33.9	77.06	100	62.71	62.64	63.84	79.1	78.53	81.03	84.18	79.66	76.27	79.66	LOC106548819	176	0.23	62.64	76.27
NW_013660628.1:46688-47459	11	513	197	38.4	77.06	100	64.8	67.85	70.86	73.18	70.96	88.5	83.23	77.51	77.71	73.1	LOC106554962	771	0.23	64.8	70.96
NW_013657997.1:923010-923229	11	219	80	36.53	77.08	100	62.05	58.97	59.49	84.33	80.37	85.39	82.63	82.19	68.95	83.56	LOC106540817	219	0.23	58.97	68.95
NW_013658058.1:818322-819588	11	831	209	25.15	77.09	100	60.82	53.39	63.74	81.14	80.49	80.94	77.61	81.36	90.06	78.42	LOC106541659	1266	0.23	53.39	77.61
NW_013658297.1:465358-466165	11	804	219	27.24	77.11	100	53.56	56.19	58.55	82.09	79.28	88.35	80.72	87.24	80.1	82.09	LOC106544242	807	0.23	53.56	79.28
NW_013659689.1:11967-12452	11	474	180	37.97	77.12	100	60.4	61.97	65.17	81.43	81.22	83.74	83.22	81.22	70.91	78.98	ISG15	485	0.23	60.4	70.91
NW_013658040.1:236265-236498	11	198	30	15.15	77.12	100	70.71	76.77	70.2	75.25	75.25	76.77	76.26	74.13	75.76	77.27	LOC106541401	233	0.23	70.2	74.13
NW_013659289.1:165497-165715	11	216	79	36.57	77.13	100	48.39	64.81	66.67	80.09	81.02	83.33	83.33	81.02	77.31	82.41	LAMC3	218	0.23	48.39	77.31
NW_013660010.1:1131-1692	11	237	75	31.65	77.13	100	70	34.25	30.91	87.76	87.76	87.76	89.66	87.76	84.85	87.76	LOC106553515	561	0.23	30.91	84.85
NW_013657693.1:565290-567281	11	704	141	20.03	77.18	100	47.37	40.15	47.81	86.4	86.55	89.58	91.6	87.44	84.64	87.44	LOC106539362	1991	0.23	40.15	84.64
NW_013658528.1:56211-56789	11	303	65	21.45	77.19	100	42.34	36.23	42.03	88	89.33	94.06	94.39	89.33	84.95	88.45	RCSD1	578	0.23	36.23	84.95
NW_013660325.1:22519-22694	11	176	62	35.23	77.22	100	61.49	62.64	61.49	79.31	80.46	80.46	85.06	80.46	75.86	82.18	LOC106554381	175	0.23	61.49	75.86
NW_013658615.1:164476-164716	11	138	56	40.58	77.23	100	60	66.67	60.83	79.71	78.99	85.51	87.68	78.99	70.76	80.43	AQP10	240	0.23	60	70.76
NW_013657844.1:1225855-1226119	11	261	96	36.78	77.24	100	66.67	64.71	65.24	77.39	75.48	82.58	87.27	78.54	75.1	76.63	AKAP11	264	0.23	64.71	75.1
NW_013658238.1:191699-192900	11	1158	494	42.66	77.24	100	67.02	64.81	68.1	68.72	69.16	93.92	93.59	69.34	84.83	70.13	LOC106543636	1201	0.23	64.81	68.72
NW_013658047.1:348426-348580	11	153	68	44.44	77.24	100	67.97	56.21	71.9	77.78	79.08	75.82	84.97	79.74	79.08	77.12	UBE2L6	154	0.23	56.21	75.82
NW_013658411.1:166171-166419	11	135	48	35.56	77.25	100	74.36	72.87	68.47	75.19	71.01	84.03	84.44	69.77	75.19	74.42	LOC106545240	248	0.23	68.47	69.77
NW_013657865.1:564386-565113	11	704	172	24.43	77.26	100	53.33	62.18	47.57	82.55	81.83	87.59	90.38	83.85	78.59	81.97	LOC106538803	727	0.23	47.57	78.59
NW_013659980.1:3833-4630	11	798	210	26.32	77.26	100	54.52	63.21	59.57	81.7	80.83	80.7	80.86	86.22	78.59	83.67	LOC106553406	797	0.23	54.52	78.59
NW_013661899.1:11225-11402	11	177	63	35.59	77.27	100	63.84	60.45	63.84	82.46	82.46	80.7	81.36	83.04	72.32	79.53	LOC106556476	177	0.23	60.45	72.32
NW_013660046.1:48497-48822	11	315	114	36.19	77.28	100	60.64	67.78	64.44	79.94	77.26	80.06	83.99	80.91	73.47	81.59	LOC106553643	325	0.23	60.64	73.47
NW_013659999.1:7791-8873	11	1077	455	42.25	77.29	100	62.4	64.35	60.91	79.11	79.67	81.63	80.87	81.52	78.09	81.62	LOC106553471	1082	0.23	60.91	78.09
NW_013658261.1:472873-473259	11	321	131	40.81	77.3	100	62.81	68.55	68.61	76.01	75.7	82.54	90.71	77.26	71.96	76.19	LOC106543919	386	0.23	62.81	71.96
NW_013662291.1:1341-2792	11	1311	419	31.96	77.31	100	53.29	47.84	64.63	88.63	87.95	91.68	74.85	88.86	77.88	74.75	LOC106556616	1451	0.23	47.84	74.75
NW_013658909.1:122422-122842	11	318	116	36.48	77.31	100	58.7	60.64	57.97	80.59	86.05	82.7	82.19	84.59	78.26	78.75	LOC106548913	420	0.23	57.97	78.26
NW_013658034.1:829109-829305	11	192	60	31.25	77.34	100	63.19	61.36	65.83	78.65	78.65	88.54	80.73	78.65	74.36	80.73	LOC106541327	196	0.23	61.36	74.36
NW_013659689.1:184377-185315	11	816	338	41.42	77.38	100	66.29	67.04	63.85	79.82	81.13	75	80.02	79.18	78.19	80.64	LOC106552573	938	0.23	63.85	75
NW_013658310.1:555888-556707	11	714	94	13.17	77.38	100	40.62	47.92	43.75	89.38	88.89	91.08	90.15	88.46	85.68	85.22	BIN2	819	0.23	40.62	85.22
NW_013657830.1:619547-620667	11	1119	470	42	77.39	100	62.89	67.65	65.3	79.12	79.21	78.73	79.62	79.57	79.1	80.07	LOC106538189	1120	0.23	62.89	78.73
NW_013658618.1:59593-59984	11	305	90	29.51	77.4	100	68.24	41.89	64.97	79.8	81.14	85.52	90.91	85.14	72.73	81.01	LOC106546995	391	0.23	41.89	72.73
NW_013658029.1:350201-350370	11	168	71	42.26	77.4	100	60.61	59.52	50.91	83.93	83.33	86.31	85.71	81.55	76.79	82.74	LOC106541281	169	0.23	50.91	76.79
NW_013658453.1:447719-447955	11	234	86	36.75	77.41	100	61.19	64.84	66.67	78.21	77.78	84.39	83.33	79.91	76.13	79.06	PTRH1	236	0.23	61.19	76.13
NW_013658812.1:36262-37237	11	963	349	36.24	77.42	100	56.32	62.6	60.88	82.76	82.76	83.9	84.11	82.76	74.16	81.31	FBXL8	975	0.23	56.32	74.16
NW_013658917.1:137596-138152	11	555	194	34.95	77.42	100	62.12	63.17	63.36	82.94	79.82	84.68	84.5	79.64	72.07	79.28	EFCAB5	556	0.23	62.12	72.07
NW_013658981.1:320684-321009	11	324	128	39.51	77.42	100	63.7	68.54	65.17	78.09	77.47	81	79.75	81.19	75.91	80.86	LOC106549353	325	0.23	63.7	75.91
