target.locus	gene	mRNA	CDS	subject.NCBI.coordinates	accession.homolog	subject.start.homolog	subject.end.homolog	subject.contig.sense	Gene.ID	Gene.Name	Gene.Range	Gene.target.Sense	mRNA.Range	mRNA.target.Sense	CDS.Range	CDS.target.Sense	CDS_codon_start	target_codon_start
WeinellEntry218	yes	yes	yes	NW_013657692.1:117489-117729	NW_013657692.1	117489	117729	1	106538957	LOC106538957	4..>241	1	4..>238	1	4..>238	1	1	1
WeinellEntry219	yes	yes	yes	NW_013660922.1:41145-41625	NW_013660922.1	41145	41625	1	106555453	TBC1D8B	<1..>481	-1	<1..>434	-1	48..>434	-1	1	3
WeinellEntry220	yes	yes	yes	NW_013661765.1:18801-19041	NW_013661765.1	18801	19041	1	106556401	LOC106556401	<1..>241	-1	<37..>204	-1	<37..>204	-1	1	2
WeinellEntry222	yes	yes	yes	NW_013657697.1:615831-616071	NW_013657697.1	615831	616071	1	106540565	LOC106540565	<1..>241	-1	<41..>201;<41..>201;<41..>201;<41..>201;<41..>201	-1;-1;-1;-1;-1	<41..>201;<41..>201;<41..>201;<41..>201;<41..>201	-1;-1;-1;-1;-1	3;3;3;3;3	1;1;1;1;1
WeinellEntry223	yes	yes	yes	NW_013657930.1:148479-148839	NW_013657930.1	148479	148839	1	106539838	LOC106539838	<1..>361	-1	<16..>361	-1	<16..346	-1	1	1
WeinellEntry224	yes	yes	yes	NW_013657940.1:793176-794016	NW_013657940.1	793176	794016	1	106540002	LOC106540002	<1..>841	-1	<9..>833	-1	<9..>833	-1	1	3
WeinellEntry226	yes	yes	yes	NW_013657828.1:953120-953480	NW_013657828.1	953120	953480	1	106538133	LOC106538133	<1..>349	-1	<43..>349	-1	<43..319	-1	1	1
WeinellEntry227	yes	yes	yes	NW_013658280.1:38839-39319	NW_013658280.1	38839	39319	1	106544068	LOC106544068	<1..>481	-1	<1..>438	-1	44..>438	-1	3	1
WeinellEntry229	yes	yes	yes	NW_013657934.1:853274-856394	NW_013657934.1	853274	856394	1	106539889	LOC106539889	40..>3121	-1	40..>3082	-1	40..>3082	-1	—	–
WeinellEntry230	yes	yes	yes	NW_013659149.1:128328-129288	NW_013659149.1	128328	129288	1	106550235	PARP10	<1..>961	-1	<15..>947	-1	<15..>947	-1	3	2
WeinellEntry231	yes	yes	yes	NW_013657998.1:91329-91449	NW_013657998.1	91329	91449	1	106540838	SLC34A2	<1..>121	1	<1..>121	1	<1..>121	1	1	1
WeinellEntry232	yes	yes	yes	NW_013661659.1:1432-1792	NW_013661659.1	1432	1792	1	106556322	LOC106556322	<20..342	1	<20..342	1	<20..342	1	3	1
WeinellEntry233	yes	yes	yes	NW_013659347.1:66446-67766	NW_013659347.1	66446	67766	1	106551201	LOC106551201	<1..>1321	-1	<1..>1321	-1	58..1263	-1	1	2
WeinellEntry234	yes	yes	yes	NW_013657829.1:1431736-1433536	NW_013657829.1	1431736	1433536	1	106538171;106538169	LOC106538171;LOC106538169	<1..>1801;<1..>1801	1;1	<1..>1800	1	1..>1800	1	—	–
WeinellEntry235	yes	yes	yes	NW_013659246.1:248475-250275	NW_013659246.1	248475	250275	1	106550710	LOC106550710	22..1779	-1	22..1779	-1	22..1779	-1	1	2
WeinellEntry238	yes	yes	yes	NW_013659014.1:143167-145447	NW_013659014.1	143167	145447	1	106549536	MAPK8IP2	<1..>2281	1	<31..>2250	1	<31..>2250	1	3	3
WeinellEntry239	yes	yes	yes	NW_013658661.1:461205-461445	NW_013658661.1	461205	461445	1	106547280	LOC106547280	<1..>241	-1	<37..>205	-1	<37..>205	-1	1	1
WeinellEntry240	yes	yes	yes	NW_013660324.1:100780-99820	NW_013660324.1	100780	99820	1	106554376	LOC106554376	10..>952	-1	10..>952	-1	10..>952	-1	2	2
WeinellEntry241	yes	yes	yes	NW_013659591.1:30208-30448	NW_013659591.1	30208	30448	1	106552215	LOC106552215	<1..>241	1	<25..>241	1	<25..216	1	1	1
WeinellEntry243	yes	yes	yes	NW_013657988.1:443692-443932	NW_013657988.1	443692	443932	1	106540727	LOC106540727	<1..>241	-1	<50..>192	-1	<50..>192	-1	1	2
WeinellEntry244	yes	yes	yes	NW_013657969.1:617264-617504	NW_013657969.1	617264	617504	1	106540486	LOC106540486	<1..>241	-1	<1..>216;<1..>216;<1..>216	-1;-1;-1	26..>216;26..>216;26..>216	-1;-1;-1	3;3;3	1;1;1
WeinellEntry245	yes	yes	yes	NW_013661224.1:5233-5473	NW_013661224.1	5233	5473	1	106555903	TERF2	<1..>241	1	<43..>241;<43..>241;<43..>241;<43..>241	1;1;1;1	<43..198;<43..134;<43..134;<43..134	1;1;1;1	1;1,3;1,3;1,3	1;1,3;1,3;1,3
WeinellEntry247	yes	yes	yes	NW_013659223.1:160790-162230	NW_013659223.1	160790	162230	1	106550614	R3HCC1	<57..>1441	1	<57..>1385	1	<57..>1385	1	1	3
WeinellEntry248	yes	yes	yes	NW_013658448.1:275425-275785	NW_013658448.1	275425	275785	1	106545552	LOC106545552	<1..>318	-1	<43..>318	-1	<43..>318	-1	3	1
WeinellEntry249	yes	yes	yes	NW_013657718.1:1648754-1649114	NW_013657718.1	1648754	1649114	1	106546444	LOC106546444	<1..310	1	<51..310	1	<51..310	1	3	2
WeinellEntry250	yes	yes	yes	NW_013658365.1:602725-604285	NW_013658365.1	602725	604285	1	106544844	LOC106544844	<1..>1561	1	<394..>1561;<48..>1561	1;1	<394..1513;<48..1513	1;1	2;3	2;2
WeinellEntry251	yes	yes	yes	NW_013658766.1:148760-149000	NW_013658766.1	148760	149000	1	106548041	LOC106548041	<1..>241	1	<23..>218	1	<23..>218	1	2	3
WeinellEntry253	yes	yes	yes	NW_013658100.1:326958-328038	NW_013658100.1	326958	328038	1	106542183	LOC106542183	<1..>1081	1	<26..>1081	1	<26..1056	1	3	1
WeinellEntry254	yes	yes	yes	NW_013658582.1:456985-458065	NW_013658582.1	456985	458065	1	106546723	LOC106546723	<49..>1081	1	<49..>1081	1	<49..1032	1	1	1
WeinellEntry255	yes	yes	yes	NW_013658655.1:304424-304664	NW_013658655.1	304424	304664	1	106547254	LOC106547254	<1..>241	1	<39..>203	1	<39..>203	1	1	3
WeinellEntry256	yes	yes	yes	NW_013658661.1:60739-61099	NW_013658661.1	60739	61099	1	106547281	LOC106547281	<1..>361	1	<12..>361	1	<12..349	1	3	2
WeinellEntry257	yes	yes	yes	NW_013658853.1:24517-25957	NW_013658853.1	24517	25957	1	106548569	LOC106548569	<1..>1399	-1	<1..>1399	-1	42..>1399	-1	3	3
WeinellEntry258	yes	yes	yes	NW_013660270.1:239407-239767	NW_013660270.1	239407	239767	1	106554243	LOC106554243	<1..>361	-1	<48..>314	-1	<48..>314	-1	3	2
WeinellEntry259	yes	yes	yes	NW_013659807.1:162615-162975	NW_013659807.1	162615	162975	1	106552917	LOC106552917	35..>361	-1	35..>326	-1	35..>326	-1	2	1
WeinellEntry260	yes	yes	yes	NW_013661049.1:24180-24660	NW_013661049.1	24180	24660	1	106555651	GOLGB1	<1..>481	-1	<40..>442	-1	<40..>442	-1	1	1
WeinellEntry261	yes	yes	yes	NW_013658896.1:150694-150934	NW_013658896.1	150694	150934	1	106548819	LOC106548819	<1..>241	1	<33..>209	1	<33..>209	1	1	3
WeinellEntry262	yes	yes	yes	NW_013660628.1:46654-47494	NW_013660628.1	46654	47494	1	106554962	LOC106554962	<1..>841	1	<35..>841	1	<35..>841	1	—	–
WeinellEntry263	yes	yes	yes	NW_013657997.1:923000-923240	NW_013657997.1	923000	923240	1	106540817	LOC106540817	<1..>241	1	<11..>241	1	<11..230	1	2	3
WeinellEntry264	yes	yes	yes	NW_013658058.1:818295-819615	NW_013658058.1	818295	819615	1	106541659	LOC106541659	<1..>1321	-1	<28..>1294	-1	<28..>1294	-1	3	3
WeinellEntry265	yes	yes	yes	NW_013658297.1:465342-466182	NW_013658297.1	465342	466182	1	106544242	LOC106544242	<1..>841	-1	<17..>824	-1	<17..>824	-1	2	1
WeinellEntry266	yes	yes	yes	NW_013659689.1:11910-12510	NW_013659689.1	11910	12510	1	106552569	ISG15	<58..>601	1	<58..>601	1	<58..543	1	1	1
WeinellEntry267	yes	yes	yes	NW_013658040.1:236262-236502	NW_013658040.1	236262	236502	1	106541401	LOC106541401	<1..>241	1	<4..>237	1	<4..>237	1	—	–
WeinellEntry268	yes	yes	yes	NW_013659289.1:165486-165726	NW_013659289.1	165486	165726	1	106550904	LAMC3	<1..>241	-1	<12..>230	-1	<12..>230	-1	3	2
WeinellEntry269	yes	yes	yes	NW_013660010.1:1112-1712	NW_013660010.1	1112	1712	1	106553515	LOC106553515	<1..>601	1	<1..>581	1	20..>581	1	1	2
WeinellEntry270	yes	yes	yes	NW_013657693.1:565266-567306	NW_013657693.1	565266	567306	1	106539362	LOC106539362	<1..>2041	-1	<25..>2016	-1	<25..>2016	-1	3	1
WeinellEntry271	yes	yes	yes	NW_013658528.1:56200-56800	NW_013658528.1	56200	56800	1	106546259	RCSD1	<1..>601	1	<12..>601	1	<12..590	1	1	3
WeinellEntry272	yes	yes	yes	NW_013660325.1:22487-22727	NW_013660325.1	22487	22727	1	106554381	LOC106554381	<1..>241	1	<33..>208	1	<33..>208	1	3	2
WeinellEntry273	yes	yes	yes	NW_013658615.1:164476-164716	NW_013658615.1	164476	164716	1	106546967	AQP10	<1..>241	-1	<1..>241	-1	1..>241	-1	2	2
WeinellEntry274	yes	yes	yes	NW_013657844.1:1225807-1226167	NW_013657844.1	1225807	1226167	1	106538423	AKAP11	<1..>361	-1	<49..>313	-1	<49..>313	-1	1	1
WeinellEntry275	yes	yes	yes	NW_013658238.1:191640-192960	NW_013658238.1	191640	192960	1	106543636	LOC106543636	<1..1261	1	<60..1261	1	<60..1261	1	3	2
WeinellEntry276	yes	yes	yes	NW_013658047.1:348383-348623	NW_013658047.1	348383	348623	1	106541479	UBE2L6	<1..>241	-1	<1..>198	-1	44..>198	-1	3	1
WeinellEntry278	yes	yes	yes	NW_013657865.1:564330-565170	NW_013657865.1	564330	565170	1	106538803	LOC106538803	<1..838	1	<57..838	1	<57..784	1	3	2
WeinellEntry279	yes	yes	yes	NW_013659980.1:3812-4652	NW_013659980.1	3812	4652	1	106553406	LOC106553406	22..>841	1	22..>819	1	22..>819	1	1	1
WeinellEntry280	yes	yes	yes	NW_013661899.1:11194-11434	NW_013661899.1	11194	11434	1	106556476	LOC106556476	<1..>209	-1	<32..>209	-1	<32..>209	-1	2	1
WeinellEntry283	yes	yes	yes	NW_013658261.1:472826-473306	NW_013658261.1	472826	473306	1	106543919	LOC106543919	<1..>481	-1	<48..>434	-1	<48..>434	-1	1	3
WeinellEntry284	yes	yes	yes	NW_013662291.1:1287-2847	NW_013662291.1	1287	2847	1	106556616	LOC106556616	<1..1506	1	<1..1506	1	55..1506	1	1	1
WeinellEntry285	yes	yes	yes	NW_013658909.1:122392-122872	NW_013658909.1	122392	122872	1	106548913	LOC106548913	<1..>481	-1	<31..>451	-1	<31..>451	-1	3	3
WeinellEntry286	yes	yes	yes	NW_013658034.1:829087-829327	NW_013658034.1	829087	829327	1	106541327	LOC106541327	<1..>241	-1	<23..>219	-1	<23..>219	-1	3	1
WeinellEntry288	yes	yes	yes	NW_013658310.1:555878-556718	NW_013658310.1	555878	556718	1	106544351	BIN2	<11..>841	1	<11..>830	1	<11..>830	1	2	3
WeinellEntry290	yes	yes	yes	NW_013658618.1:59549-60029	NW_013658618.1	59549	60029	1	106546995	LOC106546995	<1..>481	-1	<45..>481	-1	<45..436	-1	1	1
WeinellEntry291	yes	yes	yes	NW_013658029.1:350166-350406	NW_013658029.1	350166	350406	1	106541281	LOC106541281	<1..>241	1	<36..>205	1	<36..>205	1	3	2
WeinellEntry292	yes	yes	yes	NW_013658453.1:447717-447957	NW_013658453.1	447717	447957	1	106545613	PTRH1	<1..>241	1	<3..>241	1	<3..239	1	1	3
WeinellEntry293	yes	yes	yes	NW_013658812.1:36210-37290	NW_013658812.1	36210	37290	1	106548313	FBXL8	53..>1081	-1	53..>1028	-1	53..>1028	-1	2	1
WeinellEntry294	yes	yes	yes	NW_013658917.1:137574-138174	NW_013658917.1	137574	138174	1	106548964	EFCAB5	<1..>579	1	<13..>579	1	23..>579	1	1	2
WeinellEntry296	yes	yes	yes	NW_013660901.1:30533-34613	NW_013660901.1	30533	34613	1	106555423	LOC106555423	<1..>4081	-1	<23..>4058	-1	<23..>4058	-1	3	2
WeinellEntry297	yes	yes	yes	NW_013658073.1:673077-673317	NW_013658073.1	673077	673317	1	106541836	LOC106541836	<1..>224	-1	<17..>224	-1	<17..>224	-1	2	1
WeinellEntry298	yes	yes	yes	NW_013658465.1:532184-532424	NW_013658465.1	532184	532424	1	106545696	LOC106545696	<1..>241	1	<6..>236	1	<6..>236	1	1	3
WeinellEntry300	yes	yes	yes	NW_013660375.1:93714-93954	NW_013660375.1	93714	93954	1	106554485	SCARB1	<1..>241	1	<19..>222	1	<19..>222	1	1	1
WeinellEntry301	yes	yes	yes	NW_013657719.1:1100300-1100780	NW_013657719.1	1100300	1100780	1	106546779	ARTN	<1..>481	-1	<1..>441	-1	41..>441	-1	3	1
WeinellEntry302	yes	yes	yes	NW_013657934.1:835550-835790	NW_013657934.1	835550	835790	1	106539888	SLC22A13	<1..>241	1	<44..>198	1	<44..>198	1	2	3
WeinellEntry303	yes	yes	yes	NW_013658014.1:281595-283035	NW_013658014.1	281595	283035	1	106541026	AHNAK2	<1..>1441	1	<1..>1418	1	23..>1418	1	1	2
WeinellEntry304	yes	yes	yes	NW_013659331.1:97378-97618	NW_013659331.1	97378	97618	1	106551111	LOC106551111	<1..224	-1	<18..224	-1	<18..224	-1	1	3
WeinellEntry306	yes	yes	yes	NW_013659742.1:75840-76920	NW_013659742.1	75840	76920	1	106552718	ICE2	32..>1081	1	32..>1049	1	32..>1049	1	1	2
WeinellEntry307	yes	yes	yes	NW_013659012.1:163347-163587	NW_013659012.1	163347	163587	1	106549517	LOC106549517	<1..>241	-1	<29..>213	-1	<29..>213	-1	3	1
WeinellEntry308	yes	yes	yes	NW_013661729.1:2692-5092	NW_013661729.1	2692	5092	1	106556373	LOC106556373	<38..>2401	1	<38..>2401	1	<38..2363	1	2	3
WeinellEntry309	yes	yes	yes	NW_013658242.1:389163-389403	NW_013658242.1	389163	389403	1	106543677	LOC106543677	<1..>241	-1	<12..>229	-1	<12..>229	-1	1	1
WeinellEntry310	yes	yes	yes	NW_013658681.1:194216-194456	NW_013658681.1	194216	194456	1	106547434	CASP9	<1..>241	-1	<31..>210	-1	<31..>210	-1	3	1
WeinellEntry311	yes	yes	yes	NW_013658151.1:19754-20234	NW_013658151.1	19754	20234	1	106542763	LOC106542763	<7..>481	1	<7..>481	1	<7..474	1	1	1
WeinellEntry313	yes	yes	yes	NW_013658489.1:79823-80423	NW_013658489.1	79823	80423	1	106545870	LRP11	<1..>601	-1	<22..>601;<22..>601	-1;-1	<22..580;<22..580	-1;-1	1;1	1;1
WeinellEntry315	yes	yes	yes	NW_013657914.1:684219-685179	NW_013657914.1	684219	685179	1	106539573	LOC106539573	54..908	-1	54..908	-1	54..908	-1	1	3
WeinellEntry316	yes	yes	yes	NW_013657705.1:895761-896001	NW_013657705.1	895761	896001	1	106543355	LOC106543355	<1..>241	1	<60..>182;<60..>182	1;1	<60..>182;<60..>182	1;1	3;3	2;2
WeinellEntry317	yes	yes	yes	NW_013657711.1:331472-331712	NW_013657711.1	331472	331712	1	106544530	LOC106544530	<1..>241	1	<15..>227	1	<15..>227	1	1	3
WeinellEntry319	yes	yes	yes	NW_013658019.1:890630-891110	NW_013658019.1	890630	891110	1	106541166	LOC106541166	<27..>481	1	<27..>455	1	<27..>455	1	3	2
WeinellEntry320	yes	yes	yes	NW_013659253.1:216461-216941	NW_013659253.1	216461	216941	1	106550731	FAM208B	<1..>481	-1	<31..>451	-1	<31..>451	-1	2	2
WeinellEntry321	yes	yes	yes	NW_013658564.1:592851-593331	NW_013658564.1	592851	593331	1	106546594	LOC106546594	<1..>481	1	<1..>480;<1..>288;<1..288;376..>480	1;1;1;1	<1..>480;<1..288;376..>480;<1..>288	1;1;1;1	3;3;3;3	3;3;3;3
WeinellEntry322	yes	yes	yes	NW_013658554.1:546764-547004	NW_013658554.1	546764	547004	1	106546478	LOC106546478	<1..>241	-1	<35..>206	-1	<35..>206	-1	2	1
WeinellEntry323	yes	yes	yes	NW_013659149.1:16575-16815	NW_013659149.1	16575	16815	1	106550234	LOC106550234	<1..>241	-1	<27..>215	-1	<27..>215	-1	1	3
WeinellEntry324	yes	yes	yes	NW_013658384.1:38764-40684	NW_013658384.1	38764	40684	1	106545031	COL8A2	<1..1917	-1	<1..1917	-1	4..1917	-1	1	2
WeinellEntry325	yes	yes	yes	NW_013658007.1:400709-400949	NW_013658007.1	400709	400949	1	106540947	LOC106540947	<1..>241	-1	<37..>205	-1	<37..>205	-1	1	1
WeinellEntry327	yes	yes	yes	NW_013661473.1:4139-4499	NW_013661473.1	4139	4499	1	106556159	LOC106556159	<1..>361	1	<13..>349	1	<13..>349	1	1	1
WeinellEntry328	yes	yes	yes	NW_013658736.1:15577-16417	NW_013658736.1	15577	16417	1	106547825	LOC106547825	<1..>841	1	<38..>803	1	<38..>803	1	1	2
WeinellEntry330	yes	yes	yes	NW_013660600.1:69634-70474	NW_013660600.1	69634	70474	1	106554892	LOC106554892	<1..>841	1	<12..>830	1	<12..>830	1	1	3
WeinellEntry331	yes	yes	yes	NW_013659619.1:205503-206703	NW_013659619.1	205503	206703	1	106552320	LOC106552320	<1..>1158	1	<44..>1158	1	<44..>1158	1	1	2
WeinellEntry332	yes	yes	yes	NW_013658073.1:655587-655827	NW_013658073.1	655587	655827	1	106541834	LOC106541834	<1..>241	-1	<1..>205	-1	37..>205	-1	2	2
WeinellEntry333	yes	yes	yes	NW_013658344.1:476687-476927	NW_013658344.1	476687	476927	1	106544661	LOC106544661	<1..>241	1	<33..>209	1	<33..>209	1	1	3
WeinellEntry334	yes	yes	yes	NW_013657914.1:656620-657580	NW_013657914.1	656620	657580	1	106539571	LOC106539571	1..960	-1	1..960	-1	1..960	-1	1	2
WeinellEntry337	yes	yes	yes	NW_013658875.1:22796-23276	NW_013658875.1	22796	23276	1	106548680	LOC106548680	25..456	1	25..456	1	25..456	1	1	1
WeinellEntry339	yes	yes	yes	NW_013661410.1:28670-29030	NW_013661410.1	28670	29030	1	106556100	LOC106556100	<25..>361	-1	<25..>336	-1	<25..>336	-1	3	1
WeinellEntry341	yes	yes	yes	NW_013659094.1:5617-6457	NW_013659094.1	5617	6457	1	106549944	LOC106549944	<34..>841	1	<34..>841	1	<34..808	1	2	2
WeinellEntry342	yes	yes	yes	NW_013657755.1:104787-105027	NW_013657755.1	104787	105027	1	106555947	B4GALNT2	15..>241	-1	15..>226	-1	15..>226	-1	3	3
WeinellEntry343	yes	yes	yes	NW_013659298.1:45042-46002	NW_013659298.1	45042	46002	1	106550946	LOC106550946	<1..>961	-1	<57..>905	-1	<57..>905	-1	1	3
WeinellEntry344	yes	yes	yes	NW_013658898.1:290750-294470	NW_013658898.1	290750	294470	1	106548842	LOC106548842	<1..>3721	-1	<5..>3721	-1	<5..3716	-1	1	3
WeinellEntry345	yes	yes	yes	NW_013659346.1:111909-112749	NW_013659346.1	111909	112749	1	106551192;106551191	LOC106551192;NSRP1	<1..>841;<1..>838	-1;-1	<1..>838	-1	3..>838	-1	3	3
WeinellEntry347	yes	yes	yes	NW_013657980.1:872068-873388	NW_013657980.1	872068	873388	1	106540616	RFX5	<1..>1321	1	<30..>1321	1	<30..1292	1	1	3
WeinellEntry348	yes	yes	yes	NW_013659455.1:119890-120370	NW_013659455.1	119890	120370	1	106551634	DPH7	<1..>481	1	<17..>481	1	<17..465	1	3	1
WeinellEntry350	yes	yes	yes	NW_013658130.1:783000-783480	NW_013658130.1	783000	783480	1	106542539	CD320	<56..>481	-1	<56..>481	-1	<56..425	-1	1	3
WeinellEntry351	yes	yes	yes	NW_013657978.1:18356-18596	NW_013657978.1	18356	18596	1	106540566	LOC106540566	<1..>241	-1	<41..>201	-1	<41..>201	-1	3	1
WeinellEntry352	yes	yes	yes	NW_013659248.1:197102-198182	NW_013659248.1	197102	198182	1	106550714	LOC106550714	21..>1081	-1	21..>1081	-1	34..1047	-1	1	2
WeinellEntry353	yes	yes	yes	NW_013660152.1:35117-36437	NW_013660152.1	35117	36437	1	106553937	LOC106553937	<1..>1321	1	<59..>1321	1	<59..1262	1	2	3
WeinellEntry354	yes	yes	yes	NW_013660211.1:46964-48884	NW_013660211.1	46964	48884	1	106554091	LOC106554091	<1..>1921	1	<49..>1873	1	<49..>1873	1	1	1
WeinellEntry355	yes	yes	yes	NW_013658160.1:487571-487811	NW_013658160.1	487571	487811	1	106542889	TCF12	<1..>241	-1	<43..>199	-1	<43..>199	-1	—	–
WeinellEntry356	yes	yes	yes	NW_013660620.1:42584-42824	NW_013660620.1	42584	42824	1	106554942	LOC106554942	<1..>241	1	<48..>193;<48..>193	1;1	<48..>193;<48..>193	1;1	3;3	2;2
WeinellEntry357	yes	yes	yes	NW_013657795.1:37085-38165	NW_013657795.1	37085	38165	1	106537472	PBXIP1	<1..>1081	1	<47..>1035	1	<47..>1035	1	1	2
WeinellEntry358	yes	yes	yes	NW_013659105.1:203371-206251	NW_013659105.1	203371	206251	1	106549994	SCAF11	<1..>2881	1	<42..>2840;<42..>2840;<42..>2840;<42..>2840;<42..>2840	1;1;1;1;1	<42..>2840;<42..>2840;<42..>2840;<42..>2840;<42..>2840	1;1;1;1;1	3;3;3;3;3	2;2;2;2;2
WeinellEntry359	yes	yes	yes	NW_013658262.1:423807-424407	NW_013658262.1	423807	424407	1	106543923	LOC106543923	<20..>601	1	<20..>581	1	<20..>581	1	1	2
WeinellEntry360	yes	yes	yes	NW_013657719.1:866826-867786	NW_013657719.1	866826	867786	1	106546748	LOC106546748	<1..941	1	<21..941	1	<21..941	1	—	–
WeinellEntry361	yes	yes	yes	NW_013659959.1:151532-152972	NW_013659959.1	151532	152972	1	106553357	LOC106553357	<1..>1441	1	<21..>1441	1	<21..1421	1	—	–
WeinellEntry362	yes	yes	yes	NW_013661140.1:41400-41640	NW_013661140.1	41400	41640	1	106555778	LOC106555778	7..>241	1	7..>220	1	22..>220	1	1	1
WeinellEntry363	yes	yes	yes	NW_013658123.1:241744-242104	NW_013658123.1	241744	242104	1	106542434	PTPRJ	<1..>361	1	<48..>314	1	<48..>314	1	3	2
WeinellEntry364	yes	yes	yes	NW_013657988.1:405862-406942	NW_013657988.1	405862	406942	1	106540726	LOC106540726	60..1022	1	60..1022	1	60..1022	1	1	3
WeinellEntry365	yes	yes	yes	NW_013659431.1:18087-18567	NW_013659431.1	18087	18567	1	106551546	LOC106551546	<1..>481	-1	<17..>465	-1	<17..>465	-1	2	3
WeinellEntry366	yes	yes	yes	NW_013660623.1:78661-78901	NW_013660623.1	78661	78901	1	106554946	P2RX4	<1..>241	-1	<59..>241	-1	<59..183	-1	1	2
WeinellEntry367	yes	yes	yes	NW_013659281.1:235934-236174	NW_013659281.1	235934	236174	1	106550871	PLAT	<1..>241	1	<53..>189	1	<53..>189	1	2	3
WeinellEntry368	yes	yes	yes	NW_013658252.1:408743-409823	NW_013658252.1	408743	409823	1	106543783	LOC106543783	<1..1032	1	<50..1032	1	<50..1032	1	3	1
WeinellEntry369	yes	yes	yes	NW_013658242.1:111092-111452	NW_013658242.1	111092	111452	1	106543667	LOC106543667	<1..>361	1	<35..>326	1	<35..>326	1	2	3
WeinellEntry370	yes	yes	yes	NW_013658907.1:299873-301193	NW_013658907.1	299873	301193	1	106548899	LOC106548899	19..1302	1	19..1302	1	19..1302	1	1	1
WeinellEntry371	yes	yes	yes	NW_013658135.1:335651-336371	NW_013658135.1	335651	336371	1	106542608	NUDT18	<1..666	1	<56..666	1	<56..666	1	3	1
WeinellEntry372	yes	yes	yes	NW_013659343.1:186008-186368	NW_013659343.1	186008	186368	1	106551177	AHSG	<1..>361	1	<1..>305	1	57..>305	1	1	3
WeinellEntry373	yes	yes	yes	NW_013658282.1:106722-107082	NW_013658282.1	106722	107082	1	106544079	LOC106544079	<1..>361	1	<34..>327	1	<34..>327	1	1	1
WeinellEntry376	yes	yes	yes	NW_013659352.1:208185-208545	NW_013659352.1	208185	208545	1	106551216	LOC106551216	<1..>361	1	<13..>361	1	<13..348	1	1	1
WeinellEntry377	yes	yes	yes	NW_013660842.1:48861-49461	NW_013660842.1	48861	49461	1	106555319	RNF112	<1..>601	1	<28..>601;<28..>601	1;1	<28..573;<28..573	1;1	1;1	1;1
WeinellEntry378	yes	yes	yes	NW_013657900.1:8447-8807	NW_013657900.1	8447	8807	1	106539344	LOC106539344	7..>361	1	7..>355	1	7..>355	1	1	1
WeinellEntry379	yes	yes	yes	NW_013658618.1:331100-331940	NW_013658618.1	331100	331940	1	106546984	LOC106546984	<1..>841	-1	<31..>810	-1	<31..>810	-1	3	1
WeinellEntry380	yes	yes	yes	NW_013657917.1:199672-199912	NW_013657917.1	199672	199912	1	106539621	LOC106539621	29..>241	-1	29..>213	-1	29..>213	-1	3	1
WeinellEntry381	yes	yes	yes	NW_013658147.1:110817-112377	NW_013658147.1	110817	112377	1	106542735	MAMLD1	<1..>1561	-1	<1..>1560;<1..>1560;<1..>1560	-1;-1;-1	<1..>1560;<1..>1560;<1..>1560	-1;-1;-1	1;1;1	2;2;2
WeinellEntry382	yes	yes	yes	NW_013658493.1:101957-102557	NW_013658493.1	101957	102557	1	106545923;106545924	LOC106545923;LOC106545924	<1..>601;<1..>601	-1;-1	<1..>558	-1	44..>558	-1	3	1
WeinellEntry383	yes	yes	yes	NW_013660484.1:5972-7052	NW_013660484.1	5972	7052	1	106554702	LOC106554702	<52..>1081	-1	<52..>1030	-1	<52..>1030	-1	2	2
WeinellEntry384	yes	yes	yes	NW_013658759.1:203717-205037	NW_013658759.1	203717	205037	1	106548000	TNS3	<1..>1321	1	<30..>1292;<30..>1292;<30..>1292	1;1;1	<30..>1292;<30..>1292;<30..>1292	1;1;1	—;—;—	–;–;–
WeinellEntry385	yes	yes	yes	NW_013659803.1:92244-94404	NW_013659803.1	92244	94404	1	106552899	KIF24	<1..>2149	1	<12..>2149	1	<12..>2149	1	2	1
WeinellEntry386	yes	yes	yes	NW_013662211.1:1152-2112	NW_013662211.1	1152	2112	1	106556599	LOC106556599	<1..>961	-1	<1..>929	-1	33..>929	-1	1	3
WeinellEntry388	yes	yes	yes	NW_013659590.1:113872-117232	NW_013659590.1	113872	117232	1	106552209	IRS2	<1..>3361	1	<1..>3337	1	25..>3337	1	1	1
WeinellEntry389	yes	yes	yes	NW_013658600.1:11140-11380	NW_013658600.1	11140	11380	1	106546867	GPA33	<1..>241	-1	<16..>226	-1	<16..>226	-1	1	1
WeinellEntry390	yes	yes	yes	NW_013657923.1:55874-56114	NW_013657923.1	55874	56114	1	106539741	LOC106539741	<1..>241	-1	<33..>209	-1	<33..>209	-1	3	2
WeinellEntry392	yes	yes	yes	NW_013657803.1:551005-551245	NW_013657803.1	551005	551245	1	106537626	LOC106537626	<1..>241	-1	<1..>195	-1	47..>195	-1	3	1
WeinellEntry393	yes	yes	yes	NW_013658237.1:372007-372967	NW_013658237.1	372007	372967	1	106543627	LOC106543627	<1..>937	-1	<1..>937	-1	24..>937	-1	3	3
WeinellEntry394	yes	yes	yes	NW_013659823.1:113708-113948	NW_013659823.1	113708	113948	1	106552985	LOC106552985	<1..>241	1	<38..>204	1	<38..>204	1	3	1
WeinellEntry395	yes	yes	yes	NW_013658917.1:140032-140392	NW_013658917.1	140032	140392	1	106548963	TMIGD1	18..>361	-1	18..>328	-1	33..>328	-1	3	3
