,,%Identity,,,,,,,,,
QLTV01000850.1:2351412-2352315,LFLD01099317.1,87.879,33,4,0,502,534,3143,3111,0.14,42.8
QLTV01000967.1:2238054-2239009,LFLD01138208.1,93.617,282,18,0,675,956,5946,6227,9.25E-118,428
QLTV01000967.1:2238054-2239009,LFLD01138208.1,91.772,158,13,0,1,158,5791,5948,5.86E-57,227
QLTV01000967.1:2238054-2239009,LFLD01149176.1,76.226,265,51,4,293,547,6571,6309,5.14E-45,187
QLTV01000967.1:2238054-2239009,LFLD01052355.1,72.483,298,52,7,293,572,2582,2297,5.86E-38,164
QLTV01000967.1:2238054-2239009,LFLD01041560.1,76.818,220,46,4,293,508,2802,3020,3.04E-35,154
QLTV01000967.1:2238054-2239009,LFLD01041560.1,79.747,79,15,1,513,591,93,170,3.47E-09,68
QLTV01000967.1:2238054-2239009,LFLD01021193.1,72.468,316,63,12,293,600,5046,5345,1.57E-32,146
QLTV01000967.1:2238054-2239009,LFLD01021193.1,72.468,316,63,12,293,600,15300,15599,1.57E-32,146
QLTV01000967.1:2238054-2239009,LFLD01028782.1,70.504,278,53,6,346,598,3625,3898,3.46E-28,132
QLTV01000967.1:2238054-2239009,LFLD01116535.1,73.214,224,38,6,422,626,4158,3938,4.22E-27,127
QLTV01000967.1:2238054-2239009,LFLD01017743.1,74.699,166,28,1,447,598,12169,12004,2.19E-24,119
QLTV01000967.1:2238054-2239009,LFLD01010259.1,73.239,213,48,6,276,483,2931,2723,1.13E-21,109
QLTV01000967.1:2238054-2239009,LFLD01025380.1,73.913,184,45,3,282,464,4268,4087,1.38E-20,105
QLTV01000972.1:3991616-3992520,LFLD01042428.1,94.838,678,31,4,229,905,15026,15700,0,1051
QLTV01000972.1:3991616-3992520,LFLD01042428.1,89.375,160,13,2,1,160,14889,15044,5.48E-51,207
QLTV01000972.1:3991616-3992520,LFLD01089838.1,75.472,106,2,4,92,196,3282,3200,1.92E-12,78.8
QLTV01000972.1:3991616-3992520,LFLD01172763.1,86.047,43,4,1,223,263,1539,1581,0.003,49.1
QLTV01000972.1:3991616-3992520,LFLD01106620.1,73.267,101,22,4,80,177,8918,8820,0.003,48.2
QLTV01000972.1:3991616-3992520,LFLD01142088.1,91.429,35,2,1,79,112,9553,9519,0.011,47.3
QLTV01000972.1:3991616-3992520,LFLD01141516.1,70.635,126,30,5,136,261,3757,3875,0.04,45.5
QLTV01000972.1:3991616-3992520,LFLD01128739.1,93.103,29,2,0,820,848,3351,3323,0.04,44.6
QLTV01000972.1:3991616-3992520,LFLD01128323.1,88.889,36,3,1,76,110,8776,8811,0.04,44.6
QLTV01000972.1:3991616-3992520,LFLD01101386.1,93.103,29,2,0,374,402,5915,5887,0.04,44.6
QLTV01000972.1:3991616-3992520,LFLD01133452.1,96.154,26,1,0,85,110,17471,17446,0.14,43.7
QLTV01000974.1:6209870-6210773,LFLD01018936.1,94.801,904,39,3,7,904,6601,5700,0,1413
QLTV01000974.1:6209870-6210773,LFLD01091420.1,84.091,44,3,2,502,545,890,851,0.14,43.7
QLTV01000974.1:6209870-6210773,LFLD01134286.1,86.111,36,4,1,631,665,2201,2166,1.7,40.1
QLTV01000974.1:6209870-6210773,LFLD01115069.1,89.655,29,3,0,527,555,4002,3974,1.7,40.1
QLTV01000974.1:6209870-6210773,LFLD01168329.1,92.308,26,2,0,810,835,2124,2099,1.7,39.2
QLTV01000974.1:6209870-6210773,LFLD01114279.1,92.308,26,2,0,1,26,647,622,1.7,39.2
QLTV01000974.1:6209870-6210773,LFLD01063014.1,100,21,0,0,565,585,6086,6066,1.7,39.2
QLTV01000974.1:6209870-6210773,LFLD01039726.1,92.308,26,2,0,627,652,5884,5859,1.7,39.2
QLTV01000974.1:6209870-6210773,LFLD01034510.1,100,21,0,0,568,588,1912,1892,1.7,39.2
QLTV01000974.1:6209870-6210773,LFLD01160806.1,95.652,23,1,0,245,267,2303,2325,5.9,38.3
QLTV01000981.1:1971835-1972788,LFLD01075144.1,85.363,813,73,15,162,954,4688,3902,0,904
QLTV01000981.1:1971835-1972788,LFLD01075144.1,86.559,186,18,4,5,184,4956,4772,1.29E-52,212
QLTV01000981.1:1971835-1972788,LFLD01083827.1,84.906,53,8,0,2,54,12868,12816,5.15E-07,60.8
QLTV01000981.1:1971835-1972788,LFLD01094769.1,89.744,39,4,0,2,40,27504,27466,7.64E-05,53.6
QLTV01000981.1:1971835-1972788,LFLD01052139.1,89.474,38,4,0,2,39,12412,12449,2.67E-04,51.8
QLTV01000981.1:1971835-1972788,LFLD01008620.1,89.474,38,4,0,2,39,789,826,2.67E-04,51.8
QLTV01000981.1:1971835-1972788,LFLD01149822.1,82,50,9,0,2,51,21747,21698,0.001,50.9
QLTV01000981.1:1971835-1972788,LFLD01125368.1,82,50,9,0,2,51,4446,4495,0.001,50.9
QLTV01000981.1:1971835-1972788,LFLD01055289.1,82,50,9,0,2,51,9257,9208,0.001,50.9
QLTV01000981.1:1971835-1972788,LFLD01023103.1,91.429,35,3,0,3,37,10284,10250,0.001,50.9
QLTV01000981.1:1971835-1972788,LFLD01070796.1,84.091,44,7,0,2,45,6573,6530,0.003,49.1
QLTV01000994.1:1110423-1111363,LFLD01045815.1,91.317,714,56,3,2,709,1013,300,0,1001
QLTV01000994.1:1110423-1111363,LFLD01125641.1,86.111,36,5,0,750,785,3397,3362,0.14,43.7
QLTV01000994.1:1110423-1111363,LFLD01040480.1,92.857,28,2,0,32,59,400,373,0.14,42.8
QLTV01000994.1:1110423-1111363,LFLD01105115.1,92.308,26,2,0,890,915,2984,3009,1.7,39.2
QLTV01000994.1:1110423-1111363,LFLD01105115.1,92.308,26,2,0,890,915,4841,4866,1.7,39.2
QLTV01000994.1:1110423-1111363,LFLD01079159.1,92.308,26,2,0,218,243,41667,41642,1.7,39.2
QLTV01000994.1:1110423-1111363,LFLD01068378.1,87.879,33,3,1,389,420,6519,6551,1.7,39.2
QLTV01000994.1:1110423-1111363,LFLD01064605.1,87.097,31,4,0,44,74,1318,1288,1.7,39.2
QLTV01000994.1:1110423-1111363,LFLD01027510.1,87.097,31,4,0,42,72,11548,11518,1.7,39.2
QLTV01000994.1:1110423-1111363,LFLD01103074.1,95.652,23,1,0,665,687,9866,9888,5.9,38.3
QLTV01000994.1:1110423-1111363,LFLD01052274.1,89.286,28,3,0,219,246,4696,4723,5.9,38.3
QLTV01001007.1:2168320-2169298,LFLD01160278.1,76.471,68,11,2,764,830,1342,1405,0.011,47.3
QLTV01001007.1:2168320-2169298,LFLD01111809.1,90,30,3,0,681,710,1551,1580,0.48,41.9
QLTV01001007.1:2168320-2169298,LFLD01036611.1,82.5,40,7,0,734,773,1011,1050,0.48,41.9
QLTV01001007.1:2168320-2169298,LFLD01169437.1,92.593,27,2,0,642,668,5397,5423,0.48,41
QLTV01001007.1:2168320-2169298,LFLD01109611.1,92.593,27,2,0,642,668,5537,5511,0.48,41
QLTV01001007.1:2168320-2169298,LFLD01109611.1,92.308,26,2,0,643,668,5514,5489,1.7,39.2
QLTV01001007.1:2168320-2169298,LFLD01109611.1,92.308,26,2,0,643,668,5525,5500,1.7,39.2
QLTV01001007.1:2168320-2169298,LFLD01095657.1,100,22,0,0,642,663,4746,4767,0.48,41
QLTV01001007.1:2168320-2169298,LFLD01089512.1,92.593,27,2,0,642,668,4478,4452,0.48,41
QLTV01001007.1:2168320-2169298,LFLD01033853.1,92.593,27,2,0,644,670,7404,7430,0.48,41
QLTV01001007.1:2168320-2169298,LFLD01020099.1,92.593,27,2,0,1,27,7634,7660,0.48,41
QLTV01001007.1:2168320-2169298,LFLD01009261.1,92.593,27,2,0,641,667,39490,39516,0.48,41
QLTV01001010.1:938567-939544,LFLD01019099.1,86.687,984,51,8,1,977,17285,16375,0,1221
QLTV01001010.1:938567-939544,LFLD01090876.1,78.947,57,11,1,697,752,2275,2331,0.011,46.4
QLTV01001010.1:938567-939544,LFLD01146546.1,93.103,29,2,0,36,64,6887,6915,0.04,44.6
QLTV01001010.1:938567-939544,LFLD01170939.1,96.429,28,0,1,37,63,548,521,0.14,43.7
QLTV01001010.1:938567-939544,LFLD01096248.1,92.857,28,2,0,690,717,120,93,0.14,42.8
QLTV01001010.1:938567-939544,LFLD01124209.1,92.593,27,2,0,691,717,7378,7352,0.48,41
QLTV01001010.1:938567-939544,LFLD01122116.1,93.103,29,1,1,487,515,12632,12659,0.48,41
QLTV01001010.1:938567-939544,LFLD01069823.1,86.111,36,3,1,14,49,1927,1960,0.48,41
QLTV01001010.1:938567-939544,LFLD01024546.1,87.5,32,4,0,501,532,2503,2472,0.48,41
QLTV01001010.1:938567-939544,LFLD01156930.1,79.167,48,8,1,369,416,5281,5326,1.7,40.1
QLTV01001021.1:1321637-1322636,LFLD01076877.1,87.404,778,42,13,240,1000,345,1083,0,954
QLTV01001021.1:1321637-1322636,LFLD01120977.1,80,55,10,1,432,485,2357,2411,0.011,47.3
QLTV01001021.1:1321637-1322636,LFLD01147392.1,96,25,1,0,713,737,7000,7024,0.48,41.9
QLTV01001021.1:1321637-1322636,LFLD01011455.1,96,25,1,0,276,300,857,833,0.48,41.9
QLTV01001021.1:1321637-1322636,LFLD01135996.1,92.593,27,2,0,479,505,16739,16713,0.48,41
QLTV01001021.1:1321637-1322636,LFLD01050329.1,85.294,34,5,0,797,830,7462,7495,1.7,40.1
QLTV01001021.1:1321637-1322636,LFLD01114304.1,92.308,26,2,0,498,523,973,998,1.7,39.2
QLTV01001021.1:1321637-1322636,LFLD01065477.1,92.857,28,1,1,716,743,1195,1221,1.7,39.2
QLTV01001021.1:1321637-1322636,LFLD01061515.1,83.333,42,4,2,118,157,2548,2508,1.7,39.2
QLTV01001021.1:1321637-1322636,LFLD01171627.1,95.652,23,1,0,151,173,1094,1116,5.9,38.3
QLTV01001021.1:23918-24831,LFLD01013145.1,87.387,333,32,6,585,914,5428,5103,1.91E-107,394
QLTV01001021.1:23918-24831,LFLD01077719.1,84.921,252,27,5,1,241,203,454,1.57E-70,271
QLTV01001021.1:23918-24831,LFLD01063242.1,87.179,39,5,0,419,457,32809,32771,0.003,49.1
QLTV01001021.1:23918-24831,LFLD01075213.1,82.609,46,7,1,403,447,13478,13523,0.04,44.6
QLTV01001021.1:23918-24831,LFLD01069806.1,92.857,28,2,0,68,95,388,361,0.14,42.8
QLTV01001021.1:23918-24831,LFLD01056938.1,92.857,28,2,0,420,447,10024,9997,0.14,42.8
QLTV01001021.1:23918-24831,LFLD01037283.1,100,23,0,0,411,433,6818,6840,0.14,42.8
QLTV01001021.1:23918-24831,LFLD01004222.1,82.353,51,6,3,415,464,9944,9992,0.48,41.9
QLTV01001021.1:23918-24831,LFLD01134831.1,92.593,27,2,0,407,433,1193,1219,0.48,41
QLTV01001021.1:23918-24831,LFLD01049306.1,92.593,27,2,0,407,433,1105,1079,0.48,41
QLTV01001121.1:244133-245073,LFLD01148040.1,92.6,500,35,2,1,498,138,637,0,728
QLTV01001121.1:244133-245073,LFLD01148040.1,77.162,451,45,6,504,941,1259,1664,1.79E-101,375
QLTV01001121.1:244133-245073,LFLD01039725.1,68.519,216,39,5,682,895,12866,13054,3.70E-15,87.8
QLTV01001121.1:244133-245073,LFLD01018871.1,74.834,151,29,5,764,905,24241,24391,3.70E-15,87.8
QLTV01001121.1:244133-245073,LFLD01018650.1,97.826,46,1,0,586,631,777,822,1.92E-12,79.7
QLTV01001121.1:244133-245073,LFLD01170657.1,76.577,111,19,3,694,803,1247,1143,6.69E-12,77
QLTV01001121.1:244133-245073,LFLD01118373.1,82.895,76,10,2,665,739,432,359,8.15E-11,73.4
QLTV01001121.1:244133-245073,LFLD01113279.1,83.099,71,11,1,523,593,12785,12716,2.85E-10,71.6
QLTV01001121.1:244133-245073,LFLD01065544.1,74.803,127,23,5,777,895,17853,17978,2.85E-10,71.6
QLTV01001121.1:244133-245073,LFLD01029449.1,69.427,157,29,3,664,819,8027,7889,2.85E-10,71.6
QLTV01001121.1:244133-245073,LFLD01138540.1,77.228,101,19,3,764,863,6476,6379,9.93E-10,69.8
QLTV01001121.1:244133-245073,LFLD01138540.1,72.973,74,12,3,670,742,6551,6485,5.9,38.3
QLTV01001123.1:836279-837223,LFLD01035759.1,94.093,948,27,5,1,945,13805,12884,0,1462
QLTV01001123.1:836279-837223,LFLD01150763.1,96.296,27,1,0,686,712,6530,6556,0.04,45.5
QLTV01001123.1:836279-837223,LFLD01039192.1,90.909,33,2,1,618,650,5992,6023,0.14,43.7
QLTV01001123.1:836279-837223,LFLD01026109.1,86.111,36,5,0,498,533,7808,7843,0.14,43.7
QLTV01001123.1:836279-837223,LFLD01147337.1,82.222,45,7,1,511,555,17351,17308,0.14,42.8
QLTV01001123.1:836279-837223,LFLD01077004.1,88.235,34,1,1,185,215,668,701,0.14,42.8
QLTV01001123.1:836279-837223,LFLD01071612.1,87.879,33,4,0,318,350,7911,7943,0.14,42.8
QLTV01001123.1:836279-837223,LFLD01047704.1,82.222,45,7,1,892,935,758,802,0.14,42.8
QLTV01001123.1:836279-837223,LFLD01038675.1,76.667,60,13,1,498,557,3896,3954,0.14,42.8
QLTV01001123.1:836279-837223,LFLD01145762.1,96,25,1,0,623,647,2851,2827,0.48,41.9
QLTV01001123.1:836279-837223,LFLD01145762.1,95.652,23,1,0,623,645,2705,2683,5.9,38.3
QLTV01001142.1:86130-87102,LFLD01170534.1,81.429,70,11,2,853,921,2739,2807,5.15E-07,61.7
QLTV01001142.1:86130-87102,LFLD01134189.1,84.483,58,8,1,852,909,2454,2398,5.15E-07,61.7
QLTV01001142.1:86130-87102,LFLD01145770.1,79.167,72,13,1,852,921,8542,8471,5.15E-07,60.8
QLTV01001142.1:86130-87102,LFLD01029476.1,83.673,49,8,0,855,903,1788,1836,7.64E-05,53.6
QLTV01001142.1:86130-87102,LFLD01163036.1,77.941,68,14,1,855,921,2593,2526,2.67E-04,52.7
QLTV01001142.1:86130-87102,LFLD01132467.1,79.032,62,12,1,851,912,2988,3048,0.001,50.9
QLTV01001142.1:86130-87102,LFLD01018539.1,82.692,52,8,1,860,911,12598,12648,0.001,50.9
QLTV01001142.1:86130-87102,LFLD01016250.1,81.034,58,8,2,851,906,5826,5882,0.001,50
QLTV01001142.1:86130-87102,LFLD01049070.1,82.353,51,8,1,853,903,2243,2194,0.003,49.1
QLTV01001142.1:86130-87102,LFLD01041985.1,79.63,54,11,0,851,904,10311,10258,0.003,49.1
QLTV01001167.1:79657-80600,LFLD01103243.1,79.637,992,78,11,1,944,767,1682,0,941
QLTV01001167.1:79657-80600,LFLD01125274.1,87.879,33,2,1,864,896,653,623,1.7,40.1
QLTV01001167.1:79657-80600,LFLD01106740.1,90.323,31,2,1,537,566,2350,2320,1.7,40.1
QLTV01001167.1:79657-80600,LFLD01059180.1,89.655,29,3,0,204,232,3846,3818,1.7,40.1
QLTV01001167.1:79657-80600,LFLD01039078.1,85.294,34,5,0,675,708,27742,27709,1.7,40.1
QLTV01001167.1:79657-80600,LFLD01021602.1,89.655,29,3,0,885,913,26746,26774,1.7,40.1
QLTV01001167.1:79657-80600,LFLD01005893.1,89.655,29,3,0,37,65,4175,4203,1.7,40.1
QLTV01001167.1:79657-80600,LFLD01093511.1,84.211,38,5,1,521,558,4791,4827,1.7,39.2
QLTV01001167.1:79657-80600,LFLD01076818.1,85.714,35,3,1,244,276,1608,1574,1.7,39.2
QLTV01001167.1:79657-80600,LFLD01072100.1,92.308,26,2,0,890,915,3818,3843,1.7,39.2
QLTV01001172.1:29324-30278,LFLD01163697.1,88.605,939,63,11,51,955,2789,1861,0,1202
QLTV01001172.1:29324-30278,LFLD01159610.1,94.118,34,2,0,562,595,7205,7172,7.64E-05,53.6
QLTV01001172.1:29324-30278,LFLD01049317.1,85.417,48,6,1,537,583,1618,1665,2.67E-04,52.7
QLTV01001172.1:29324-30278,LFLD01007447.1,82,50,7,1,553,602,747,794,0.003,48.2
QLTV01001172.1:29324-30278,LFLD01121238.1,77.966,59,12,1,527,584,9589,9647,0.04,45.5
QLTV01001172.1:29324-30278,LFLD01073345.1,96.154,26,1,0,867,892,1202,1177,0.14,43.7
QLTV01001172.1:29324-30278,LFLD01019822.1,90.323,31,3,0,63,93,732,762,0.14,43.7
QLTV01001172.1:29324-30278,LFLD01109858.1,85,40,5,1,512,550,4178,4217,0.14,42.8
QLTV01001172.1:29324-30278,LFLD01047334.1,85,40,5,1,512,550,552,591,0.14,42.8
QLTV01001172.1:29324-30278,LFLD01004786.1,92.857,28,2,0,453,480,29596,29623,0.14,42.8
QLTV01001172.1:489528-490452,LFLD01011599.1,88.542,480,45,4,12,485,27489,27964,4.78E-172,609
QLTV01001172.1:489528-490452,LFLD01011600.1,86.456,443,34,3,509,925,9383,9825,7.10E-151,539
QLTV01001172.1:489528-490452,LFLD01024597.1,86.275,51,7,0,349,399,6376,6326,5.15E-07,61.7
QLTV01001172.1:489528-490452,LFLD01012750.1,84.314,51,8,0,349,399,4605,4655,6.27E-06,57.2
QLTV01001172.1:489528-490452,LFLD01095299.1,84,50,8,0,349,398,1094,1143,2.19E-05,55.4
QLTV01001172.1:489528-490452,LFLD01003232.1,81.356,59,10,1,344,402,6874,6931,7.64E-05,54.5
QLTV01001172.1:489528-490452,LFLD01126048.1,83.333,48,8,0,349,396,1420,1373,2.67E-04,51.8
QLTV01001172.1:489528-490452,LFLD01139768.1,82,50,9,0,343,392,12956,12907,0.001,50.9
QLTV01001172.1:489528-490452,LFLD01105272.1,81.481,54,9,1,344,397,1296,1348,0.001,50
QLTV01001172.1:489528-490452,LFLD01072244.1,77.419,62,14,0,337,398,628,689,0.001,50
QLTV01001320.1:1274828-1275781,LFLD01092026.1,90.145,619,48,2,349,954,60,678,0,845
QLTV01001320.1:1274828-1275781,LFLD01141006.1,85.714,42,5,1,12,52,2691,2732,0.011,46.4
QLTV01001320.1:1274828-1275781,LFLD01062878.1,83.333,42,7,0,99,140,3509,3468,0.04,45.5
QLTV01001320.1:1274828-1275781,LFLD01059119.1,96.296,27,1,0,18,44,17868,17894,0.04,45.5
QLTV01001320.1:1274828-1275781,LFLD01001216.1,80.392,51,6,2,92,140,18759,18807,0.14,42.8
QLTV01001320.1:1274828-1275781,LFLD01148159.1,100,22,0,0,744,765,12531,12552,0.48,41
QLTV01001320.1:1274828-1275781,LFLD01059461.1,83.784,37,6,0,10,46,10640,10604,0.48,41
QLTV01001320.1:1274828-1275781,LFLD01146687.1,96.154,26,0,1,400,425,18478,18454,1.7,40.1
QLTV01001320.1:1274828-1275781,LFLD01085087.1,95.833,24,1,0,97,120,1032,1009,1.7,40.1
QLTV01001320.1:1274828-1275781,LFLD01077349.1,84.211,38,4,1,81,118,6959,6994,1.7,40.1
QLTV01001324.1:484905-485825,LFLD01035984.1,92.669,532,25,7,1,521,960,432,0,765
QLTV01001324.1:484905-485825,LFLD01028566.1,74.242,132,34,0,397,528,6337,6206,1.29E-14,86
QLTV01001324.1:484905-485825,LFLD01118472.1,73.793,145,32,3,397,539,4163,4023,1.57E-13,83.3
QLTV01001324.1:484905-485825,LFLD01112658.1,71.196,184,42,5,379,561,4798,4625,5.49E-13,81.5
QLTV01001324.1:484905-485825,LFLD01077988.1,70.507,217,45,9,391,604,1261,1461,5.49E-13,80.6
QLTV01001324.1:484905-485825,LFLD01158549.1,72.993,137,32,2,407,543,1128,1259,6.69E-12,77
QLTV01001324.1:484905-485825,LFLD01127580.1,75.194,129,26,4,403,529,4097,3973,6.69E-12,77
QLTV01001324.1:484905-485825,LFLD01054696.1,68.644,236,59,7,371,604,2220,2442,2.34E-11,75.2
QLTV01001324.1:484905-485825,LFLD01013275.1,79.07,86,18,0,447,532,6491,6576,2.34E-11,75.2
QLTV01001324.1:484905-485825,LFLD01157192.1,71.429,168,39,5,369,532,13158,12996,8.15E-11,73.4
QLTV01001336.1:1573906-1574874,LFLD01066329.1,84.615,936,92,13,2,888,37093,36161,0,1028
QLTV01001336.1:1573906-1574874,LFLD01066329.1,90.123,81,8,0,888,968,36203,36123,3.24E-22,111
QLTV01001336.1:1573906-1574874,LFLD01054727.1,73.333,135,32,2,815,945,6439,6305,6.69E-12,77
QLTV01001336.1:1573906-1574874,LFLD01156929.1,78.689,61,11,1,895,955,1450,1392,0.001,50
QLTV01001336.1:1573906-1574874,LFLD01162531.1,81.132,53,9,1,589,641,6805,6856,0.003,48.2
QLTV01001336.1:1573906-1574874,LFLD01112831.1,81.132,53,9,1,589,641,2985,3036,0.003,48.2
QLTV01001336.1:1573906-1574874,LFLD01148431.1,78.947,57,8,2,596,649,7554,7499,0.04,44.6
QLTV01001336.1:1573906-1574874,LFLD01049344.1,87.5,40,2,2,593,629,1420,1381,0.04,44.6
QLTV01001336.1:1573906-1574874,LFLD01167890.1,75.325,77,11,4,874,948,2062,1992,0.14,43.7
QLTV01001336.1:1573906-1574874,LFLD01098557.1,83.721,43,6,1,588,629,2841,2799,0.14,43.7
QLTV01001336.1:1573906-1574874,LFLD01044302.1,90.625,32,1,1,611,640,1078,1047,0.14,42.8
QLTV01001370.1:505287-506190,LFLD01024828.1,86.521,549,36,5,2,518,10452,9910,0,669
QLTV01001370.1:505287-506190,LFLD01024828.1,89.873,395,28,5,513,904,9542,9157,1.91E-145,521
QLTV01001370.1:505287-506190,LFLD01024828.1,70.588,119,35,0,365,483,9929,10047,6.27E-06,58.1
QLTV01001370.1:505287-506190,LFLD01024828.1,82.979,47,8,0,383,429,1685,1639,0.001,50
QLTV01001370.1:505287-506190,LFLD01024828.1,90,30,3,0,400,429,1519,1490,0.48,41.9
QLTV01001370.1:505287-506190,LFLD01164724.1,77.852,149,32,1,357,504,25865,26013,7.63E-24,117
QLTV01001370.1:505287-506190,LFLD01164724.1,75.887,141,33,1,360,499,26013,25873,2.05E-18,98.7
QLTV01001370.1:505287-506190,LFLD01120450.1,77.703,148,32,1,358,504,7712,7859,2.66E-23,115
QLTV01001370.1:505287-506190,LFLD01120450.1,75.177,141,34,1,365,504,137,277,8.71E-17,94.2
QLTV01001370.1:505287-506190,LFLD01120450.1,73.759,141,36,1,365,504,272,132,4.51E-14,85.1
QLTV01001370.1:505287-506190,LFLD01120450.1,80.597,67,13,0,359,425,5292,5226,1.47E-07,63.5
QLTV01001370.1:505287-506190,LFLD01120450.1,72.072,111,26,1,379,489,2272,2167,5.15E-07,61.7
QLTV01001370.1:505287-506190,LFLD01120450.1,72.072,111,26,1,379,489,2171,2276,5.15E-07,61.7
QLTV01001370.1:505287-506190,LFLD01120450.1,81.132,53,8,1,389,441,12068,12018,0.003,49.1
QLTV01001370.1:505287-506190,LFLD01084185.1,76.074,163,38,1,343,504,16626,16788,2.66E-23,115
QLTV01001370.1:505287-506190,LFLD01084185.1,73.529,136,35,1,365,499,16783,16648,5.49E-13,80.6
QLTV01001370.1:505287-506190,LFLD01084185.1,80.645,62,12,0,360,421,9458,9519,1.80E-06,59
QLTV01001370.1:505287-506190,LFLD01084185.1,79.688,64,13,0,358,421,9575,9512,6.27E-06,58.1
QLTV01001370.1:505287-506190,LFLD01084185.1,82.353,51,9,0,379,429,11260,11310,2.67E-04,52.7
QLTV01001370.1:505287-506190,LFLD01072338.1,77.551,147,32,1,359,504,1532,1678,9.29E-23,113
QLTV01001370.1:505287-506190,LFLD01072338.1,75.51,147,35,1,359,504,1679,1533,5.87E-19,100
QLTV01001370.1:505287-506190,LFLD01100245.1,77.124,153,32,2,350,499,61959,62111,9.29E-23,113
QLTV01001370.1:505287-506190,LFLD01100245.1,75.735,136,32,1,365,499,62111,61976,8.71E-17,94.2
QLTV01001370.1:505287-506190,LFLD01100245.1,73.723,137,35,1,365,500,59509,59373,1.57E-13,82.4
QLTV01001370.1:505287-506190,LFLD01100245.1,73.05,141,37,1,365,504,59374,59514,5.49E-13,80.6
QLTV01001370.1:505287-506190,LFLD01100245.1,79.661,59,10,1,365,423,26790,26734,0.001,50.9
QLTV01001370.1:505287-506190,LFLD01100245.1,69.565,138,29,5,363,499,26665,26790,0.001,50
QLTV01001370.1:505287-506190,LFLD01100245.1,78.689,61,12,1,364,424,4924,4983,0.003,49.1
QLTV01001370.1:505287-506190,LFLD01100245.1,76.562,64,15,0,365,428,11889,11952,0.003,49.1
QLTV01001370.1:505287-506190,LFLD01100245.1,75.385,65,16,0,365,429,25482,25546,0.011,46.4
QLTV01001370.1:505287-506190,LFLD01019900.1,78.014,141,30,1,365,504,2339,2479,3.24E-22,112
QLTV01001370.1:505287-506190,LFLD01019900.1,72.222,162,39,3,344,499,2500,2339,1.57E-13,82.4
QLTV01001370.1:505287-506190,LFLD01145300.1,77.027,148,33,1,360,506,1728,1875,3.24E-22,111
QLTV01001370.1:505287-506190,LFLD01145300.1,75.887,141,33,1,360,499,1873,1733,2.05E-18,98.7
QLTV01001370.1:505287-506190,LFLD01145300.1,85.714,35,5,0,389,423,7147,7181,0.48,41.9
QLTV01001370.1:505287-506190,LFLD01089122.1,77.027,148,33,1,360,506,2114,1967,3.24E-22,111
QLTV01001370.1:505287-506190,LFLD01089122.1,75.676,148,35,1,360,506,1969,2116,1.68E-19,102
QLTV01001370.1:505287-506190,LFLD01089122.1,76.923,65,15,0,365,429,557,493,0.001,50.9
QLTV01001370.1:505287-506190,LFLD01089122.1,80,55,10,1,398,451,2143,2197,0.011,47.3
QLTV01001370.1:505287-506190,LFLD01089122.1,87.5,32,4,0,398,429,1940,1909,0.48,41
QLTV01001370.1:505287-506190,LFLD01070756.1,76.471,153,35,1,357,508,17916,17764,3.24E-22,111
QLTV01001370.1:505287-506190,LFLD01070756.1,74.126,143,36,1,365,506,17773,17915,3.70E-15,88.7
QLTV01001459.1:187585-188493,LFLD01035656.1,93.452,672,43,1,238,909,9197,8527,0,1011
QLTV01001459.1:187585-188493,LFLD01035657.1,89.401,217,8,3,2,218,350,149,2.04E-75,288
QLTV01001459.1:187585-188493,LFLD01109932.1,81.633,49,4,2,321,369,49,6,0.04,44.6
QLTV01001459.1:187585-188493,LFLD01128465.1,86.842,38,4,1,203,240,3022,2986,0.14,43.7
QLTV01001459.1:187585-188493,LFLD01109931.1,90.323,31,3,0,345,375,11965,11935,0.14,43.7
QLTV01001459.1:187585-188493,LFLD01087576.1,85.714,42,3,2,56,96,7893,7932,0.14,43.7
QLTV01001459.1:187585-188493,LFLD01030626.1,96.154,26,1,0,38,63,8432,8457,0.14,43.7
QLTV01001459.1:187585-188493,LFLD01163249.1,92.857,28,2,0,209,236,4138,4165,0.14,42.8
QLTV01001459.1:187585-188493,LFLD01158510.1,93.333,30,1,1,409,437,5343,5314,0.14,42.8
QLTV01001459.1:187585-188493,LFLD01021855.1,92.857,28,2,0,77,104,3818,3845,0.14,42.8
QLTV01001461.1:260984-261915,LFLD01000610.1,88.546,908,60,8,28,931,955,1822,0,1173
QLTV01001461.1:260984-261915,LFLD01000610.1,100,42,0,0,1,42,4363,4404,6.69E-12,77
QLTV01001461.1:260984-261915,LFLD01007724.1,74.545,165,34,1,7,171,546,702,3.24E-22,112
QLTV01001461.1:260984-261915,LFLD01100256.1,78.571,70,15,0,277,346,830,761,1.80E-06,59.9
QLTV01001461.1:260984-261915,LFLD01100256.1,70.27,111,16,3,167,267,1363,1260,7.64E-05,54.5
QLTV01001461.1:260984-261915,LFLD01048154.1,74.227,97,24,1,420,516,10138,10043,1.80E-06,59.9
QLTV01001461.1:260984-261915,LFLD01018754.1,69.697,132,34,1,381,506,11461,11592,1.80E-06,59.9
QLTV01001461.1:260984-261915,LFLD01119200.1,74.737,95,19,3,431,521,3759,3666,2.19E-05,55.4
QLTV01001461.1:260984-261915,LFLD01151139.1,85.106,47,7,0,281,327,5663,5617,7.64E-05,54.5
QLTV01001461.1:260984-261915,LFLD01073057.1,74.737,95,16,4,429,517,443,535,7.64E-05,53.6
