coordinates	ContigAccession	StartPosition	EndPosition	TargetLength
QLTV01003137.1:835422-836369	QLTV01003137.1	835422	836369	948
QLTV01003137.1:c1077010-1076071	QLTV01003137.1	1076071	1077010	940
QLTV01003139.1:c520915-520000	QLTV01003139.1	520000	520915	916
QLTV01003141.1:74637-75591	QLTV01003141.1	74637	75591	955
QLTV01003142.1:550346-551285	QLTV01003142.1	550346	551285	940
QLTV01003150.1:c49349-48428	QLTV01003150.1	48428	49349	922
QLTV01003161.1:c70719-69740	QLTV01003161.1	69740	70719	980
QLTV01003186.1:1633920-1634875	QLTV01003186.1	1633920	1634875	956
QLTV01003186.1:2507355-2508339	QLTV01003186.1	2507355	2508339	985
QLTV01003186.1:3003971-3004870	QLTV01003186.1	3003971	3004870	900
QLTV01003186.1:3134417-3135414	QLTV01003186.1	3134417	3135414	998
QLTV01003186.1:3268763-3269675	QLTV01003186.1	3268763	3269675	913
QLTV01003186.1:3799937-3800850	QLTV01003186.1	3799937	3800850	914
QLTV01003186.1:c4429182-4428200	QLTV01003186.1	4428200	4429182	983
QLTV01003186.1:4429175-4430137	QLTV01003186.1	4429175	4430137	963
QLTV01003253.1:547758-548738	QLTV01003253.1	547758	548738	981
QLTV01003253.1:2042178-2043093	QLTV01003253.1	2042178	2043093	916
QLTV01003253.1:2221070-2222021	QLTV01003253.1	2221070	2222021	952
QLTV01003253.1:c3017658-3016675	QLTV01003253.1	3016675	3017658	984
QLTV01003253.1:3025879-3026867	QLTV01003253.1	3025879	3026867	989
QLTV01003253.1:c3188763-3187800	QLTV01003253.1	3187800	3188763	964
QLTV01003253.1:4083489-4084416	QLTV01003253.1	4083489	4084416	928
QLTV01003254.1:226734-227663	QLTV01003254.1	226734	227663	930
QLTV01003257.1:227447-228437	QLTV01003257.1	227447	228437	991
QLTV01003257.1:c339439-338476	QLTV01003257.1	338476	339439	964
QLTV01003257.1:c339439-338518	QLTV01003257.1	338518	339439	922
QLTV01003258.1:370935-371884	QLTV01003258.1	370935	371884	950
QLTV01003259.1:223208-224197	QLTV01003259.1	223208	224197	990
QLTV01003259.1:406960-407867	QLTV01003259.1	406960	407867	908
QLTV01003259.1:406960-407914	QLTV01003259.1	406960	407914	955
QLTV01003259.1:1507805-1508798	QLTV01003259.1	1507805	1508798	994
QLTV01003259.1:c2276230-2275299	QLTV01003259.1	2275299	2276230	932
QLTV01003262.1:90972-91929	QLTV01003262.1	90972	91929	958
QLTV01003264.1:128077-129043	QLTV01003264.1	128077	129043	967
QLTV01003266.1:226689-227589	QLTV01003266.1	226689	227589	901
QLTV01003266.1:c693326-692383	QLTV01003266.1	692383	693326	944
QLTV01003266.1:c1270026-1269122	QLTV01003266.1	1269122	1270026	905
QLTV01003267.1:c414066-413075	QLTV01003267.1	413075	414066	992
QLTV01003267.1:c414066-413104	QLTV01003267.1	413104	414066	963
QLTV01003267.1:c967926-966956	QLTV01003267.1	966956	967926	971
QLTV01003267.1:c967926-967010	QLTV01003267.1	967010	967926	917
QLTV01003267.1:c973902-972975	QLTV01003267.1	972975	973902	928
QLTV01003270.1:317459-318451	QLTV01003270.1	317459	318451	993
QLTV01003270.1:332136-333104	QLTV01003270.1	332136	333104	969
QLTV01003275.1:c1568564-1567613	QLTV01003275.1	1567613	1568564	952
QLTV01003277.1:37217-38138	QLTV01003277.1	37217	38138	922
QLTV01003279.1:383472-384410	QLTV01003279.1	383472	384410	939
QLTV01003279.1:c403837-402881	QLTV01003279.1	402881	403837	957
QLTV01003279.1:c413958-413036	QLTV01003279.1	413036	413958	923
QLTV01003279.1:c659673-658684	QLTV01003279.1	658684	659673	990
QLTV01003279.1:739039-740026	QLTV01003279.1	739039	740026	988
QLTV01003279.1:759866-760829	QLTV01003279.1	759866	760829	964
QLTV01003279.1:c1314139-1313203	QLTV01003279.1	1313203	1314139	937
QLTV01003279.1:c1480845-1479895	QLTV01003279.1	1479895	1480845	951
QLTV01003279.1:1592643-1593611	QLTV01003279.1	1592643	1593611	969
QLTV01003280.1:c806980-806076	QLTV01003280.1	806076	806980	905
QLTV01003280.1:c970132-969213	QLTV01003280.1	969213	970132	920
QLTV01003281.1:518999-519935	QLTV01003281.1	518999	519935	937
QLTV01003281.1:3158509-3159460	QLTV01003281.1	3158509	3159460	952
QLTV01003281.1:c3535009-3534027	QLTV01003281.1	3534027	3535009	983
QLTV01003283.1:c1024060-1023113	QLTV01003283.1	1023113	1024060	948
QLTV01003284.1:c25538-24549	QLTV01003284.1	24549	25538	990
QLTV01003284.1:1874080-1875001	QLTV01003284.1	1874080	1875001	922
QLTV01003284.1:c1888472-1887492	QLTV01003284.1	1887492	1888472	981
QLTV01003284.1:2208971-2209942	QLTV01003284.1	2208971	2209942	972
QLTV01003285.1:706407-707338	QLTV01003285.1	706407	707338	932
QLTV01003286.1:354272-355256	QLTV01003286.1	354272	355256	985
QLTV01003286.1:c542443-541481	QLTV01003286.1	541481	542443	963
QLTV01003286.1:578295-579259	QLTV01003286.1	578295	579259	965
QLTV01003286.1:c1200712-1199806	QLTV01003286.1	1199806	1200712	907
QLTV01003286.1:1226122-1227051	QLTV01003286.1	1226122	1227051	930
QLTV01003291.1:37349-38280	QLTV01003291.1	37349	38280	932
QLTV01003294.1:c642208-641284	QLTV01003294.1	641284	642208	925
QLTV01003294.1:998706-999625	QLTV01003294.1	998706	999625	920
QLTV01003294.1:2162286-2163228	QLTV01003294.1	2162286	2163228	943
QLTV01003294.1:2545867-2546801	QLTV01003294.1	2545867	2546801	935
QLTV01003296.1:c29146-28188	QLTV01003296.1	28188	29146	959
QLTV01003298.1:c934865-933887	QLTV01003298.1	933887	934865	979
QLTV01003298.1:934858-935805	QLTV01003298.1	934858	935805	948
QLTV01003299.1:c623673-622728	QLTV01003299.1	622728	623673	946
QLTV01003300.1:197788-198762	QLTV01003300.1	197788	198762	975
QLTV01003300.1:302813-303726	QLTV01003300.1	302813	303726	914
QLTV01003303.1:c244999-244054	QLTV01003303.1	244054	244999	946
QLTV01003303.1:455232-456132	QLTV01003303.1	455232	456132	901
QLTV01003309.1:c106865-105944	QLTV01003309.1	105944	106865	922
QLTV01003313.1:415157-416065	QLTV01003313.1	415157	416065	909
QLTV01003323.1:c1872849-1871915	QLTV01003323.1	1871915	1872849	935
QLTV01003323.1:c2952031-2951036	QLTV01003323.1	2951036	2952031	996
QLTV01003324.1:7962-8868	QLTV01003324.1	7962	8868	907
QLTV01003329.1:c9705-8723	QLTV01003329.1	8723	9705	983
QLTV01003359.1:c59478-58525	QLTV01003359.1	58525	59478	954
QLTV01003359.1:c59478-58562	QLTV01003359.1	58562	59478	917
QLTV01003387.1:c72786-71838	QLTV01003387.1	71838	72786	949
QLTV01003387.1:806174-807142	QLTV01003387.1	806174	807142	969
QLTV01003388.1:115254-116199	QLTV01003388.1	115254	116199	946
QLTV01003388.1:1784581-1785566	QLTV01003388.1	1784581	1785566	986
QLTV01003388.1:1881361-1882356	QLTV01003388.1	1881361	1882356	996
QLTV01003388.1:3358793-3359739	QLTV01003388.1	3358793	3359739	947
QLTV01003388.1:c3651342-3650440	QLTV01003388.1	3650440	3651342	903
QLTV01003388.1:c4016157-4015219	QLTV01003388.1	4015219	4016157	939
QLTV01003388.1:c4022005-4021093	QLTV01003388.1	4021093	4022005	913
QLTV01003388.1:4386306-4387210	QLTV01003388.1	4386306	4387210	905
QLTV01003388.1:c4764858-4763902	QLTV01003388.1	4763902	4764858	957
QLTV01003388.1:c6651328-6650404	QLTV01003388.1	6650404	6651328	925
QLTV01003389.1:100780-101679	QLTV01003389.1	100780	101679	900
QLTV01003390.1:261787-262763	QLTV01003390.1	261787	262763	977
QLTV01003390.1:1014115-1015018	QLTV01003390.1	1014115	1015018	904
QLTV01003390.1:c1061920-1060962	QLTV01003390.1	1060962	1061920	959
QLTV01003390.1:2058481-2059402	QLTV01003390.1	2058481	2059402	922
QLTV01003390.1:c2161157-2160232	QLTV01003390.1	2160232	2161157	926
QLTV01003390.1:2238946-2239936	QLTV01003390.1	2238946	2239936	991
QLTV01003391.1:1505883-1506874	QLTV01003391.1	1505883	1506874	992
QLTV01003391.1:c2076384-2075386	QLTV01003391.1	2075386	2076384	999
QLTV01003391.1:2921542-2922457	QLTV01003391.1	2921542	2922457	916
QLTV01003391.1:3261381-3262328	QLTV01003391.1	3261381	3262328	948
QLTV01003391.1:3261381-3262357	QLTV01003391.1	3261381	3262357	977
QLTV01003391.1:c3367778-3366803	QLTV01003391.1	3366803	3367778	976
QLTV01003391.1:c3622559-3621599	QLTV01003391.1	3621599	3622559	961
QLTV01003391.1:c3649741-3648806	QLTV01003391.1	3648806	3649741	936
QLTV01003392.1:191767-192734	QLTV01003392.1	191767	192734	968
QLTV01003393.1:c719457-718471	QLTV01003393.1	718471	719457	987
QLTV01003394.1:c26559-25636	QLTV01003394.1	25636	26559	924
QLTV01003395.1:150567-151471	QLTV01003395.1	150567	151471	905
QLTV01003395.1:c431960-431054	QLTV01003395.1	431054	431960	907
QLTV01003397.1:384496-385479	QLTV01003397.1	384496	385479	984
QLTV01003397.1:c386384-385474	QLTV01003397.1	385474	386384	911
QLTV01003398.1:c748624-747667	QLTV01003398.1	747667	748624	958
QLTV01003398.1:808186-809097	QLTV01003398.1	808186	809097	912
QLTV01003398.1:c985187-984255	QLTV01003398.1	984255	985187	933
QLTV01003398.1:c1005420-1004496	QLTV01003398.1	1004496	1005420	925
QLTV01003398.1:1244926-1245908	QLTV01003398.1	1244926	1245908	983
QLTV01003401.1:1036483-1037427	QLTV01003401.1	1036483	1037427	945
QLTV01003402.1:c1180889-1179937	QLTV01003402.1	1179937	1180889	953
QLTV01003402.1:c1250450-1249483	QLTV01003402.1	1249483	1250450	968
QLTV01003402.1:1548676-1549660	QLTV01003402.1	1548676	1549660	985
QLTV01003402.1:1689771-1690767	QLTV01003402.1	1689771	1690767	997
QLTV01003402.1:2313338-2314246	QLTV01003402.1	2313338	2314246	909
QLTV01003408.1:200838-201769	QLTV01003408.1	200838	201769	932
QLTV01003410.1:137627-138575	QLTV01003410.1	137627	138575	949
QLTV01003414.1:c234432-233482	QLTV01003414.1	233482	234432	951
QLTV01003415.1:c218894-217938	QLTV01003415.1	217938	218894	957
QLTV01003426.1:32077-33030	QLTV01003426.1	32077	33030	954
QLTV01003430.1:875129-876062	QLTV01003430.1	875129	876062	934
QLTV01003430.1:948914-949837	QLTV01003430.1	948914	949837	924
QLTV01003430.1:1366712-1367621	QLTV01003430.1	1366712	1367621	910
QLTV01003432.1:60497-61445	QLTV01003432.1	60497	61445	949
QLTV01003432.1:279358-280302	QLTV01003432.1	279358	280302	945
QLTV01003441.1:75487-76452	QLTV01003441.1	75487	76452	966
QLTV01003442.1:c41474-40535	QLTV01003442.1	40535	41474	940
QLTV01003442.1:c183919-182996	QLTV01003442.1	182996	183919	924
QLTV01003442.1:470831-471809	QLTV01003442.1	470831	471809	979
QLTV01003442.1:1023125-1024064	QLTV01003442.1	1023125	1024064	940
QLTV01003443.1:c345476-344567	QLTV01003443.1	344567	345476	910
QLTV01003443.1:517499-518435	QLTV01003443.1	517499	518435	937
QLTV01003451.1:197515-198467	QLTV01003451.1	197515	198467	953
QLTV01003452.1:170126-171074	QLTV01003452.1	170126	171074	949
QLTV01003452.1:c407592-406667	QLTV01003452.1	406667	407592	926
QLTV01003454.1:1398289-1399274	QLTV01003454.1	1398289	1399274	986
QLTV01003454.1:1966589-1967581	QLTV01003454.1	1966589	1967581	993
QLTV01003454.1:c2904402-2903496	QLTV01003454.1	2903496	2904402	907
QLTV01003456.1:c927475-926563	QLTV01003456.1	926563	927475	913
QLTV01003456.1:976668-977604	QLTV01003456.1	976668	977604	937
QLTV01003456.1:976668-977657	QLTV01003456.1	976668	977657	990
QLTV01003456.1:2066395-2067333	QLTV01003456.1	2066395	2067333	939
QLTV01003456.1:2066395-2067362	QLTV01003456.1	2066395	2067362	968
QLTV01003456.1:3891325-3892312	QLTV01003456.1	3891325	3892312	988
QLTV01003457.1:505121-506038	QLTV01003457.1	505121	506038	918
QLTV01003457.1:c776141-775168	QLTV01003457.1	775168	776141	974
QLTV01003457.1:974651-975550	QLTV01003457.1	974651	975550	900
QLTV01003457.1:974651-975590	QLTV01003457.1	974651	975590	940
QLTV01003457.1:974651-975630	QLTV01003457.1	974651	975630	980
QLTV01003457.1:c1056473-1055571	QLTV01003457.1	1055571	1056473	903
QLTV01003457.1:c1486938-1485981	QLTV01003457.1	1485981	1486938	958
QLTV01003457.1:1493220-1494134	QLTV01003457.1	1493220	1494134	915
QLTV01003457.1:1912640-1913554	QLTV01003457.1	1912640	1913554	915
QLTV01003459.1:c167297-166325	QLTV01003459.1	166325	167297	973
QLTV01003459.1:c217472-216527	QLTV01003459.1	216527	217472	946
QLTV01003459.1:c706368-705464	QLTV01003459.1	705464	706368	905
QLTV01003459.1:787808-788800	QLTV01003459.1	787808	788800	993
QLTV01003460.1:152890-153846	QLTV01003460.1	152890	153846	957
QLTV01003460.1:c857393-856468	QLTV01003460.1	856468	857393	926
QLTV01003460.1:c2303103-2302132	QLTV01003460.1	2302132	2303103	972
QLTV01003460.1:2512838-2513796	QLTV01003460.1	2512838	2513796	959
QLTV01003461.1:c2952936-2951986	QLTV01003461.1	2951986	2952936	951
QLTV01003461.1:c4567041-4566112	QLTV01003461.1	4566112	4567041	930
QLTV01003462.1:645439-646414	QLTV01003462.1	645439	646414	976
QLTV01003463.1:1076791-1077763	QLTV01003463.1	1076791	1077763	973
QLTV01003464.1:c1280920-1279993	QLTV01003464.1	1279993	1280920	928
QLTV01003464.1:c1457178-1456201	QLTV01003464.1	1456201	1457178	978
QLTV01003465.1:c686125-685166	QLTV01003465.1	685166	686125	960
QLTV01003465.1:872200-873129	QLTV01003465.1	872200	873129	930
QLTV01003466.1:785570-786558	QLTV01003466.1	785570	786558	989
QLTV01003467.1:348560-349555	QLTV01003467.1	348560	349555	996
QLTV01003467.1:c1027680-1026757	QLTV01003467.1	1026757	1027680	924
QLTV01003467.1:1042768-1043722	QLTV01003467.1	1042768	1043722	955
QLTV01003469.1:c1283500-1282508	QLTV01003469.1	1282508	1283500	993
QLTV01003469.1:c1632144-1631202	QLTV01003469.1	1631202	1632144	943
QLTV01003470.1:74984-75892	QLTV01003470.1	74984	75892	909
QLTV01003470.1:c834832-833851	QLTV01003470.1	833851	834832	982
QLTV01003470.1:892193-893142	QLTV01003470.1	892193	893142	950
QLTV01003470.1:c1140212-1139229	QLTV01003470.1	1139229	1140212	984
QLTV01003471.1:173533-174515	QLTV01003471.1	173533	174515	983
QLTV01003471.1:903204-904161	QLTV01003471.1	903204	904161	958
QLTV01003471.1:c944386-943476	QLTV01003471.1	943476	944386	911
QLTV01003471.1:c984288-983374	QLTV01003471.1	983374	984288	915
QLTV01003471.1:c1101620-1100648	QLTV01003471.1	1100648	1101620	973
QLTV01003473.1:232861-233822	QLTV01003473.1	232861	233822	962
QLTV01003473.1:382780-383765	QLTV01003473.1	382780	383765	986
QLTV01003474.1:c137179-136187	QLTV01003474.1	136187	137179	993
QLTV01003475.1:c935229-934327	QLTV01003475.1	934327	935229	903
QLTV01003478.1:c280134-279213	QLTV01003478.1	279213	280134	922
QLTV01003479.1:c864609-863675	QLTV01003479.1	863675	864609	935
QLTV01003479.1:c1384482-1383575	QLTV01003479.1	1383575	1384482	908
QLTV01003479.1:c2284556-2283584	QLTV01003479.1	2283584	2284556	973
QLTV01003479.1:2635221-2636155	QLTV01003479.1	2635221	2636155	935
QLTV01003481.1:c870075-869103	QLTV01003481.1	869103	870075	973
QLTV01003481.1:1372214-1373141	QLTV01003481.1	1372214	1373141	928
QLTV01003484.1:c836765-835793	QLTV01003484.1	835793	836765	973
QLTV01003489.1:c97115-96145	QLTV01003489.1	96145	97115	971
QLTV01003489.1:310586-311492	QLTV01003489.1	310586	311492	907
QLTV01003492.1:71675-72586	QLTV01003492.1	71675	72586	912
QLTV01003492.1:76414-77324	QLTV01003492.1	76414	77324	911
QLTV01003492.1:76414-77353	QLTV01003492.1	76414	77353	940
QLTV01003510.1:c70355-69376	QLTV01003510.1	69376	70355	980
QLTV01003514.1:160708-161682	QLTV01003514.1	160708	161682	975
QLTV01003516.1:c431393-430405	QLTV01003516.1	430405	431393	989
QLTV01003516.1:3129224-3130215	QLTV01003516.1	3129224	3130215	992
QLTV01003535.1:48374-49293	QLTV01003535.1	48374	49293	920
QLTV01003535.1:48374-49330	QLTV01003535.1	48374	49330	957
QLTV01003535.1:48374-49367	QLTV01003535.1	48374	49367	994
QLTV01003535.1:280459-281434	QLTV01003535.1	280459	281434	976
QLTV01003646.1:2107996-2108911	QLTV01003646.1	2107996	2108911	916
QLTV01003646.1:2475910-2476841	QLTV01003646.1	2475910	2476841	932
QLTV01003646.1:c2607195-2606243	QLTV01003646.1	2606243	2607195	953
QLTV01003646.1:2607038-2608016	QLTV01003646.1	2607038	2608016	979
QLTV01003647.1:864686-865674	QLTV01003647.1	864686	865674	989
QLTV01003647.1:1559466-1560376	QLTV01003647.1	1559466	1560376	911
QLTV01003647.1:1743150-1744093	QLTV01003647.1	1743150	1744093	944
QLTV01003647.1:c1816373-1815466	QLTV01003647.1	1815466	1816373	908
QLTV01003647.1:1977290-1978217	QLTV01003647.1	1977290	1978217	928
QLTV01003647.1:c2389730-2388777	QLTV01003647.1	2388777	2389730	954
QLTV01003647.1:c2389730-2388807	QLTV01003647.1	2388807	2389730	924
QLTV01003648.1:c987300-986356	QLTV01003648.1	986356	987300	945
QLTV01003648.1:c1029732-1028763	QLTV01003648.1	1028763	1029732	970
QLTV01003649.1:c531721-530727	QLTV01003649.1	530727	531721	995
QLTV01003649.1:1278439-1279374	QLTV01003649.1	1278439	1279374	936
QLTV01003649.1:1451959-1452902	QLTV01003649.1	1451959	1452902	944
QLTV01003650.1:c140829-139884	QLTV01003650.1	139884	140829	946
QLTV01003650.1:c267472-266537	QLTV01003650.1	266537	267472	936
QLTV01003650.1:313838-314787	QLTV01003650.1	313838	314787	950
QLTV01003650.1:c947954-946996	QLTV01003650.1	946996	947954	959
QLTV01003652.1:c255903-255002	QLTV01003652.1	255002	255903	902
QLTV01003654.1:c583304-582383	QLTV01003654.1	582383	583304	922
QLTV01003654.1:626392-627359	QLTV01003654.1	626392	627359	968
QLTV01003654.1:c638607-637652	QLTV01003654.1	637652	638607	956
QLTV01003654.1:1053531-1054447	QLTV01003654.1	1053531	1054447	917
QLTV01003654.1:1292361-1293344	QLTV01003654.1	1292361	1293344	984
QLTV01003654.1:c2627649-2626725	QLTV01003654.1	2626725	2627649	925
QLTV01003654.1:c3517526-3516618	QLTV01003654.1	3516618	3517526	909
QLTV01003654.1:c4345296-4344384	QLTV01003654.1	4344384	4345296	913
QLTV01003654.1:c5337098-5336194	QLTV01003654.1	5336194	5337098	905
QLTV01003654.1:c6188894-6187976	QLTV01003654.1	6187976	6188894	919
QLTV01003654.1:c6717457-6716541	QLTV01003654.1	6716541	6717457	917
QLTV01003654.1:c7000769-6999834	QLTV01003654.1	6999834	7000769	936
QLTV01003654.1:7339283-7340187	QLTV01003654.1	7339283	7340187	905
QLTV01003654.1:7399105-7400078	QLTV01003654.1	7399105	7400078	974
QLTV01003654.1:c7427068-7426133	QLTV01003654.1	7426133	7427068	936
QLTV01003658.1:c1074121-1073206	QLTV01003658.1	1073206	1074121	916
QLTV01003658.1:c1082957-1082035	QLTV01003658.1	1082035	1082957	923
QLTV01003658.1:1281403-1282337	QLTV01003658.1	1281403	1282337	935
QLTV01003658.1:1341599-1342591	QLTV01003658.1	1341599	1342591	993
QLTV01003658.1:c1595046-1594052	QLTV01003658.1	1594052	1595046	995
QLTV01003658.1:c1595046-1594090	QLTV01003658.1	1594090	1595046	957
QLTV01003658.1:c1595046-1594128	QLTV01003658.1	1594128	1595046	919
QLTV01003658.1:1695226-1696130	QLTV01003658.1	1695226	1696130	905
QLTV01003658.1:1866625-1867537	QLTV01003658.1	1866625	1867537	913
QLTV01003658.1:1872500-1873437	QLTV01003658.1	1872500	1873437	938
QLTV01003658.1:1872500-1873456	QLTV01003658.1	1872500	1873456	957
QLTV01003659.1:c429436-428523	QLTV01003659.1	428523	429436	914
QLTV01003659.1:1953163-1954104	QLTV01003659.1	1953163	1954104	942
QLTV01003659.1:2387923-2388836	QLTV01003659.1	2387923	2388836	914
QLTV01003659.1:c3340217-3339279	QLTV01003659.1	3339279	3340217	939
QLTV01003660.1:c458846-457873	QLTV01003660.1	457873	458846	974
QLTV01003660.1:c458846-457902	QLTV01003660.1	457902	458846	945
QLTV01003660.1:c1467175-1466193	QLTV01003660.1	1466193	1467175	983
QLTV01003661.1:c193475-192511	QLTV01003661.1	192511	193475	965
QLTV01003663.1:c408484-407548	QLTV01003663.1	407548	408484	937
QLTV01003663.1:c854953-854040	QLTV01003663.1	854040	854953	914
QLTV01003663.1:876681-877583	QLTV01003663.1	876681	877583	903
QLTV01003663.1:c2491644-2490653	QLTV01003663.1	2490653	2491644	992
QLTV01003669.1:c1310983-1310041	QLTV01003669.1	1310041	1310983	943
QLTV01003669.1:1904773-1905730	QLTV01003669.1	1904773	1905730	958
QLTV01003672.1:c26400-25438	QLTV01003672.1	25438	26400	963
QLTV01003675.1:409568-410517	QLTV01003675.1	409568	410517	950
QLTV01003675.1:3563131-3564064	QLTV01003675.1	3563131	3564064	934
QLTV01003677.1:171130-172102	QLTV01003677.1	171130	172102	973
QLTV01003677.1:c201937-201009	QLTV01003677.1	201009	201937	929
QLTV01003680.1:c187803-186864	QLTV01003680.1	186864	187803	940
QLTV01003684.1:238381-239281	QLTV01003684.1	238381	239281	901
QLTV01003687.1:347903-348833	QLTV01003687.1	347903	348833	931
QLTV01003690.1:366850-367829	QLTV01003690.1	366850	367829	980
QLTV01003690.1:860295-861201	QLTV01003690.1	860295	861201	907
QLTV01003690.1:c1278180-1277211	QLTV01003690.1	1277211	1278180	970
QLTV01003690.1:1664629-1665567	QLTV01003690.1	1664629	1665567	939
QLTV01003690.1:c1708818-1707904	QLTV01003690.1	1707904	1708818	915
QLTV01003690.1:1956052-1956983	QLTV01003690.1	1956052	1956983	932
QLTV01003690.1:2161335-2162240	QLTV01003690.1	2161335	2162240	906
QLTV01003690.1:c2163184-2162235	QLTV01003690.1	2162235	2163184	950
QLTV01003690.1:2533511-2534500	QLTV01003690.1	2533511	2534500	990
QLTV01003696.1:628806-629718	QLTV01003696.1	628806	629718	913
QLTV01003699.1:256806-257799	QLTV01003699.1	256806	257799	994
QLTV01003726.1:32085-33025	QLTV01003726.1	32085	33025	941
QLTV01003726.1:32085-33059	QLTV01003726.1	32085	33059	975
QLTV01003726.1:78938-79909	QLTV01003726.1	78938	79909	972
QLTV01003726.1:88664-89650	QLTV01003726.1	88664	89650	987
QLTV01003726.1:137902-138830	QLTV01003726.1	137902	138830	929
QLTV01003728.1:c1333724-1332809	QLTV01003728.1	1332809	1333724	916
QLTV01003728.1:c1966200-1965285	QLTV01003728.1	1965285	1966200	916
QLTV01003728.1:1966193-1967182	QLTV01003728.1	1966193	1967182	990
QLTV01003728.1:2589467-2590435	QLTV01003728.1	2589467	2590435	969
QLTV01003728.1:2643738-2644675	QLTV01003728.1	2643738	2644675	938
QLTV01003749.1:c221613-220622	QLTV01003749.1	220622	221613	992
QLTV01003749.1:c244771-243843	QLTV01003749.1	243843	244771	929
QLTV01003751.1:83076-84015	QLTV01003751.1	83076	84015	940
QLTV01003754.1:938960-939919	QLTV01003754.1	938960	939919	960
QLTV01003756.1:517715-518686	QLTV01003756.1	517715	518686	972
QLTV01003758.1:685110-686053	QLTV01003758.1	685110	686053	944
QLTV01003758.1:c1420209-1419240	QLTV01003758.1	1419240	1420209	970
QLTV01003758.1:1677074-1678039	QLTV01003758.1	1677074	1678039	966
QLTV01003759.1:c160983-160061	QLTV01003759.1	160061	160983	923
QLTV01003760.1:841880-842808	QLTV01003760.1	841880	842808	929
QLTV01003760.1:1732442-1733393	QLTV01003760.1	1732442	1733393	952
QLTV01003762.1:182168-183128	QLTV01003762.1	182168	183128	961
QLTV01003763.1:c515641-514695	QLTV01003763.1	514695	515641	947
QLTV01003764.1:c141559-140604	QLTV01003764.1	140604	141559	956
QLTV01003764.1:c5951205-5950230	QLTV01003764.1	5950230	5951205	976
QLTV01003765.1:c362987-361996	QLTV01003765.1	361996	362987	992
QLTV01003766.1:129638-130634	QLTV01003766.1	129638	130634	997
QLTV01003767.1:253634-254606	QLTV01003767.1	253634	254606	973
QLTV01003768.1:c377474-376525	QLTV01003768.1	376525	377474	950
QLTV01003771.1:2630430-2631357	QLTV01003771.1	2630430	2631357	928
QLTV01003771.1:3445020-3445943	QLTV01003771.1	3445020	3445943	924
QLTV01003771.1:3545667-3546617	QLTV01003771.1	3545667	3546617	951
QLTV01003771.1:c4171784-4170870	QLTV01003771.1	4170870	4171784	915
QLTV01003772.1:57166-58138	QLTV01003772.1	57166	58138	973
QLTV01003772.1:c59095-58133	QLTV01003772.1	58133	59095	963
QLTV01003772.1:775477-776416	QLTV01003772.1	775477	776416	940
QLTV01003772.1:851005-851983	QLTV01003772.1	851005	851983	979
QLTV01003772.1:851027-851983	QLTV01003772.1	851027	851983	957
QLTV01003772.1:c1610528-1609588	QLTV01003772.1	1609588	1610528	941
QLTV01003773.1:194880-195852	QLTV01003773.1	194880	195852	973
QLTV01003773.1:c806403-805492	QLTV01003773.1	805492	806403	912
QLTV01003775.1:c163080-162130	QLTV01003775.1	162130	163080	951
QLTV01003777.1:c82636-81650	QLTV01003777.1	81650	82636	987
QLTV01003777.1:c90986-90027	QLTV01003777.1	90027	90986	960
QLTV01003777.1:198722-199696	QLTV01003777.1	198722	199696	975
QLTV01003779.1:c23801-22855	QLTV01003779.1	22855	23801	947
QLTV01003780.1:965936-966855	QLTV01003780.1	965936	966855	920
QLTV01003781.1:c66094-65131	QLTV01003781.1	65131	66094	964
QLTV01003783.1:360262-361241	QLTV01003783.1	360262	361241	980
QLTV01003783.1:973950-974897	QLTV01003783.1	973950	974897	948
QLTV01003783.1:c1063815-1062834	QLTV01003783.1	1062834	1063815	982
QLTV01003784.1:c253433-252492	QLTV01003784.1	252492	253433	942
QLTV01003784.1:c253433-252529	QLTV01003784.1	252529	253433	905
QLTV01003784.1:324381-325306	QLTV01003784.1	324381	325306	926
QLTV01003785.1:c316658-315695	QLTV01003785.1	315695	316658	964
QLTV01003786.1:c26604-25627	QLTV01003786.1	25627	26604	978
QLTV01003789.1:c151426-150484	QLTV01003789.1	150484	151426	943
QLTV01003789.1:149881-150803	QLTV01003789.1	149881	150803	923
QLTV01003789.1:149881-150832	QLTV01003789.1	149881	150832	952
QLTV01003789.1:246471-247438	QLTV01003789.1	246471	247438	968
QLTV01003789.1:299634-300579	QLTV01003789.1	299634	300579	946
QLTV01003790.1:539121-540068	QLTV01003790.1	539121	540068	948
QLTV01003796.1:c486442-485449	QLTV01003796.1	485449	486442	994
QLTV01003796.1:681535-682435	QLTV01003796.1	681535	682435	901
QLTV01003797.1:c290767-289851	QLTV01003797.1	289851	290767	917
QLTV01003803.1:c20187-19271	QLTV01003803.1	19271	20187	917
QLTV01003803.1:20180-21162	QLTV01003803.1	20180	21162	983
QLTV01003803.1:c1403959-1403033	QLTV01003803.1	1403033	1403959	927
QLTV01003803.1:c1711649-1710699	QLTV01003803.1	1710699	1711649	951
QLTV01003806.1:392195-393115	QLTV01003806.1	392195	393115	921
QLTV01003806.1:426905-427854	QLTV01003806.1	426905	427854	950
QLTV01003806.1:545514-546459	QLTV01003806.1	545514	546459	946
QLTV01003813.1:c1089420-1088433	QLTV01003813.1	1088433	1089420	988
QLTV01003829.1:56445-57358	QLTV01003829.1	56445	57358	914
QLTV01003831.1:c84127-83146	QLTV01003831.1	83146	84127	982
